sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r06-o09-clang18_auto-6291456,6,clang18_auto,6291456,13,20447232,627570606,161020,161020,1377472772,28116096,1377472800,627606894,627606894,1
r06-o10-gcc13_auto-36864,6,gcc13_auto,36864,21702,200005632,539453364,8675,8675,1184058972,800022811,1184058964,539479621,539479621,1
r06-o11-clang18_auto-1048576,6,clang18_auto,1048576,153,40108032,656465978,220523,220523,1440895473,55149696,1440895478,656497099,656497099,1
r06-o12-clang18_auto-536870912,6,clang18_auto,536870912,1,134217728,13156806943,10873113,10873113,28878105244,184550528,28878105234,13156843848,13156843848,1
r06-o13-gcc13_scalar-8388608,6,gcc13_scalar,8388608,8,16777216,726995479,688651,688651,1595698889,67109147,1595698852,727028007,727028007,1
r06-o14-clang18_scalar-6291456,6,clang18_scalar,6291456,13,20447232,571834376,161020,161020,1255136957,28116096,1255136960,571868860,571868860,1
r06-o15-gcc13_scalar-32768,6,gcc13_scalar,32768,36622,300007424,684772768,6888,6888,1503022984,1200029979,1503023016,684799283,684799283,1
r06-o16-gcc13_scalar-36864,6,gcc13_scalar,36864,21702,200005632,539595261,8675,8675,1184370338,800022811,1184370352,539621797,539621797,1
r06-o17-gcc13_scalar-6291456,6,gcc13_scalar,6291456,13,20447232,551014020,161020,161020,1209434794,81789211,1209434820,551046311,551046311,1
r06-o18-clang18_scalar-262144,6,clang18_scalar,262144,1221,80019456,488756461,63890,63890,1072785570,110027904,1072785560,488783964,488783964,1
r06-o19-clang18_scalar-36864,6,clang18_scalar,36864,21702,200005632,550602907,8675,8675,1208533194,275008896,1208533194,550630509,550630509,1
r06-o20-gcc13_auto-6291456,6,gcc13_auto,6291456,13,20447232,562596653,161020,161020,1234858041,81789211,1234858064,562632442,562632442,1
r06-o21-clang18_scalar-32768,6,clang18_scalar,32768,36622,300007424,701413368,6888,6888,1539549557,412511360,1539549572,701441337,701441337,1
r06-o22-clang18_auto-262144,6,clang18_auto,262144,1221,80019456,475403110,63890,63890,1043476160,110027904,1043476170,475431047,475431047,1
r06-o23-clang18_scalar-8388608,6,clang18_scalar,8388608,8,16777216,742463236,688651,688651,1629651950,23069824,1629651958,742495275,742495275,1
r06-o24-gcc13_scalar-536870912,6,gcc13_scalar,536870912,1,134217728,13407608287,10873113,10873113,29428590754,536871195,29428590752,13407641344,13407641344,1
r06-o25-gcc13_scalar-1048576,6,gcc13_scalar,1048576,153,40108032,670229276,220523,220523,1471102151,160432411,1471102160,670259653,670259653,1
r06-o26-clang18_auto-36864,6,clang18_auto,36864,21702,200005632,551097121,8675,8675,1209618383,275008896,1209618388,551126797,551126797,1
r06-o27-gcc13_auto-32768,6,gcc13_auto,32768,36622,300007424,698223303,6888,6888,1532545718,1200029979,1532545696,698251236,698251236,1
r06-o28-gcc13_auto-1048576,6,gcc13_auto,1048576,153,40108032,658682711,220523,220523,1445758005,160432411,1445758006,658713209,658713209,1
r07-o01-gcc13_auto-1048576,7,gcc13_auto,1048576,153,40108032,656103104,220523,220523,1440096315,160432411,1440096284,656132329,656132329,1
r07-o02-clang18_scalar-1048576,7,clang18_scalar,1048576,153,40108032,671205060,220523,220523,1473245225,55149696,1473245246,671235308,671235308,1
r07-o03-clang18_auto-8388608,7,clang18_auto,8388608,8,16777216,964100604,688651,688651,2116128879,23069824,2116128872,964137397,964137397,1
r07-o04-gcc13_scalar-1048576,7,gcc13_scalar,1048576,153,40108032,654804224,220523,220523,1437244823,160432411,1437244820,654832910,654832910,1
r07-o05-gcc13_auto-8388608,7,gcc13_auto,8388608,8,16777216,796637533,688651,688651,1748557771,67109147,1748557778,796671996,796671996,1
r07-o06-gcc13_scalar-262144,7,gcc13_scalar,262144,1221,80019456,481546645,63890,63890,1056958715,320078107,1056958760,481573736,481573736,1
r07-o07-gcc13_auto-32768,7,gcc13_auto,32768,36622,300007424,684469105,6888,6888,1502356320,1200029979,1502356284,684496057,684496057,1
r07-o08-clang18_scalar-536870912,7,clang18_scalar,536870912,1,134217728,13181241150,10873113,10873113,28931736165,184550528,28931736152,13181275947,13181275947,1
r07-o09-clang18_scalar-8388608,7,clang18_scalar,8388608,8,16777216,902527324,688651,688651,1980979352,23069824,1980979330,902561877,902561877,1
