sample_id,round,language,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r03-o19-cpp-8388608,3,cpp,8388608,256,33554432,112334355,33554432,33554432,246568403,167773713,246568432,112363117,112363117,1
r03-o20-c-6291456,3,c,6291456,342,33619968,96101771,50397184,50397184,210939143,134481854,210939146,96132297,96132297,1
r03-o21-c-8388608,3,c,8388608,256,33554432,109782682,33554432,33554432,240967695,134219280,240967694,109813507,109813507,1
r03-o22-go-36864,3,go,36864,58255,33554880,38707902,3284255168,3284255168,83474522,235356819,83475040,38447240,38447240,true
r03-o23-cpp-32768,3,cpp,32768,65536,33554432,23077291,33554432,33554432,50656016,168100113,50656012,23100713,23100713,1
r03-o24-rust-1048576,3,rust,1048576,2048,33554432,72412138,33554432,33554432,158942379,134223643,158942366,72438178,72438178,1
r03-o25-c-1048576,3,c,1048576,2048,33554432,72323516,33554432,33554432,158747512,134228240,158747490,72347985,72347985,1
r03-o26-go-536870912,3,go,536870912,4,33554432,155481510,33554432,33554432,339725916,234896954,339725892,155233478,155233478,true
r03-o27-go-1048576,3,go,1048576,2048,33554432,76235659,33554432,33554432,165234824,234907237,165234696,75841649,75841649,true
r03-o28-rust-262144,3,rust,262144,8192,33554432,51991470,33554432,33554432,114120373,134240539,114120358,52015789,52015789,1
r04-o01-go-536870912,4,go,536870912,4,33554432,156460597,33554432,33554432,340160246,234898228,340160216,155876394,155876394,true
r04-o02-go-1048576,4,go,1048576,2048,33554432,76101706,33554432,33554432,165293631,234907820,165293700,75790889,75790889,true
r04-o03-cpp-32768,4,cpp,32768,65536,33554432,23338489,33554432,33554432,51229604,168100113,51229596,23366175,23366175,1
r04-o04-go-32768,4,go,32768,65536,33554432,27026861,33554432,33554432,57838799,235412515,57839342,26773855,26773855,true
r04-o05-c-1048576,4,c,1048576,2048,33554432,72489959,33554432,33554432,159112942,134228240,159112932,72517321,72517321,1
r04-o06-rust-262144,4,rust,262144,8192,33554432,45717760,33554432,33554432,100350487,134240539,100350492,45744709,45744709,1
r04-o07-c-536870912,4,c,536870912,4,33554432,158292488,33554432,33554432,347443658,134218020,347443668,158324995,158324995,1
r04-o08-cpp-36864,4,cpp,36864,58255,33554880,40231329,3284255168,3284255168,88307916,168065948,88307912,40257785,40257785,1
r04-o09-cpp-6291456,4,cpp,6291456,342,33619968,106280088,50397184,50397184,233279803,168101823,233279794,106309445,106309445,1
r04-o10-cpp-262144,4,cpp,262144,8192,33554432,59927459,33554432,33554432,131539129,167813393,131539122,59954012,59954012,1
r04-o11-go-8388608,4,go,8388608,256,33554432,136121842,33554432,33554432,296335077,235300194,296335116,135767595,135767595,true
r04-o12-cpp-536870912,4,cpp,536870912,4,33554432,155491169,33554432,33554432,341294527,167772453,341294536,155523641,155523641,1
r04-o13-c-262144,4,c,262144,8192,33554432,47349458,33554432,33554432,103931717,134258960,103931718,47375807,47375807,1
r04-o14-c-36864,4,c,36864,58255,33554880,38606380,3284255168,3284255168,84741117,134511067,84741162,38631128,38631128,1
r04-o15-cpp-8388608,4,cpp,8388608,256,33554432,132151485,33554432,33554432,290065302,167773713,290065336,132180955,132180955,1
r04-o16-rust-6291456,4,rust,6291456,342,33619968,94553064,50397184,50397184,207474715,134481111,207474718,94585446,94585446,1
