round,mode,implementation,state,perf_profile,footprint_bytes,seed
7,prefetch_chain,scalar,warm,branch,4194304,24308
7,prefetch_chain,scalar,warm,basic,536870912,24308
7,prefetch_chain,scalar,warm,basic,32768,24308
7,prefetch_chain,scalar,warm,basic,33554432,24308
7,prefetch_chain,scalar,cache_evicted,basic,262144,28404
7,prefetch_chain,scalar,warm,basic,7340032,24308
7,prefetch_chain,scalar,warm,basic,65536,24308
7,prefetch_chain,scalar,warm,branch,8388608,24308
7,prefetch_chain,scalar,warm,basic,524288,24308
7,prefetch_chain,scalar,warm,branch,294912,24308
7,prefetch_chain,scalar,warm,branch,524288,24308
7,prefetch_chain,scalar,warm,branch,36864,24308
7,prefetch_chain,scalar,warm,basic,4194304,24308
7,prefetch_chain,scalar,warm,branch,33554432,24308
7,prefetch_chain,scalar,warm,basic,8388608,24308
7,prefetch_chain,scalar,warm,branch,12582912,24308
7,prefetch_chain,scalar,warm,basic,28672,24308
7,prefetch_chain,scalar,cache_evicted,branch,33554432,28404
7,prefetch_chain,scalar,warm,branch,5242880,24308
7,prefetch_chain,scalar,warm,branch,1048576,24308
7,prefetch_chain,scalar,warm,branch,262144,24308
7,prefetch_chain,scalar,warm,branch,65536,24308
7,prefetch_chain,scalar,warm,branch,49152,24308
7,prefetch_chain,scalar,warm,basic,134217728,24308
7,prefetch_chain,scalar,warm,branch,393216,24308
7,prefetch_chain,scalar,warm,basic,2097152,24308
7,prefetch_chain,scalar,warm,basic,229376,24308
7,prefetch_chain,scalar,warm,branch,28672,24308
7,prefetch_chain,scalar,cache_evicted,branch,32768,28404
7,prefetch_chain,scalar,warm,branch,131072,24308
7,prefetch_chain,scalar,cache_evicted,basic,8388608,28404
7,prefetch_chain,scalar,warm,basic,36864,24308
7,prefetch_chain,scalar,warm,branch,24576,24308
7,prefetch_chain,scalar,warm,branch,16384,24308
7,prefetch_chain,scalar,warm,basic,5242880,24308
7,prefetch_chain,scalar,warm,basic,49152,24308
7,prefetch_chain,scalar,warm,branch,6291456,24308
8,prefetch_chain,scalar,warm,basic,393216,24309
8,prefetch_chain,scalar,cache_evicted,basic,1048576,28405
8,prefetch_chain,scalar,warm,branch,2097152,24309
8,prefetch_chain,scalar,cache_evicted,branch,6291456,28405
8,prefetch_chain,scalar,cache_evicted,basic,536870912,28405
8,prefetch_chain,scalar,warm,basic,33554432,24309
8,prefetch_chain,scalar,warm,basic,36864,24309
8,prefetch_chain,scalar,warm,basic,4194304,24309
8,prefetch_chain,scalar,warm,basic,24576,24309
8,prefetch_chain,scalar,warm,branch,131072,24309
8,prefetch_chain,scalar,warm,branch,294912,24309
8,prefetch_chain,scalar,warm,branch,16384,24309
8,prefetch_chain,scalar,cache_evicted,branch,33554432,28405
8,prefetch_chain,scalar,warm,branch,5242880,24309
8,prefetch_chain,scalar,warm,branch,36864,24309
8,prefetch_chain,scalar,cache_evicted,basic,32768,28405
8,prefetch_chain,scalar,warm,branch,393216,24309
8,prefetch_chain,scalar,warm,basic,12582912,24309
8,prefetch_chain,scalar,warm,basic,536870912,24309
8,prefetch_chain,scalar,warm,basic,2097152,24309
8,prefetch_chain,scalar,warm,branch,6291456,24309
8,prefetch_chain,scalar,cache_evicted,basic,6291456,28405
8,prefetch_chain,scalar,cache_evicted,basic,8388608,28405
8,prefetch_chain,scalar,warm,basic,8192,24309
8,prefetch_chain,scalar,warm,basic,6291456,24309
8,prefetch_chain,scalar,warm,branch,524288,24309
8,prefetch_chain,scalar,warm,branch,8388608,24309
8,prefetch_chain,scalar,warm,branch,65536,24309
8,prefetch_chain,scalar,warm,basic,134217728,24309
8,prefetch_chain,scalar,warm,basic,65536,24309
8,prefetch_chain,scalar,cache_evicted,branch,536870912,28405
8,prefetch_chain,scalar,cache_evicted,basic,33554432,28405
8,prefetch_chain,scalar,warm,branch,32768,24309
8,prefetch_chain,scalar,warm,basic,5242880,24309
8,prefetch_chain,scalar,warm,branch,229376,24309
8,prefetch_chain,scalar,warm,basic,49152,24309
8,prefetch_chain,scalar,warm,branch,8192,24309
8,prefetch_chain,scalar,warm,basic,262144,24309
8,prefetch_chain,scalar,cache_evicted,branch,1048576,28405
8,prefetch_chain,scalar,warm,branch,1048576,24309
8,prefetch_chain,scalar,warm,basic,32768,24309
8,prefetch_chain,scalar,warm,branch,28672,24309
8,prefetch_chain,scalar,warm,basic,131072,24309
8,prefetch_chain,scalar,cache_evicted,basic,262144,28405
8,prefetch_chain,scalar,warm,basic,196608,24309
8,prefetch_chain,scalar,warm,branch,4194304,24309
8,prefetch_chain,scalar,warm,branch,134217728,24309
8,prefetch_chain,scalar,warm,branch,196608,24309
8,prefetch_chain,scalar,warm,branch,7340032,24309
8,prefetch_chain,scalar,warm,branch,98304,24309
8,prefetch_chain,scalar,cache_evicted,branch,8388608,28405
8,prefetch_chain,scalar,warm,basic,524288,24309
8,prefetch_chain,scalar,warm,basic,8388608,24309
8,prefetch_chain,scalar,warm,basic,229376,24309
8,prefetch_chain,scalar,warm,basic,7340032,24309
8,prefetch_chain,scalar,cache_evicted,branch,262144,28405
8,prefetch_chain,scalar,warm,branch,536870912,24309
8,prefetch_chain,scalar,warm,basic,16384,24309
8,prefetch_chain,scalar,warm,basic,28672,24309
8,prefetch_chain,scalar,cache_evicted,branch,32768,28405
8,prefetch_chain,scalar,warm,branch,24576,24309
8,prefetch_chain,scalar,warm,branch,262144,24309
8,prefetch_chain,scalar,warm,basic,1048576,24309
8,prefetch_chain,scalar,warm,basic,98304,24309
8,prefetch_chain,scalar,warm,branch,12582912,24309
8,prefetch_chain,scalar,warm,basic,294912,24309
8,prefetch_chain,scalar,warm,branch,49152,24309
8,prefetch_chain,scalar,warm,branch,33554432,24309
9,prefetch_chain,scalar,cache_evicted,basic,262144,28406
9,prefetch_chain,scalar,warm,branch,1048576,24310
9,prefetch_chain,scalar,warm,basic,8388608,24310
9,prefetch_chain,scalar,warm,branch,4194304,24310
9,prefetch_chain,scalar,warm,basic,65536,24310
9,prefetch_chain,scalar,warm,basic,8192,24310
9,prefetch_chain,scalar,warm,basic,134217728,24310
9,prefetch_chain,scalar,warm,branch,65536,24310
9,prefetch_chain,scalar,warm,branch,262144,24310
9,prefetch_chain,scalar,warm,basic,524288,24310
9,prefetch_chain,scalar,warm,branch,8388608,24310
9,prefetch_chain,scalar,cache_evicted,branch,1048576,28406
9,prefetch_chain,scalar,warm,branch,536870912,24310
9,prefetch_chain,scalar,cache_evicted,branch,32768,28406
9,prefetch_chain,scalar,warm,basic,16384,24310
9,prefetch_chain,scalar,warm,branch,32768,24310
9,prefetch_chain,scalar,warm,basic,4194304,24310
9,prefetch_chain,scalar,cache_evicted,basic,33554432,28406
9,prefetch_chain,scalar,warm,basic,294912,24310
9,prefetch_chain,scalar,warm,basic,6291456,24310
9,prefetch_chain,scalar,cache_evicted,basic,8388608,28406
9,prefetch_chain,scalar,warm,branch,36864,24310
9,prefetch_chain,scalar,cache_evicted,branch,33554432,28406
9,prefetch_chain,scalar,warm,basic,5242880,24310
9,prefetch_chain,scalar,warm,basic,262144,24310
9,prefetch_chain,scalar,warm,basic,7340032,24310
9,prefetch_chain,scalar,warm,branch,16384,24310
9,prefetch_chain,scalar,warm,branch,7340032,24310
9,prefetch_chain,scalar,warm,branch,2097152,24310
9,prefetch_chain,scalar,warm,basic,36864,24310
9,prefetch_chain,scalar,warm,branch,294912,24310
9,prefetch_chain,scalar,warm,basic,98304,24310
9,prefetch_chain,scalar,warm,basic,1048576,24310
9,prefetch_chain,scalar,warm,branch,5242880,24310
9,prefetch_chain,scalar,warm,basic,536870912,24310
9,prefetch_chain,scalar,cache_evicted,basic,6291456,28406
9,prefetch_chain,scalar,warm,branch,28672,24310
9,prefetch_chain,scalar,warm,branch,8192,24310
9,prefetch_chain,scalar,warm,basic,196608,24310
9,prefetch_chain,scalar,cache_evicted,branch,536870912,28406
9,prefetch_chain,scalar,cache_evicted,branch,6291456,28406
9,prefetch_chain,scalar,warm,branch,134217728,24310
9,prefetch_chain,scalar,cache_evicted,basic,32768,28406
9,prefetch_chain,scalar,warm,basic,131072,24310
9,prefetch_chain,scalar,warm,basic,393216,24310
9,prefetch_chain,scalar,warm,basic,28672,24310
9,prefetch_chain,scalar,warm,basic,2097152,24310
9,prefetch_chain,scalar,warm,branch,49152,24310
9,prefetch_chain,scalar,warm,branch,196608,24310
9,prefetch_chain,scalar,warm,branch,131072,24310
9,prefetch_chain,scalar,cache_evicted,basic,1048576,28406
9,prefetch_chain,scalar,warm,branch,393216,24310
9,prefetch_chain,scalar,cache_evicted,basic,536870912,28406
9,prefetch_chain,scalar,warm,branch,98304,24310
9,prefetch_chain,scalar,warm,branch,33554432,24310
9,prefetch_chain,scalar,cache_evicted,branch,262144,28406
9,prefetch_chain,scalar,warm,basic,229376,24310
9,prefetch_chain,scalar,warm,branch,229376,24310
9,prefetch_chain,scalar,warm,branch,24576,24310
9,prefetch_chain,scalar,warm,basic,33554432,24310
9,prefetch_chain,scalar,cache_evicted,branch,8388608,28406
9,prefetch_chain,scalar,warm,basic,12582912,24310
9,prefetch_chain,scalar,warm,basic,24576,24310
9,prefetch_chain,scalar,warm,branch,524288,24310
9,prefetch_chain,scalar,warm,branch,12582912,24310
9,prefetch_chain,scalar,warm,basic,32768,24310
9,prefetch_chain,scalar,warm,basic,49152,24310
9,prefetch_chain,scalar,warm,branch,6291456,24310
10,prefetch_chain,scalar,warm,basic,49152,24311
10,prefetch_chain,scalar,cache_evicted,branch,6291456,28407
10,prefetch_chain,scalar,warm,basic,33554432,24311
10,prefetch_chain,scalar,warm,branch,8192,24311
10,prefetch_chain,scalar,cache_evicted,branch,536870912,28407
10,prefetch_chain,scalar,cache_evicted,basic,1048576,28407
10,prefetch_chain,scalar,warm,branch,12582912,24311
10,prefetch_chain,scalar,warm,branch,33554432,24311
10,prefetch_chain,scalar,cache_evicted,branch,1048576,28407
10,prefetch_chain,scalar,warm,branch,98304,24311
10,prefetch_chain,scalar,warm,basic,12582912,24311
10,prefetch_chain,scalar,warm,basic,524288,24311
10,prefetch_chain,scalar,warm,basic,4194304,24311
10,prefetch_chain,scalar,warm,branch,24576,24311
10,prefetch_chain,scalar,warm,basic,2097152,24311
10,prefetch_chain,scalar,warm,basic,6291456,24311
10,prefetch_chain,scalar,warm,branch,262144,24311
10,prefetch_chain,scalar,warm,basic,16384,24311
10,prefetch_chain,scalar,warm,branch,28672,24311
10,prefetch_chain,scalar,cache_evicted,branch,33554432,28407
10,prefetch_chain,scalar,warm,basic,24576,24311
10,prefetch_chain,scalar,warm,branch,49152,24311
10,prefetch_chain,scalar,warm,basic,98304,24311
10,prefetch_chain,scalar,warm,branch,4194304,24311
10,prefetch_chain,scalar,warm,basic,294912,24311
10,prefetch_chain,scalar,warm,branch,6291456,24311
10,prefetch_chain,scalar,cache_evicted,basic,262144,28407
10,prefetch_chain,scalar,warm,basic,65536,24311
10,prefetch_chain,scalar,warm,basic,196608,24311
10,prefetch_chain,scalar,warm,basic,131072,24311
10,prefetch_chain,scalar,warm,basic,229376,24311
10,prefetch_chain,scalar,warm,basic,7340032,24311
10,prefetch_chain,scalar,warm,basic,5242880,24311
10,prefetch_chain,scalar,warm,branch,229376,24311
10,prefetch_chain,scalar,cache_evicted,basic,536870912,28407
10,prefetch_chain,scalar,cache_evicted,basic,8388608,28407
10,prefetch_chain,scalar,warm,basic,262144,24311
10,prefetch_chain,scalar,warm,branch,16384,24311
10,prefetch_chain,scalar,warm,basic,8192,24311
10,prefetch_chain,scalar,warm,branch,36864,24311
10,prefetch_chain,scalar,warm,branch,8388608,24311
10,prefetch_chain,scalar,warm,basic,536870912,24311
10,prefetch_chain,scalar,warm,branch,7340032,24311
10,prefetch_chain,scalar,warm,basic,8388608,24311
10,prefetch_chain,scalar,warm,branch,393216,24311
10,prefetch_chain,scalar,warm,basic,36864,24311
10,prefetch_chain,scalar,warm,basic,28672,24311
10,prefetch_chain,scalar,warm,basic,393216,24311
10,prefetch_chain,scalar,warm,branch,5242880,24311
10,prefetch_chain,scalar,cache_evicted,basic,6291456,28407
10,prefetch_chain,scalar,cache_evicted,branch,262144,28407
10,prefetch_chain,scalar,warm,branch,524288,24311
10,prefetch_chain,scalar,cache_evicted,basic,32768,28407
10,prefetch_chain,scalar,warm,branch,196608,24311
10,prefetch_chain,scalar,warm,branch,134217728,24311
10,prefetch_chain,scalar,warm,branch,1048576,24311
10,prefetch_chain,scalar,warm,branch,294912,24311
10,prefetch_chain,scalar,warm,basic,1048576,24311
10,prefetch_chain,scalar,warm,basic,134217728,24311
10,prefetch_chain,scalar,warm,branch,536870912,24311
10,prefetch_chain,scalar,warm,branch,65536,24311
10,prefetch_chain,scalar,cache_evicted,branch,32768,28407
10,prefetch_chain,scalar,warm,basic,32768,24311
10,prefetch_chain,scalar,cache_evicted,branch,8388608,28407
10,prefetch_chain,scalar,cache_evicted,basic,33554432,28407
10,prefetch_chain,scalar,warm,branch,2097152,24311
10,prefetch_chain,scalar,warm,branch,131072,24311
10,prefetch_chain,scalar,warm,branch,32768,24311
11,prefetch_chain,scalar,warm,branch,8388608,24312
11,prefetch_chain,scalar,warm,basic,16384,24312
11,prefetch_chain,scalar,cache_evicted,branch,33554432,28408
11,prefetch_chain,scalar,warm,basic,36864,24312
11,prefetch_chain,scalar,cache_evicted,basic,33554432,28408
11,prefetch_chain,scalar,warm,basic,65536,24312
11,prefetch_chain,scalar,cache_evicted,basic,8388608,28408
11,prefetch_chain,scalar,cache_evicted,branch,262144,28408
11,prefetch_chain,scalar,cache_evicted,basic,262144,28408
11,prefetch_chain,scalar,warm,basic,536870912,24312
11,prefetch_chain,scalar,cache_evicted,branch,32768,28408
11,prefetch_chain,scalar,warm,branch,36864,24312
11,prefetch_chain,scalar,warm,branch,6291456,24312
11,prefetch_chain,scalar,warm,basic,131072,24312
11,prefetch_chain,scalar,warm,basic,32768,24312
11,prefetch_chain,scalar,warm,basic,8388608,24312
11,prefetch_chain,scalar,cache_evicted,basic,536870912,28408
11,prefetch_chain,scalar,cache_evicted,basic,6291456,28408
11,prefetch_chain,scalar,warm,basic,229376,24312
11,prefetch_chain,scalar,warm,basic,28672,24312
11,prefetch_chain,scalar,warm,branch,32768,24312
11,prefetch_chain,scalar,warm,basic,524288,24312
11,prefetch_chain,scalar,warm,branch,24576,24312
11,prefetch_chain,scalar,cache_evicted,branch,536870912,28408
11,prefetch_chain,scalar,warm,basic,49152,24312
11,prefetch_chain,scalar,warm,branch,393216,24312
11,prefetch_chain,scalar,warm,branch,16384,24312
11,prefetch_chain,scalar,warm,basic,1048576,24312
11,prefetch_chain,scalar,warm,branch,134217728,24312
11,prefetch_chain,scalar,warm,branch,4194304,24312
11,prefetch_chain,scalar,warm,basic,33554432,24312
11,prefetch_chain,scalar,warm,basic,7340032,24312
11,prefetch_chain,scalar,warm,basic,294912,24312
11,prefetch_chain,scalar,warm,branch,196608,24312
11,prefetch_chain,scalar,warm,basic,6291456,24312
11,prefetch_chain,scalar,cache_evicted,basic,32768,28408
11,prefetch_chain,scalar,warm,basic,12582912,24312
11,prefetch_chain,scalar,warm,basic,393216,24312
11,prefetch_chain,scalar,warm,branch,2097152,24312
11,prefetch_chain,scalar,warm,basic,262144,24312
11,prefetch_chain,scalar,cache_evicted,basic,1048576,28408
11,prefetch_chain,scalar,warm,branch,33554432,24312
11,prefetch_chain,scalar,warm,branch,229376,24312
11,prefetch_chain,scalar,warm,basic,4194304,24312
11,prefetch_chain,scalar,warm,branch,98304,24312
11,prefetch_chain,scalar,cache_evicted,branch,1048576,28408
11,prefetch_chain,scalar,warm,branch,131072,24312
11,prefetch_chain,scalar,warm,basic,24576,24312
11,prefetch_chain,scalar,warm,basic,98304,24312
11,prefetch_chain,scalar,cache_evicted,branch,8388608,28408
11,prefetch_chain,scalar,warm,basic,2097152,24312
11,prefetch_chain,scalar,warm,branch,5242880,24312
11,prefetch_chain,scalar,warm,branch,8192,24312
11,prefetch_chain,scalar,warm,basic,8192,24312
11,prefetch_chain,scalar,warm,branch,28672,24312
11,prefetch_chain,scalar,warm,branch,536870912,24312
11,prefetch_chain,scalar,warm,branch,294912,24312
11,prefetch_chain,scalar,warm,basic,196608,24312
11,prefetch_chain,scalar,warm,branch,1048576,24312
11,prefetch_chain,scalar,warm,branch,12582912,24312
11,prefetch_chain,scalar,warm,branch,262144,24312
11,prefetch_chain,scalar,warm,basic,5242880,24312
11,prefetch_chain,scalar,cache_evicted,branch,6291456,28408
11,prefetch_chain,scalar,warm,branch,524288,24312
11,prefetch_chain,scalar,warm,branch,49152,24312
11,prefetch_chain,scalar,warm,branch,65536,24312
11,prefetch_chain,scalar,warm,branch,7340032,24312
11,prefetch_chain,scalar,warm,basic,134217728,24312
12,prefetch_chain,scalar,cache_evicted,branch,536870912,28409
12,prefetch_chain,scalar,warm,branch,5242880,24313
12,prefetch_chain,scalar,warm,basic,28672,24313
12,prefetch_chain,scalar,warm,branch,65536,24313
12,prefetch_chain,scalar,warm,basic,393216,24313
12,prefetch_chain,scalar,warm,branch,36864,24313
12,prefetch_chain,scalar,cache_evicted,branch,262144,28409
12,prefetch_chain,scalar,warm,branch,28672,24313
12,prefetch_chain,scalar,warm,basic,5242880,24313
12,prefetch_chain,scalar,warm,branch,8192,24313
12,prefetch_chain,scalar,warm,branch,7340032,24313
12,prefetch_chain,scalar,warm,basic,134217728,24313
12,prefetch_chain,scalar,warm,basic,2097152,24313
12,prefetch_chain,scalar,cache_evicted,basic,536870912,28409
12,prefetch_chain,scalar,warm,branch,8388608,24313
12,prefetch_chain,scalar,warm,branch,33554432,24313
12,prefetch_chain,scalar,warm,basic,8192,24313
12,prefetch_chain,scalar,warm,branch,393216,24313
12,prefetch_chain,scalar,cache_evicted,branch,8388608,28409
12,prefetch_chain,scalar,warm,basic,229376,24313
12,prefetch_chain,scalar,warm,branch,196608,24313
12,prefetch_chain,scalar,warm,basic,294912,24313
12,prefetch_chain,scalar,cache_evicted,branch,1048576,28409
12,prefetch_chain,scalar,warm,branch,536870912,24313
12,prefetch_chain,scalar,warm,branch,294912,24313
12,prefetch_chain,scalar,warm,branch,6291456,24313
12,prefetch_chain,scalar,warm,branch,229376,24313
12,prefetch_chain,scalar,warm,basic,8388608,24313
12,prefetch_chain,scalar,warm,basic,1048576,24313
12,prefetch_chain,scalar,warm,branch,32768,24313
12,prefetch_chain,scalar,warm,basic,32768,24313
12,prefetch_chain,scalar,warm,branch,134217728,24313
12,prefetch_chain,scalar,warm,basic,7340032,24313
12,prefetch_chain,scalar,warm,branch,524288,24313
12,prefetch_chain,scalar,warm,branch,131072,24313
12,prefetch_chain,scalar,cache_evicted,basic,6291456,28409
12,prefetch_chain,scalar,warm,branch,4194304,24313
12,prefetch_chain,scalar,warm,basic,36864,24313
12,prefetch_chain,scalar,warm,branch,16384,24313
12,prefetch_chain,scalar,warm,basic,33554432,24313
12,prefetch_chain,scalar,warm,branch,262144,24313
12,prefetch_chain,scalar,cache_evicted,branch,33554432,28409
12,prefetch_chain,scalar,cache_evicted,basic,262144,28409
12,prefetch_chain,scalar,warm,basic,16384,24313
12,prefetch_chain,scalar,warm,basic,524288,24313
12,prefetch_chain,scalar,warm,branch,24576,24313
12,prefetch_chain,scalar,cache_evicted,branch,32768,28409
12,prefetch_chain,scalar,warm,basic,12582912,24313
12,prefetch_chain,scalar,warm,basic,24576,24313
12,prefetch_chain,scalar,warm,basic,4194304,24313
12,prefetch_chain,scalar,warm,basic,98304,24313
12,prefetch_chain,scalar,warm,basic,6291456,24313
12,prefetch_chain,scalar,warm,branch,12582912,24313
12,prefetch_chain,scalar,warm,branch,2097152,24313
12,prefetch_chain,scalar,warm,basic,536870912,24313
12,prefetch_chain,scalar,warm,basic,65536,24313
12,prefetch_chain,scalar,cache_evicted,basic,1048576,28409
12,prefetch_chain,scalar,warm,basic,131072,24313
12,prefetch_chain,scalar,cache_evicted,basic,33554432,28409
12,prefetch_chain,scalar,cache_evicted,branch,6291456,28409
12,prefetch_chain,scalar,warm,branch,1048576,24313
12,prefetch_chain,scalar,warm,branch,98304,24313
12,prefetch_chain,scalar,cache_evicted,basic,32768,28409
12,prefetch_chain,scalar,warm,branch,49152,24313
12,prefetch_chain,scalar,cache_evicted,basic,8388608,28409
12,prefetch_chain,scalar,warm,basic,196608,24313
12,prefetch_chain,scalar,warm,basic,49152,24313
12,prefetch_chain,scalar,warm,basic,262144,24313
13,prefetch_chain,scalar,cache_evicted,branch,32768,28410
13,prefetch_chain,scalar,warm,branch,4194304,24314
13,prefetch_chain,scalar,warm,basic,7340032,24314
13,prefetch_chain,scalar,cache_evicted,basic,6291456,28410
13,prefetch_chain,scalar,cache_evicted,branch,33554432,28410
13,prefetch_chain,scalar,cache_evicted,branch,6291456,28410
13,prefetch_chain,scalar,cache_evicted,branch,8388608,28410
13,prefetch_chain,scalar,warm,basic,65536,24314
13,prefetch_chain,scalar,warm,branch,12582912,24314
13,prefetch_chain,scalar,warm,basic,4194304,24314
13,prefetch_chain,scalar,cache_evicted,branch,262144,28410
13,prefetch_chain,scalar,warm,basic,24576,24314
13,prefetch_chain,scalar,cache_evicted,basic,8388608,28410
13,prefetch_chain,scalar,warm,branch,16384,24314
13,prefetch_chain,scalar,cache_evicted,basic,32768,28410
13,prefetch_chain,scalar,warm,basic,1048576,24314
13,prefetch_chain,scalar,warm,branch,294912,24314
13,prefetch_chain,scalar,cache_evicted,branch,536870912,28410
13,prefetch_chain,scalar,warm,branch,65536,24314
13,prefetch_chain,scalar,warm,branch,134217728,24314
13,prefetch_chain,scalar,cache_evicted,branch,1048576,28410
13,prefetch_chain,scalar,warm,branch,524288,24314
13,prefetch_chain,scalar,warm,basic,16384,24314
13,prefetch_chain,scalar,warm,basic,134217728,24314
13,prefetch_chain,scalar,warm,basic,36864,24314
13,prefetch_chain,scalar,warm,branch,32768,24314
13,prefetch_chain,scalar,warm,branch,229376,24314
13,prefetch_chain,scalar,warm,branch,2097152,24314
13,prefetch_chain,scalar,warm,branch,24576,24314
13,prefetch_chain,scalar,cache_evicted,basic,536870912,28410
13,prefetch_chain,scalar,warm,basic,8192,24314
13,prefetch_chain,scalar,warm,basic,393216,24314
13,prefetch_chain,scalar,cache_evicted,basic,1048576,28410
13,prefetch_chain,scalar,warm,basic,33554432,24314
13,prefetch_chain,scalar,warm,branch,131072,24314
13,prefetch_chain,scalar,warm,basic,196608,24314
13,prefetch_chain,scalar,warm,branch,7340032,24314
13,prefetch_chain,scalar,cache_evicted,basic,33554432,28410
13,prefetch_chain,scalar,warm,branch,8192,24314
13,prefetch_chain,scalar,warm,branch,28672,24314
13,prefetch_chain,scalar,warm,branch,98304,24314
13,prefetch_chain,scalar,warm,basic,229376,24314
13,prefetch_chain,scalar,warm,basic,6291456,24314
13,prefetch_chain,scalar,warm,basic,536870912,24314
13,prefetch_chain,scalar,warm,basic,12582912,24314
13,prefetch_chain,scalar,warm,branch,1048576,24314
13,prefetch_chain,scalar,warm,basic,98304,24314
13,prefetch_chain,scalar,warm,branch,33554432,24314
13,prefetch_chain,scalar,cache_evicted,basic,262144,28410
13,prefetch_chain,scalar,warm,basic,524288,24314
13,prefetch_chain,scalar,warm,branch,196608,24314
13,prefetch_chain,scalar,warm,basic,32768,24314
13,prefetch_chain,scalar,warm,basic,131072,24314
13,prefetch_chain,scalar,warm,branch,5242880,24314
13,prefetch_chain,scalar,warm,basic,262144,24314
13,prefetch_chain,scalar,warm,basic,8388608,24314
13,prefetch_chain,scalar,warm,basic,2097152,24314
13,prefetch_chain,scalar,warm,basic,294912,24314
13,prefetch_chain,scalar,warm,branch,8388608,24314
13,prefetch_chain,scalar,warm,branch,6291456,24314
13,prefetch_chain,scalar,warm,basic,5242880,24314
13,prefetch_chain,scalar,warm,branch,393216,24314
13,prefetch_chain,scalar,warm,branch,262144,24314
13,prefetch_chain,scalar,warm,basic,49152,24314
13,prefetch_chain,scalar,warm,branch,536870912,24314
13,prefetch_chain,scalar,warm,branch,49152,24314
13,prefetch_chain,scalar,warm,basic,28672,24314
13,prefetch_chain,scalar,warm,branch,36864,24314
14,prefetch_chain,scalar,warm,branch,524288,24315
14,prefetch_chain,scalar,warm,basic,24576,24315
14,prefetch_chain,scalar,warm,branch,12582912,24315
14,prefetch_chain,scalar,warm,branch,7340032,24315
14,prefetch_chain,scalar,cache_evicted,basic,32768,28411
14,prefetch_chain,scalar,cache_evicted,branch,262144,28411
14,prefetch_chain,scalar,cache_evicted,basic,6291456,28411
14,prefetch_chain,scalar,warm,basic,28672,24315
14,prefetch_chain,scalar,warm,branch,65536,24315
14,prefetch_chain,scalar,warm,basic,49152,24315
14,prefetch_chain,scalar,cache_evicted,basic,33554432,28411
14,prefetch_chain,scalar,warm,basic,536870912,24315
14,prefetch_chain,scalar,warm,branch,36864,24315
14,prefetch_chain,scalar,cache_evicted,branch,6291456,28411
14,prefetch_chain,scalar,cache_evicted,basic,8388608,28411
14,prefetch_chain,scalar,warm,basic,5242880,24315
14,prefetch_chain,scalar,cache_evicted,branch,33554432,28411
14,prefetch_chain,scalar,warm,branch,294912,24315
14,prefetch_chain,scalar,warm,basic,131072,24315
14,prefetch_chain,scalar,warm,branch,98304,24315
14,prefetch_chain,scalar,cache_evicted,branch,1048576,28411
14,prefetch_chain,scalar,warm,basic,33554432,24315
14,prefetch_chain,scalar,warm,branch,134217728,24315
14,prefetch_chain,scalar,warm,branch,2097152,24315
14,prefetch_chain,scalar,warm,branch,16384,24315
14,prefetch_chain,scalar,warm,basic,1048576,24315
14,prefetch_chain,scalar,warm,basic,12582912,24315
14,prefetch_chain,scalar,warm,branch,196608,24315
14,prefetch_chain,scalar,cache_evicted,branch,536870912,28411
14,prefetch_chain,scalar,warm,basic,98304,24315
14,prefetch_chain,scalar,warm,branch,33554432,24315
14,prefetch_chain,scalar,warm,branch,4194304,24315
14,prefetch_chain,scalar,warm,basic,4194304,24315
14,prefetch_chain,scalar,warm,basic,65536,24315
14,prefetch_chain,scalar,warm,branch,8388608,24315
14,prefetch_chain,scalar,warm,branch,28672,24315
14,prefetch_chain,scalar,warm,basic,134217728,24315
14,prefetch_chain,scalar,cache_evicted,branch,32768,28411
14,prefetch_chain,scalar,warm,branch,536870912,24315
14,prefetch_chain,scalar,warm,branch,49152,24315
14,prefetch_chain,scalar,cache_evicted,basic,262144,28411
14,prefetch_chain,scalar,warm,basic,6291456,24315
14,prefetch_chain,scalar,cache_evicted,basic,1048576,28411
14,prefetch_chain,scalar,warm,basic,7340032,24315
14,prefetch_chain,scalar,warm,branch,131072,24315
14,prefetch_chain,scalar,warm,basic,2097152,24315
14,prefetch_chain,scalar,cache_evicted,basic,536870912,28411
14,prefetch_chain,scalar,warm,branch,5242880,24315
14,prefetch_chain,scalar,warm,basic,393216,24315
14,prefetch_chain,scalar,warm,basic,196608,24315
14,prefetch_chain,scalar,warm,basic,16384,24315
14,prefetch_chain,scalar,warm,branch,262144,24315
14,prefetch_chain,scalar,warm,branch,8192,24315
14,prefetch_chain,scalar,warm,branch,229376,24315
14,prefetch_chain,scalar,warm,branch,393216,24315
14,prefetch_chain,scalar,cache_evicted,branch,8388608,28411
14,prefetch_chain,scalar,warm,basic,8192,24315
14,prefetch_chain,scalar,warm,basic,262144,24315
14,prefetch_chain,scalar,warm,branch,1048576,24315
14,prefetch_chain,scalar,warm,branch,6291456,24315
14,prefetch_chain,scalar,warm,basic,32768,24315
14,prefetch_chain,scalar,warm,basic,524288,24315
14,prefetch_chain,scalar,warm,basic,229376,24315
14,prefetch_chain,scalar,warm,basic,8388608,24315
14,prefetch_chain,scalar,warm,basic,36864,24315
14,prefetch_chain,scalar,warm,basic,294912,24315
14,prefetch_chain,scalar,warm,branch,32768,24315
