round,mode,implementation,state,perf_profile,footprint_bytes,seed
2,prefetch_chain,scalar,cache_evicted,branch,262144,28399
2,prefetch_chain,scalar,warm,branch,49152,24303
2,prefetch_chain,scalar,warm,basic,8192,24303
2,prefetch_chain,scalar,warm,branch,12582912,24303
2,prefetch_chain,scalar,warm,basic,393216,24303
3,prefetch_chain,scalar,warm,branch,6291456,24304
3,prefetch_chain,scalar,warm,branch,294912,24304
3,prefetch_chain,scalar,warm,basic,8388608,24304
3,prefetch_chain,scalar,cache_evicted,basic,262144,28400
3,prefetch_chain,scalar,cache_evicted,branch,1048576,28400
3,prefetch_chain,scalar,warm,basic,196608,24304
3,prefetch_chain,scalar,cache_evicted,basic,536870912,28400
3,prefetch_chain,scalar,warm,branch,16384,24304
3,prefetch_chain,scalar,warm,basic,7340032,24304
3,prefetch_chain,scalar,warm,branch,98304,24304
3,prefetch_chain,scalar,warm,branch,49152,24304
3,prefetch_chain,scalar,warm,basic,2097152,24304
3,prefetch_chain,scalar,warm,basic,536870912,24304
3,prefetch_chain,scalar,warm,branch,33554432,24304
3,prefetch_chain,scalar,cache_evicted,basic,8388608,28400
3,prefetch_chain,scalar,warm,basic,32768,24304
3,prefetch_chain,scalar,warm,basic,98304,24304
3,prefetch_chain,scalar,cache_evicted,branch,536870912,28400
3,prefetch_chain,scalar,warm,basic,393216,24304
3,prefetch_chain,scalar,warm,basic,131072,24304
3,prefetch_chain,scalar,warm,branch,229376,24304
3,prefetch_chain,scalar,cache_evicted,basic,32768,28400
3,prefetch_chain,scalar,cache_evicted,branch,8388608,28400
3,prefetch_chain,scalar,warm,basic,36864,24304
3,prefetch_chain,scalar,cache_evicted,basic,1048576,28400
3,prefetch_chain,scalar,warm,basic,262144,24304
3,prefetch_chain,scalar,warm,branch,28672,24304
3,prefetch_chain,scalar,warm,basic,6291456,24304
3,prefetch_chain,scalar,warm,basic,524288,24304
3,prefetch_chain,scalar,cache_evicted,branch,262144,28400
3,prefetch_chain,scalar,warm,basic,49152,24304
3,prefetch_chain,scalar,warm,branch,8388608,24304
3,prefetch_chain,scalar,warm,basic,5242880,24304
3,prefetch_chain,scalar,warm,branch,4194304,24304
3,prefetch_chain,scalar,warm,basic,294912,24304
3,prefetch_chain,scalar,cache_evicted,branch,33554432,28400
3,prefetch_chain,scalar,warm,basic,229376,24304
3,prefetch_chain,scalar,warm,branch,12582912,24304
3,prefetch_chain,scalar,warm,branch,24576,24304
3,prefetch_chain,scalar,warm,basic,33554432,24304
3,prefetch_chain,scalar,warm,branch,536870912,24304
