sample_id,round,variant,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r12-o13-gcc13_lane8-8388608,12,gcc13_lane8,8388608,916,120061952,845176887,257992015106286337,257992015106286337,1855097699,930480447,1855097684,845210217,845210217,1
r12-o14-gcc13_lane1-6291456,12,gcc13_lane1,6291456,102,10027008,360111944,21549733755203228,21549733755203228,790420694,90243355,790420686,360146151,360146151,1
r13-o01-gcc13_lane1-32768,13,gcc13_lane1,32768,195313,100000256,364593444,221271359518073939,221271359518073939,800256331,900002587,800256292,364620273,364620273,1
r13-o02-gcc13_lane8-36864,13,gcc13_lane8,36864,607639,350000064,409588584,774878977565100034,774878977565100034,899017254,2712500815,899017262,409616994,409616994,1
r13-o03-gcc13_lane8-1048576,13,gcc13_lane8,1048576,15259,250003456,702936109,540782577536582989,540782577536582989,1542890313,1937527103,1542890316,702966246,702966246,1
r13-o04-gcc13_lane8-536870912,13,gcc13_lane8,536870912,3,25165824,413760047,54016160691990295,54016160691990295,908174650,195035455,908174652,413795118,413795118,1
r13-o05-gcc13_lane8-32768,13,gcc13_lane8,32768,683594,350000128,344212304,774447998133594241,774447998133594241,755521809,2712501311,755521800,344241656,344241656,1
r13-o06-gcc13_lane1-8388608,13,gcc13_lane1,8388608,62,8126464,585085359,17462239205602153,17462239205602153,1284219375,73138459,1284219376,585120134,585120134,1
r13-o07-gcc13_lane1-1048576,13,gcc13_lane1,1048576,1221,20004864,436892558,43272497840938563,43272497840938563,958947221,180044059,958947242,436923581,436923581,1
r13-o08-gcc13_lane8-262144,13,gcc13_lane8,262144,85450,350003200,717243615,756379970254730359,756379970254730359,1574295135,2712525119,1574295162,717274182,717274182,1
r13-o09-gcc13_lane1-36864,13,gcc13_lane1,36864,173612,100000512,723659225,221395076082124221,221395076082124221,1588375965,900004891,1588375998,723689466,723689466,1
r13-o10-gcc13_lane1-536870912,13,gcc13_lane1,536870912,1,8388608,846564225,18012249170480756,18012249170480756,1858143229,75497755,1858143254,846598369,846598369,1
r13-o11-gcc13_lane1-262144,13,gcc13_lane1,262144,9766,40001536,416998252,86445885965269521,86445885965269521,915280686,360014107,915280696,417028283,417028283,1
r13-o12-gcc13_lane1-6291456,13,gcc13_lane1,6291456,102,10027008,425364419,21549733755203228,21549733755203228,933644638,90243355,933644624,425398471,425398471,1
r13-o13-gcc13_lane8-8388608,13,gcc13_lane8,8388608,916,120061952,847486276,257992015106286337,257992015106286337,1860166108,930480447,1860166088,847518166,847518166,1
r13-o14-gcc13_lane8-6291456,13,gcc13_lane8,6291456,1221,120029184,650272534,257963754663396029,257963754663396029,1427298741,930226495,1427298730,650305960,650305960,1
r14-o01-gcc13_lane1-536870912,14,gcc13_lane1,536870912,1,8388608,834023118,18012249170480756,18012249170480756,1830616377,75497755,1830616392,834056571,834056571,1
r14-o02-gcc13_lane8-6291456,14,gcc13_lane8,6291456,1221,120029184,776567951,257963754663396029,257963754663396029,1704506151,930226495,1704506144,776600105,776600105,1
r14-o03-gcc13_lane1-32768,14,gcc13_lane1,32768,195313,100000256,365769269,221271359518073939,221271359518073939,802837507,900002587,802837530,365798315,365798315,1
r14-o04-gcc13_lane8-1048576,14,gcc13_lane8,1048576,15259,250003456,692745725,540782577536582989,540782577536582989,1520523992,1937527103,1520523994,692776769,692776769,1
r14-o05-gcc13_lane1-1048576,14,gcc13_lane1,1048576,1221,20004864,419210908,43272497840938563,43272497840938563,920137504,180044059,920137526,419241010,419241010,1
r14-o06-gcc13_lane8-536870912,14,gcc13_lane8,536870912,3,25165824,317706520,54016160691990295,54016160691990295,697344304,195035455,697344296,317739865,317739865,1
r14-o07-gcc13_lane8-36864,14,gcc13_lane8,36864,607639,350000064,407876521,774878977565100034,774878977565100034,895258549,2712500815,895258562,407904166,407904166,1
r14-o08-gcc13_lane8-262144,14,gcc13_lane8,262144,85450,350003200,444873615,756379970254730359,756379970254730359,976465195,2712525119,976465204,444905053,444905053,1
r14-o09-gcc13_lane1-6291456,14,gcc13_lane1,6291456,102,10027008,445429133,21549733755203228,21549733755203228,977685021,90243355,977684994,445462341,445462341,1
r14-o10-gcc13_lane1-8388608,14,gcc13_lane1,8388608,62,8126464,433731823,17462239205602153,17462239205602153,952010304,73138459,952010268,433764675,433764675,1
r14-o11-gcc13_lane1-36864,14,gcc13_lane1,36864,173612,100000512,723370199,221395076082124221,221395076082124221,1587742826,900004891,1587742816,723403122,723403122,1
r14-o12-gcc13_lane1-262144,14,gcc13_lane1,262144,9766,40001536,371484147,86445885965269521,86445885965269521,815381011,360014107,815381006,371513689,371513689,1
r14-o13-gcc13_lane8-32768,14,gcc13_lane8,32768,683594,350000128,339080501,774447998133594241,774447998133594241,744258584,2712501311,744258570,339113189,339113189,1
r14-o14-gcc13_lane8-8388608,14,gcc13_lane8,8388608,916,120061952,895648716,257992015106286337,257992015106286337,1965878625,930480447,1965878640,895680611,895680611,1
r15-o01-gcc13_lane1-8388608,15,gcc13_lane1,8388608,62,8126464,435459801,17462239205602153,17462239205602153,955802656,73138459,955802650,435492648,435492648,1
r15-o02-gcc13_lane8-8388608,15,gcc13_lane8,8388608,916,120061952,955296309,257992015106286337,257992015106286337,2096800879,930480447,2096800882,955329676,955329676,1
r15-o03-gcc13_lane8-36864,15,gcc13_lane8,36864,607639,350000064,410083463,774878977565100034,774878977565100034,900103117,2712500815,900103116,410112705,410112705,1
r15-o04-gcc13_lane8-32768,15,gcc13_lane8,32768,683594,350000128,339174833,774447998133594241,774447998133594241,744465610,2712501311,744465612,339207781,339207781,1
r15-o05-gcc13_lane1-1048576,15,gcc13_lane1,1048576,1221,20004864,419870701,43272497840938563,43272497840938563,921585718,180044059,921585720,419900809,419900809,1
r15-o06-gcc13_lane1-536870912,15,gcc13_lane1,536870912,1,8388608,833704928,18012249170480756,18012249170480756,1829918010,75497755,1829917980,833736517,833736517,1
r15-o07-gcc13_lane8-1048576,15,gcc13_lane8,1048576,15259,250003456,691929911,540782577536582989,540782577536582989,1518732933,1937527103,1518732952,691960190,691960190,1
r15-o08-gcc13_lane8-6291456,15,gcc13_lane8,6291456,1221,120029184,661469519,257963754663396029,257963754663396029,1451875128,930226495,1451875106,661502353,661502353,1
r15-o09-gcc13_lane1-6291456,15,gcc13_lane1,6291456,102,10027008,546415045,21549733755203228,21549733755203228,1199340297,90243355,1199340296,546448364,546448364,1
r15-o10-gcc13_lane8-536870912,15,gcc13_lane8,536870912,3,25165824,316910687,54016160691990295,54016160691990295,695597141,195035455,695597144,316942793,316942793,1
r15-o11-gcc13_lane8-262144,15,gcc13_lane8,262144,85450,350003200,534441661,756379970254730359,756379970254730359,1173059282,2712525119,1173059294,534470765,534470765,1
r15-o12-gcc13_lane1-32768,15,gcc13_lane1,32768,195313,100000256,366973316,221271359518073939,221271359518073939,805479930,900002587,805479928,367001509,367001509,1
r15-o13-gcc13_lane1-262144,15,gcc13_lane1,262144,9766,40001536,372662605,86445885965269521,86445885965269521,817967885,360014107,817967876,372693582,372693582,1
r15-o14-gcc13_lane1-36864,15,gcc13_lane1,36864,173612,100000512,724247987,221395076082124221,221395076082124221,1589668206,900004891,1589668212,724278010,724278010,1
