sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r03-o01-gcc13_scalar-8388608,3,gcc13_scalar,8388608,916,120061952,819072001,257992015106286337,257992015106286337,1797800097,930480447,1797800070,819107175,819107175,1
r03-o02-clang18_scalar-262144,3,clang18_scalar,262144,85450,350003200,492684244,756379970254730359,756379970254730359,1081407324,1837517921,1081407316,492715836,492715836,1
r03-o03-gcc13_auto-6291456,3,gcc13_auto,6291456,1221,120029184,706751316,257963754663396029,257963754663396029,1551265916,930226495,1551265914,706786176,706786176,1
r03-o04-gcc13_auto-8388608,3,gcc13_auto,8388608,916,120061952,886694506,257992015106286337,257992015106286337,1946225857,930480447,1946225886,886726973,886726973,1
r03-o05-clang18_auto-262144,3,clang18_auto,262144,85450,350003200,414551204,756379970254730359,756379970254730359,909911938,1837517921,909911926,414582756,414582756,1
r03-o06-clang18_auto-8388608,3,clang18_auto,8388608,916,120061952,799605024,257992015106286337,257992015106286337,1755073315,630326369,1755073320,799641081,799641081,1
r03-o07-clang18_scalar-32768,3,clang18_scalar,32768,878907,450000384,281969213,995719398065972051,995719398065972051,618905356,2362503137,618905386,281998538,281998538,1
r03-o08-clang18_auto-36864,3,clang18_auto,36864,781250,450000000,377991216,996272629659386701,996272629659386701,829665983,2362501121,829665980,378021584,378021584,1
r03-o09-clang18_scalar-8388608,3,clang18_scalar,8388608,916,120061952,815553788,257992015106286337,257992015106286337,1790079513,630326369,1790079500,815586588,815586588,1
r03-o10-gcc13_scalar-536870912,3,gcc13_scalar,536870912,3,25165824,318229564,54016160691990295,54016160691990295,698492028,195035455,698492036,318262904,318262904,1
r03-o11-clang18_auto-1048576,3,clang18_auto,1048576,15259,250003456,620442316,540782577536582989,540782577536582989,1361825469,1312519265,1361825476,620474037,620474037,1
r03-o12-gcc13_auto-1048576,3,gcc13_auto,1048576,15259,250003456,691967817,540782577536582989,540782577536582989,1518816178,1937527103,1518816200,691998445,691998445,1
r03-o13-gcc13_scalar-1048576,3,gcc13_scalar,1048576,15259,250003456,690051636,540782577536582989,540782577536582989,1514610672,1937527103,1514610680,690082163,690082163,1
r03-o14-clang18_scalar-1048576,3,clang18_scalar,1048576,15259,250003456,619617004,540782577536582989,540782577536582989,1360014491,1312519265,1360014502,619648029,619648029,1
r03-o15-gcc13_auto-36864,3,gcc13_auto,36864,781250,450000000,525629839,996272629659386701,996272629659386701,1153718030,3487500319,1153718038,525659744,525659744,1
r03-o16-gcc13_scalar-36864,3,gcc13_scalar,36864,781250,450000000,524126688,996272629659386701,996272629659386701,1150418633,3487500319,1150418632,524156722,524156722,1
r03-o17-gcc13_scalar-32768,3,gcc13_scalar,32768,878907,450000384,435704613,995719398065972051,995719398065972051,956340252,3487503295,956340264,435733945,435733945,1
