sample_id,round,variant,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r12-o06-gcc13_no_prefetch-36864,12,gcc13_no_prefetch,36864,173612,100000512,721966893,221395076082124221,221395076082124221,1584660872,900004891,1584660858,721994308,721994308,1
r12-o07-gcc13_no_prefetch-262144,12,gcc13_no_prefetch,262144,9766,40001536,547038960,86445885965269521,86445885965269521,1200659547,360014109,1200659548,547065205,547065205,1
r12-o08-gcc13_no_prefetch-6291456,12,gcc13_no_prefetch,6291456,102,10027008,477704228,21549733755203228,21549733755203228,1048525017,90243355,1048524972,477733217,477733217,1
r12-o09-gcc13_prefetch-1048576,12,gcc13_prefetch,1048576,1221,20004864,422266246,43272497840938563,43272497840938563,926843599,240058651,926843610,422294033,422294033,1
r12-o10-gcc13_prefetch-32768,12,gcc13_prefetch,32768,195313,100000256,339898083,221271359518073939,221271359518073939,746051365,1200003355,746051350,339923244,339923244,1
r12-o11-gcc13_prefetch-36864,12,gcc13_prefetch,36864,173612,100000512,875189425,221395076082124221,221395076082124221,1920971589,1200006427,1920971558,875213381,875213381,1
r12-o12-gcc13_prefetch-262144,12,gcc13_prefetch,262144,9766,40001536,456192777,86445885965269521,86445885965269521,1001308932,480018715,1001308924,456218841,456218841,1
r12-o13-gcc13_no_prefetch-8388608,12,gcc13_no_prefetch,8388608,62,8126464,466083353,17462239205602153,17462239205602153,1023018564,73138459,1023018546,466114839,466114839,1
r12-o14-gcc13_prefetch-6291456,12,gcc13_prefetch,6291456,102,10027008,385935152,21549733755203228,21549733755203228,847099260,120324379,847099264,385965636,385965636,1
r13-o01-gcc13_prefetch-32768,13,gcc13_prefetch,32768,195313,100000256,339892691,221271359518073939,221271359518073939,746039952,1200003355,746039954,339917804,339917804,1
r13-o02-gcc13_no_prefetch-36864,13,gcc13_no_prefetch,36864,173612,100000512,723308243,221395076082124221,221395076082124221,1587605157,900004891,1587605162,723334142,723334142,1
r13-o03-gcc13_no_prefetch-1048576,13,gcc13_no_prefetch,1048576,1221,20004864,425361308,43272497840938563,43272497840938563,933636650,180044059,933636638,425388633,425388633,1
r13-o04-gcc13_no_prefetch-536870912,13,gcc13_no_prefetch,536870912,1,8388608,1063412619,18012249170480756,18012249170480756,2334106842,75497755,2334106852,1063445123,1063445123,1
r13-o05-gcc13_no_prefetch-32768,13,gcc13_no_prefetch,32768,195313,100000256,387041596,221271359518073939,221271359518073939,849528226,900002587,849528218,387070317,387070317,1
r13-o06-gcc13_prefetch-8388608,13,gcc13_prefetch,8388608,62,8126464,712850511,17462239205602153,17462239205602153,1564651848,97517851,1564651858,712882410,712882410,1
r13-o07-gcc13_prefetch-1048576,13,gcc13_prefetch,1048576,1221,20004864,443279623,43272497840938563,43272497840938563,972965595,240058651,972965576,443308483,443308483,1
r13-o08-gcc13_no_prefetch-262144,13,gcc13_no_prefetch,262144,9766,40001536,403699610,86445885965269521,86445885965269521,886090738,360014107,886090744,403727142,403727142,1
r13-o09-gcc13_prefetch-36864,13,gcc13_prefetch,36864,173612,100000512,875228291,221395076082124221,221395076082124221,1921057238,1200006427,1921057248,875256607,875256607,1
r13-o10-gcc13_prefetch-536870912,13,gcc13_prefetch,536870912,1,8388608,906864759,18012249170480756,18012249170480756,1990497130,100663579,1990497146,906897427,906897427,1
r13-o11-gcc13_prefetch-262144,13,gcc13_prefetch,262144,9766,40001536,460299640,86445885965269521,86445885965269521,1010323303,480018715,1010323314,460326665,460326665,1
r13-o12-gcc13_prefetch-6291456,13,gcc13_prefetch,6291456,102,10027008,530996656,21549733755203228,21549733755203228,1165497644,120324379,1165497608,531025781,531025781,1
r13-o13-gcc13_no_prefetch-8388608,13,gcc13_no_prefetch,8388608,62,8126464,521278684,17462239205602153,17462239205602153,1144167320,73138459,1144167332,521308756,521308756,1
r13-o14-gcc13_no_prefetch-6291456,13,gcc13_no_prefetch,6291456,102,10027008,445986186,21549733755203228,21549733755203228,978906325,90243355,978906346,446015953,446015953,1
r14-o01-gcc13_prefetch-536870912,14,gcc13_prefetch,536870912,1,8388608,898946943,18012249170480756,18012249170480756,1973118648,100663579,1973118664,898979967,898979967,1
r14-o02-gcc13_no_prefetch-6291456,14,gcc13_no_prefetch,6291456,102,10027008,468533310,21549733755203228,21549733755203228,1028395241,90243355,1028395258,468562738,468562738,1
r14-o03-gcc13_prefetch-32768,14,gcc13_prefetch,32768,195313,100000256,340998168,221271359518073939,221271359518073939,748466515,1200003355,748466510,341025693,341025693,1
r14-o04-gcc13_no_prefetch-1048576,14,gcc13_no_prefetch,1048576,1221,20004864,424628065,43272497840938563,43272497840938563,932027050,180044059,932027030,424655059,424655059,1
r14-o05-gcc13_prefetch-1048576,14,gcc13_prefetch,1048576,1221,20004864,417342928,43272497840938563,43272497840938563,916036696,240058651,916036704,417369871,417369871,1
r14-o06-gcc13_no_prefetch-536870912,14,gcc13_no_prefetch,536870912,1,8388608,840180799,18012249170480756,18012249170480756,1844132694,75497755,1844132708,840215900,840215900,1
r14-o07-gcc13_no_prefetch-36864,14,gcc13_no_prefetch,36864,173612,100000512,721430311,221395076082124221,221395076082124221,1583483179,900004891,1583483176,721457336,721457336,1
r14-o08-gcc13_no_prefetch-262144,14,gcc13_no_prefetch,262144,9766,40001536,556271556,86445885965269521,86445885965269521,1220973383,360014107,1220973402,556298728,556298728,1
r14-o09-gcc13_prefetch-6291456,14,gcc13_prefetch,6291456,102,10027008,542894265,21549733755203228,21549733755203228,1191611550,120324379,1191611564,542923152,542923152,1
r14-o10-gcc13_prefetch-8388608,14,gcc13_prefetch,8388608,62,8126464,490543040,17462239205602153,17462239205602153,1076705395,97517851,1076705410,490573579,490573579,1
r14-o11-gcc13_prefetch-36864,14,gcc13_prefetch,36864,173612,100000512,875220951,221395076082124221,221395076082124221,1921040897,1200006427,1921040902,875248898,875248898,1
r14-o12-gcc13_prefetch-262144,14,gcc13_prefetch,262144,9766,40001536,455309181,86445885965269521,86445885965269521,999369581,480018715,999369580,455335585,455335585,1
r14-o13-gcc13_no_prefetch-32768,14,gcc13_no_prefetch,32768,195313,100000256,373350268,221271359518073939,221271359518073939,819476699,900002587,819476724,373377508,373377508,1
r14-o14-gcc13_no_prefetch-8388608,14,gcc13_no_prefetch,8388608,62,8126464,472660628,17462239205602153,17462239205602153,1037454743,73138459,1037454748,472691736,472691736,1
r15-o01-gcc13_prefetch-8388608,15,gcc13_prefetch,8388608,62,8126464,454579116,17462239205602153,17462239205602153,997767354,97517851,997767364,454607951,454607951,1
r15-o02-gcc13_no_prefetch-8388608,15,gcc13_no_prefetch,8388608,62,8126464,472781365,17462239205602153,17462239205602153,1037719540,73138459,1037719562,472811392,472811392,1
r15-o03-gcc13_no_prefetch-36864,15,gcc13_no_prefetch,36864,173612,100000512,722582911,221395076082124221,221395076082124221,1586013170,900004891,1586013154,722609447,722609447,1
r15-o04-gcc13_no_prefetch-32768,15,gcc13_no_prefetch,32768,195313,100000256,371092095,221271359518073939,221271359518073939,814520206,900002587,814520212,371119428,371119428,1
r15-o05-gcc13_prefetch-1048576,15,gcc13_prefetch,1048576,1221,20004864,421990289,43272497840938563,43272497840938563,926237343,240058651,926237334,422017716,422017716,1
r15-o06-gcc13_prefetch-536870912,15,gcc13_prefetch,536870912,1,8388608,911240585,18012249170480756,18012249170480756,2000102439,100663579,2000102434,911274376,911274376,1
r15-o07-gcc13_no_prefetch-1048576,15,gcc13_no_prefetch,1048576,1221,20004864,425786090,43272497840938563,43272497840938563,934568651,180044059,934568624,425813559,425813559,1
r15-o08-gcc13_no_prefetch-6291456,15,gcc13_no_prefetch,6291456,102,10027008,448498851,21549733755203228,21549733755203228,984421251,90243355,984421240,448527783,448527783,1
r15-o09-gcc13_prefetch-6291456,15,gcc13_prefetch,6291456,102,10027008,448628150,21549733755203228,21549733755203228,984705591,120324379,984705568,448658228,448658228,1
r15-o10-gcc13_no_prefetch-536870912,15,gcc13_no_prefetch,536870912,1,8388608,831338386,18012249170480756,18012249170480756,1824723239,75497755,1824723230,831371329,831371329,1
r15-o11-gcc13_no_prefetch-262144,15,gcc13_no_prefetch,262144,9766,40001536,540650559,86445885965269521,86445885965269521,1186686686,360014107,1186686688,540677739,540677739,1
r15-o12-gcc13_prefetch-32768,15,gcc13_prefetch,32768,195313,100000256,339925445,221271359518073939,221271359518073939,746111667,1200003355,746111652,339951295,339951295,1
r15-o13-gcc13_prefetch-262144,15,gcc13_prefetch,262144,9766,40001536,568164572,86445885965269521,86445885965269521,1247077989,480018715,1247077964,568191572,568191572,1
r15-o14-gcc13_prefetch-36864,15,gcc13_prefetch,36864,173612,100000512,875194958,221395076082124221,221395076082124221,1920983704,1200006427,1920983702,875221849,875221849,1
