mode,state,perf_profile,round,repetition,iterations,target_instructions_per_iteration,dynamic_target_instructions,tsc_ticks,wall_ns,cpu_before,cpu_after,minor_faults,major_faults,checksum,cycles,cycles_enabled,cycles_running,instructions,instructions_enabled,instructions_running,ref_cycles,ref_cycles_enabled,ref_cycles_running,branches,branches_enabled,branches_running,branch_misses,branch_misses_enabled,branch_misses_running,uops_issued_any,uops_issued_any_enabled,uops_issued_any_running,uops_retired_all,uops_retired_all_enabled,uops_retired_all_running,port0_active_cycles,port0_active_cycles_enabled,port0_active_cycles_running,port1_active_cycles,port1_active_cycles_enabled,port1_active_cycles_running,port5_active_cycles,port5_active_cycles_enabled,port5_active_cycles_running
page_state_probe,warm,basic,8,0,1,0,0,26578,12248,4,4,3,0,130560,43565,42137,42137,6842,40599,40599,31042,38896,38896,1305,36967,36967,58,34369,34369,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,8,0,1,0,0,36978,17119,4,4,3,0,130560,62209,57171,57171,6842,54943,54943,44748,52998,52998,1305,50937,50937,56,48402,48402,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,8,0,1000000000,4,4000000000,949016048,432370287,4,4,0,0,12000000004,1345516853,432393495,432393495,6000000685,432393489,432393489,927607032,432393128,432393128,1000000272,432391924,432391924,32,432390004,432390004,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,1000,1,1000,738,386,4,4,0,0,3001,2538,18383,18383,3674,17553,17553,2200,16447,16447,1272,14852,14852,23,12555,12555,,,,,,,,,,,,,,,
empty,warm,basic,8,0,10000000,0,0,7188697,3275268,4,4,0,0,0,10062399,3305618,3305618,20000674,3304867,3304867,6942408,3303800,3303800,10000272,3290850,3290850,22,3288214,3288214,,,,,,,,,,,,,,,
imul_latency,warm,basic,8,0,1000000000,1,1000000000,2136923430,973578673,4,4,0,0,9215150800219179009,3010053710,973602106,973602106,3000000674,973601662,973601662,2087471430,973601135,973601135,1000000272,973599878,973599878,26,973597956,973597956,,,,,,,,,,,,,,,
add_latency,warm,none,8,0,1000000000,1,1000000000,705900486,321607137,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timer_only,warm,none,8,0,1,0,0,82,121,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xor_throughput,warm,basic,8,0,1000000000,8,8000000000,1671193177,761392860,4,4,0,0,0,2341889706,761415617,761415617,10000000703,761424981,761424981,1628941776,761424604,761424604,1000000272,761423436,761423436,20,761421400,761421400,,,,,,,,,,,,,,,
empty,warm,basic,8,0,100000,0,0,68856,31412,4,4,0,0,0,101384,49454,49454,200674,48552,48552,70026,47365,47365,100272,45788,45788,21,43552,43552,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,9,0,1,0,0,40635,18809,4,4,3,0,130560,61036,70118,70118,6842,68375,68375,48246,66925,66925,1305,65573,65573,64,72697,72697,,,,,,,,,,,,,,,
and_zero_control,warm,basic,9,0,1000000000,3,3000000000,3559747134,1621814489,4,4,0,0,1,5015407588,1621836933,1621836933,5000000676,1621837230,1621837230,3483876484,1621836714,1621836714,1000000272,1621835526,1621835526,29,1621833404,1621833404,,,,,,,,,,,,,,,
shift_latency,warm,basic,9,0,1000000000,1,1000000000,707487152,322330252,4,4,0,0,0,1003385067,322351913,322351913,3000000676,322353576,322353576,693253990,322353201,322353201,1000000272,322352075,322352075,23,322350215,322350215,,,,,,,,,,,,,,,
add_latency,warm,basic,9,0,100000,1,100000,71014,32421,4,4,0,0,300001,101362,50936,50936,300674,50033,50033,72402,48918,48918,100272,47237,47237,22,44910,44910,,,,,,,,,,,,,,,
add_latency,warm,basic,9,0,1000,1,1000,790,404,4,4,0,0,3001,2331,18990,18990,3674,18110,18110,2002,16962,16962,1272,15299,15299,20,12930,12930,,,,,,,,,,,,,,,
page_state_probe,warm,basic,9,0,1,0,0,30142,13885,4,4,3,0,130560,47641,46695,46695,6842,44773,44773,35156,43016,43016,1305,40884,40884,59,38250,38250,,,,,,,,,,,,,,,
shift_throughput,warm,basic,9,0,1000000000,8,8000000000,3185699580,1451399061,4,4,0,0,0,4513297961,1451421951,1451421951,10000000702,1451421543,1451421543,3120410304,1451421465,1451421465,1000000272,1451420270,1451420270,25,1451418426,1451418426,,,,,,,,,,,,,,,
add_latency,warm,none,9,0,1000000000,1,1000000000,705965564,321636662,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,9,0,1000000000,8,8000000000,1652313510,752791325,4,4,0,0,24000000008,2339723556,752814625,752814625,10000000702,752813980,752813980,1621194080,752813241,752813241,1000000272,752811936,752811936,27,752809984,752809984,,,,,,,,,,,,,,,
timer_only,warm,none,9,0,1,0,0,70,130,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,expanded,9,0,1000000000,1,1000000000,719657962,327874925,4,4,0,0,3000000001,505305480,327926534,162919032,1795308516,327925598,195919372,488851484,327924351,228916393,697691370,327922623,228940163,264,327920208,228918411,1398609542,327917089,229394831,1404668441,327912931,230379104,133972284,327907969,131984094,133839835,327902822,131535398,133674312,327898193,130530809
empty,warm,basic,9,0,10000000,0,0,7095946,3232975,4,4,0,0,0,10035964,3251112,3251112,20000674,3250444,3250444,6917966,3249258,3249258,10000272,3247669,3247669,23,3245402,3245402,,,,,,,,,,,,,,,
empty,warm,basic,9,0,100000,0,0,68832,31402,4,4,0,0,0,101484,49288,49288,200674,48403,48403,70202,47272,47272,100272,45712,45712,23,43524,43524,,,,,,,,,,,,,,,
add_latency,warm,basic,9,0,1000000000,1,1000000000,703644184,320579051,4,4,0,0,3000000001,1002719368,320597487,320597487,3000000674,320597059,320597059,690268260,320595994,320595994,1000000272,320594689,320594689,22,320592707,320592707,,,,,,,,,,,,,,,
xor_break,warm,basic,9,0,1000000000,3,3000000000,702979904,320276488,4,4,0,0,1,1002662411,320297636,320297636,5000000674,320295150,320295150,689957906,320294290,320294290,1000000272,320292732,320292732,26,320290679,320290679,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,9,0,1000000000,1,1000000000,703434122,320483351,4,4,0,0,3000000001,1002648910,320501869,320501869,3000000676,320500973,320500973,690413680,320500224,320500224,1000000272,320498738,320498738,21,320496555,320496555,,,,,,,,,,,,,,,
xor_throughput,warm,basic,9,0,1000000000,8,8000000000,1652736406,752983972,4,4,0,0,0,2339417809,753005528,753005528,10000000703,753007243,753007243,1623112238,753006775,753006775,1000000272,753005623,753005623,25,753003819,753003819,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,9,0,1000000000,8,8000000000,5847092910,2663924917,4,4,0,0,18380974180624777224,8016737600,2663948206,2663948206,10000000702,2663948023,2663948023,5765854930,2663947499,2663947499,1000000272,2663946191,2663946191,30,2663944079,2663944079,,,,,,,,,,,,,,,
add_latency,warm,basic,9,0,10000000,1,10000000,7219320,3289166,4,4,0,0,30000001,10055532,3307392,3307392,30000674,3306658,3306658,6945708,3305643,3305643,10000272,3304112,3304112,22,3301959,3301959,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,9,0,1000000000,2,2000000000,709371088,323188448,4,4,0,0,6000000002,1006446535,323211141,323211141,4000000681,323210326,323210326,693608454,323209696,323209696,1000000272,323208657,323208657,26,323206462,323206462,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,9,0,1,0,0,2250914,1025632,4,4,1027,0,0,753944,1059587,1059587,7866,1056197,1056197,521136,1054094,1054094,2329,1052218,1052218,57,1049347,1049347,,,,,,,,,,,,,,,
empty,warm,basic,9,0,1000000000,0,0,708239010,322672730,4,4,0,0,0,1003305425,322695209,322695209,2000000674,322694913,322694913,692484474,322694608,322694608,1000000272,322693406,322693406,26,322691439,322691439,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,9,0,1000000000,4,4000000000,948903346,432318914,4,4,0,0,12000000004,1345901828,432341246,432341246,6000000685,432340854,432340854,927665244,432340428,432340428,1000000272,432339200,432339200,27,432337225,432337225,,,,,,,,,,,,,,,
empty,warm,basic,9,0,1000,0,0,810,427,4,4,0,0,0,2746,18343,18343,2674,17560,17560,2354,16459,16459,1272,14847,14847,26,12613,12613,,,,,,,,,,,,,,,
imul_latency,warm,basic,9,0,1000000000,1,1000000000,2127072628,969090616,4,4,0,0,9215150800219179009,3010214947,969113707,969113707,3000000674,969113732,969113732,2076892180,969113503,969113503,1000000272,969112461,969112461,30,969110677,969110677,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,10,0,1000000000,1,1000000000,719281159,327703517,4,4,0,0,3000000001,1010876807,327725648,327725648,3000000676,327726266,327726266,698833322,327726020,327726020,1000000272,327725093,327725093,32,327723446,327723446,,,,,,,,,,,,,,,
xor_throughput,warm,basic,10,0,1000000000,8,8000000000,1656601646,754745006,4,4,0,0,0,2341269321,754767815,754767815,10000000703,754768364,754768364,1614636958,754768014,754768014,1000000272,754766842,754766842,26,754764963,754764963,,,,,,,,,,,,,,,
empty,warm,basic,10,0,10000000,0,0,7060220,3216701,4,4,0,0,0,10032237,3234721,3234721,20000674,3234033,3234033,6911894,3233015,3233015,10000272,3231387,3231387,25,3229140,3229140,,,,,,,,,,,,,,,
shift_latency,warm,basic,10,0,1000000000,1,1000000000,709340800,323174671,4,4,0,0,0,1003621185,323197245,323197245,3000000676,323196694,323196694,691884512,323196319,323196319,1000000272,323195344,323195344,24,323193725,323193725,,,,,,,,,,,,,,,
add_latency,warm,basic,10,0,10000000,1,10000000,7184808,3273463,4,4,0,0,30000001,10051278,3291691,3291691,30000674,3290963,3290963,6937964,3289847,3289847,10000272,3288279,3288279,22,3286070,3286070,,,,,,,,,,,,,,,
add_latency,warm,basic,10,0,1000000000,1,1000000000,717580270,326928595,4,4,0,0,3000000001,1006066132,326951826,326951826,3000000674,326951529,326951529,701824596,326951167,326951167,1000000272,326949873,326949873,33,326947751,326947751,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,10,0,1,0,0,60266,27785,4,4,3,0,130560,66496,69017,69017,6842,67043,67043,48290,65066,65066,1305,63174,63174,59,60674,60674,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,10,0,1000000000,2,2000000000,710856054,323864899,4,4,0,0,6000000002,1006351290,323886303,323886303,4000000681,323886389,323886389,693655556,323885989,323885989,1000000272,323884808,323884808,23,323882819,323882819,,,,,,,,,,,,,,,
empty,warm,basic,10,0,1000,0,0,762,391,4,4,0,0,0,2597,18252,18252,2674,17394,17394,2266,16306,16306,1272,14704,14704,23,12490,12490,,,,,,,,,,,,,,,
imul_latency,warm,basic,10,0,1000000000,1,1000000000,2133088008,971831234,4,4,0,0,9215150800219179009,3009662758,971853866,971853866,3000000674,971854581,971854581,2085597338,971853951,971853951,1000000272,971852840,971852840,26,971850869,971850869,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,10,0,1,0,0,2252356,1026310,4,4,1027,0,0,742505,1061315,1061315,7866,1057904,1057904,513018,1056065,1056065,2329,1053685,1053685,58,1050556,1050556,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,10,0,1000000000,4,4000000000,950027628,432831150,4,4,0,0,12000000004,1346262739,432853399,432853399,6000000685,432853513,432853513,928377142,432853328,432853328,1000000272,432852282,432852282,28,432850438,432850438,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,10,0,1000000000,8,8000000000,1660447578,756497152,4,4,0,0,24000000008,2342185967,756520289,756520289,10000000702,756519829,756519829,1617135190,756519534,756519534,1000000272,756518484,756518484,29,756516542,756516542,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,10,0,1000000000,8,8000000000,5671586742,2583964620,4,4,0,0,18380974180624777224,8026347768,2583986653,2583986653,10000000702,2583986656,2583986656,5541859598,2583986464,2583986464,1000000272,2583985518,2583985518,26,2583983737,2583983737,,,,,,,,,,,,,,,
shift_throughput,warm,basic,10,0,1000000000,8,8000000000,3194059384,1455207775,4,4,0,0,0,4514532643,1455230187,1455230187,10000000702,1455230129,1455230129,3122607268,1455229761,1455229761,1000000272,1455228896,1455228896,23,1455227150,1455227150,,,,,,,,,,,,,,,
empty,warm,basic,10,0,1000000000,0,0,708294140,322697818,4,4,0,0,0,1003471212,322721333,322721333,2000000674,322722037,322722037,691686732,322721255,322721255,1000000272,322719978,322719978,26,322717455,322717455,,,,,,,,,,,,,,,
add_latency,warm,basic,10,0,1000,1,1000,786,408,4,4,0,0,3001,2363,18269,18269,3674,17509,17509,2156,16413,16413,1272,14850,14850,19,12647,12647,,,,,,,,,,,,,,,
timer_only,warm,none,10,0,1,0,0,70,134,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,expanded,10,0,1000000000,1,1000000000,718958658,327556540,4,4,0,0,3000000001,501497443,327609786,162596786,1789718096,327609691,195594551,486490884,327608679,228595451,696869011,327607251,228591032,237,327605040,228765495,1403384121,327601899,229754276,1409524564,327597991,230755206,134213949,327593250,131860966,133202776,327588544,130851657,132559982,327584051,129850472
add_latency,warm,basic,10,0,100000,1,100000,68838,31413,4,4,0,0,300001,101612,49343,49343,300674,48489,48489,70290,47334,47334,100272,45690,45690,23,43456,43456,,,,,,,,,,,,,,,
add_latency,warm,none,10,0,1000000000,1,1000000000,727026220,331232132,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_zero_control,warm,basic,10,0,1000000000,3,3000000000,3549503376,1617147425,4,4,0,0,1,5016445581,1617170377,1617170377,5000000682,1617170031,1617170031,3468534542,1617169535,1617169535,1000000273,1617168421,1617168421,26,1617166380,1617166380,,,,,,,,,,,,,,,
page_state_probe,warm,basic,10,0,1,0,0,26218,12116,4,4,3,0,130560,42972,45141,45141,6842,42029,42029,30778,40361,40361,1305,38407,38407,58,35744,35744,,,,,,,,,,,,,,,
empty,warm,basic,10,0,100000,0,0,68824,31411,4,4,0,0,0,101340,49138,49138,200674,48473,48473,70026,47423,47423,100272,45826,45826,24,43571,43571,,,,,,,,,,,,,,,
xor_break,warm,basic,10,0,1000000000,3,3000000000,706205414,321746074,4,4,0,0,1,1003176794,321767197,321767197,5000000674,321767690,321767690,690815620,321767256,321767256,1000000272,321766160,321766160,23,321764457,321764457,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,11,0,1,0,0,36178,16684,4,4,3,0,130560,57346,60161,60161,6842,57394,57394,42262,54690,54690,1305,52508,52508,53,49546,49546,,,,,,,,,,,,,,,
xor_break,warm,basic,11,0,1000000000,3,3000000000,708452254,322769851,4,4,0,0,1,1003442294,322792434,322792434,5000000674,322792328,322792328,691766262,322791945,322791945,1000000272,322791123,322791123,22,322789380,322789380,,,,,,,,,,,,,,,
add_latency,warm,none,11,0,1000000000,1,1000000000,706634698,321941587,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,11,0,1000000000,8,8000000000,1667006720,759485564,4,4,0,0,24000000008,2341263591,759507476,759507476,10000000702,759508189,759508189,1628098120,759507635,759507635,1000000272,759506454,759506454,27,759504551,759504551,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,11,0,1000000000,8,8000000000,5676062406,2586003723,4,4,0,0,18380974180624777224,8026698409,2586026959,2586026959,10000000702,2586026820,2586026820,5543599094,2586026425,2586026425,1000000272,2586025265,2586025265,28,2586023222,2586023222,,,,,,,,,,,,,,,
empty,warm,basic,11,0,100000,0,0,68860,31424,4,4,0,0,0,101461,49263,49263,200674,48531,48531,70180,47322,47322,100272,45717,45717,25,43449,43449,,,,,,,,,,,,,,,
empty,warm,basic,11,0,1000,0,0,760,404,4,4,0,0,0,2467,18407,18407,2674,17563,17563,2244,16445,16445,1272,14847,14847,22,12658,12658,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,11,0,1000000000,1,1000000000,709130222,323078784,4,4,0,0,3000000001,1003448894,323101509,323101509,3000000676,323101615,323101615,692416758,323101024,323101024,1000000272,323099866,323099866,28,323097706,323097706,,,,,,,,,,,,,,,
add_latency,warm,basic,11,0,1000000000,1,1000000000,708930970,322987960,4,4,0,0,3000000001,1003465630,323010906,323010906,3000000674,323011188,323011188,692308320,323011366,323011366,1000000272,323010370,323010370,25,323009030,323009030,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,11,0,1,0,0,2252432,1026352,4,4,1027,0,0,743085,1061422,1061422,7866,1057368,1057368,513194,1055317,1055317,2329,1053327,1053327,60,1050206,1050206,,,,,,,,,,,,,,,
imul_latency,warm,basic,11,0,1000000000,1,1000000000,2133446050,971994385,4,4,0,0,9215150800219179009,3009572691,972017128,972017128,3000000674,972017356,972017356,2086444998,972016890,972016890,1000000272,972016299,972016299,22,972014306,972014306,,,,,,,,,,,,,,,
timer_only,warm,none,11,0,1,0,0,68,131,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,warm,basic,11,0,1000000000,0,0,707056000,322133669,4,4,0,0,0,1003231489,322155651,322155651,2000000674,322155730,322155730,691530752,322155190,322155190,1000000272,322154052,322154052,21,322152259,322152259,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,11,0,1000000000,2,2000000000,709252788,323134336,4,4,0,0,6000000002,1006199230,323156402,323156402,4000000681,323155225,323155225,692966692,323154383,323154383,1000000272,323153111,323153111,27,323150845,323150845,,,,,,,,,,,,,,,
and_zero_control,warm,basic,11,0,1000000000,3,3000000000,3549743922,1617256994,4,4,0,0,1,5015871609,1617279878,1617279878,5000000676,1617280279,1617280279,3471610010,1617279834,1617279834,1000000272,1617278612,1617278612,26,1617276369,1617276369,,,,,,,,,,,,,,,
add_latency,warm,basic,11,0,1000,1,1000,740,380,4,4,0,0,3001,2251,18270,18270,3674,17395,17395,2090,16344,16344,1272,14736,14736,22,12532,12532,,,,,,,,,,,,,,,
shift_latency,warm,basic,11,0,1000000000,1,1000000000,706509398,321884446,4,4,0,0,0,1003217262,321904392,321904392,3000000676,321903197,321903197,690778396,321902570,321902570,1000000272,321901081,321901081,22,321899113,321899113,,,,,,,,,,,,,,,
add_latency,warm,basic,11,0,10000000,1,10000000,7088048,3229376,4,4,0,0,30000001,10035915,3247816,3247816,30000674,3247031,3247031,6918824,3245863,3245863,10000272,3244314,3244314,24,3242058,3242058,,,,,,,,,,,,,,,
page_state_probe,warm,basic,11,0,1,0,0,28002,12909,4,4,3,0,130560,45481,43247,43247,6842,41541,41541,32450,40033,40033,1305,38013,38013,60,35424,35424,,,,,,,,,,,,,,,
add_latency,warm,basic,11,0,100000,1,100000,68836,31404,4,4,0,0,300001,101351,49294,49294,300674,48504,48504,70180,47374,47374,100272,45805,45805,20,43510,43510,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,11,0,1000000000,4,4000000000,950145192,432884567,4,4,0,0,12000000004,1346958127,432907154,432907154,6000000685,432907174,432907174,928120864,432906858,432906858,1000000272,432905793,432905793,25,432903964,432903964,,,,,,,,,,,,,,,
add_latency,warm,expanded,11,0,1000000000,1,1000000000,717322552,326811157,4,4,0,0,3000000001,500148178,326897479,161865814,1788916465,326896957,194866141,484688336,326895967,227864346,696674729,326881422,227933689,234,326878565,228932844,1406798590,326865657,229950816,1413032197,326861644,230876151,133156758,326856771,130941382,132565205,326842062,129952137,132072066,326837608,128923299
xor_throughput,warm,basic,11,0,1000000000,8,8000000000,1648759910,751172196,4,4,0,0,0,2340792986,751195643,751195643,10000000703,751195199,751195199,1612433042,751194882,751194882,1000000272,751193466,751193466,24,751191426,751191426,,,,,,,,,,,,,,,
shift_throughput,warm,basic,11,0,1000000000,8,8000000000,3194196852,1455270396,4,4,0,0,0,4514375641,1455293443,1455293443,10000000702,1455302829,1455302829,3123705420,1455302775,1455302775,1000000272,1455301765,1455301765,22,1455299834,1455299834,,,,,,,,,,,,,,,
empty,warm,basic,11,0,10000000,0,0,7087520,3229130,4,4,0,0,0,10035985,3247303,3247303,20000674,3246566,3246566,6918934,3245383,3245383,10000272,3243802,3243802,20,3241568,3241568,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,12,0,1000000000,8,8000000000,5669635534,2583075647,4,4,0,0,18380974180624777224,8026100324,2583099048,2583099048,10000000702,2583098846,2583098846,5541138878,2583098276,2583098276,1000000272,2583097189,2583097189,25,2583095229,2583095229,,,,,,,,,,,,,,,
xor_break,warm,basic,12,0,1000000000,3,3000000000,707228906,322212248,4,4,0,0,1,1003318531,322232935,322232935,5000000674,322231451,322231451,691031044,322230591,322230591,1000000272,322229267,322229267,27,322227095,322227095,,,,,,,,,,,,,,,
empty,warm,basic,12,0,1000000000,0,0,707433900,322305771,4,4,0,0,0,1003327822,322327424,322327424,2000000674,322326020,322326020,691171822,322325278,322325278,1000000272,322324053,322324053,27,322321823,322321823,,,,,,,,,,,,,,,
add_latency,warm,basic,12,0,1000,1,1000,742,391,4,4,0,0,3001,2326,18254,18254,3674,17427,17427,2046,16325,16325,1272,14669,14669,24,12482,12482,,,,,,,,,,,,,,,
empty,warm,basic,12,0,1000,0,0,756,383,4,4,0,0,0,2404,18263,18263,2674,17460,17460,2156,16373,16373,1272,14751,14751,22,12486,12486,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,12,0,1,0,0,2250692,1025535,4,4,1027,0,0,746106,1055142,1055142,7866,1053674,1053674,515504,1052029,1052029,2329,1050135,1050135,52,1047520,1047520,,,,,,,,,,,,,,,
add_latency,warm,basic,12,0,10000000,1,10000000,7083020,3227104,4,4,0,0,30000001,10036175,3245322,3245322,30000674,3244530,3244530,6915766,3243423,3243423,10000272,3241801,3241801,22,3239548,3239548,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,12,0,1000000000,8,8000000000,1651617782,752474293,4,4,0,0,24000000008,2341245514,752496616,752496616,10000000702,752496151,752496151,1613001368,752495752,752495752,1000000272,752494543,752494543,22,752492421,752492421,,,,,,,,,,,,,,,
and_zero_control,warm,basic,12,0,1000000000,3,3000000000,3560639808,1622221172,4,4,0,0,1,5015514964,1622244385,1622244385,5000000676,1622243831,1622243831,3484217968,1622243323,1622243323,1000000272,1622242243,1622242243,27,1622240257,1622240257,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,12,0,1,0,0,37570,17341,4,4,3,0,130560,61469,57257,57257,6842,53772,53772,43362,51723,51723,1305,49816,49816,60,47205,47205,,,,,,,,,,,,,,,
add_latency,warm,basic,12,0,100000,1,100000,68798,31392,4,4,0,0,300001,101395,49137,49137,300674,48345,48345,70158,47279,47279,100272,45648,45648,20,43442,43442,,,,,,,,,,,,,,,
xor_throughput,warm,basic,12,0,1000000000,8,8000000000,1659564252,756094718,4,4,0,0,0,2340476266,756117127,756117127,10000000703,756117028,756117028,1624832066,756116613,756116613,1000000272,756115489,756115489,26,756113734,756113734,,,,,,,,,,,,,,,
empty,warm,basic,12,0,100000,0,0,68860,31427,4,4,0,0,0,101383,49275,49275,200674,48316,48316,70048,47179,47179,100272,45587,45587,17,43423,43423,,,,,,,,,,,,,,,
timer_only,warm,none,12,0,1,0,0,70,140,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,12,0,1000000000,1,1000000000,705649790,321492864,4,4,0,0,3000000001,1003018267,321513070,321513070,3000000676,321512419,321512419,690893236,321511481,321511481,1000000272,321509926,321509926,19,321507647,321507647,,,,,,,,,,,,,,,
add_latency,warm,basic,12,0,1000000000,1,1000000000,706161218,321725893,4,4,0,0,3000000001,1003143927,321746183,321746183,3000000674,321746253,321746253,690841382,321745485,321745485,1000000272,321744259,321744259,23,321742087,321742087,,,,,,,,,,,,,,,
shift_throughput,warm,basic,12,0,1000000000,8,8000000000,3189542668,1453149955,4,4,0,0,0,4512659564,1453173661,1453173661,10000000702,1453173411,1453173411,3122482352,1453173162,1453173162,1000000272,1453172329,1453172329,31,1453170272,1453170272,,,,,,,,,,,,,,,
shift_latency,warm,basic,12,0,1000000000,1,1000000000,702435408,320028341,4,4,0,0,0,1002566962,320047299,320047299,3000000676,320046474,320046474,689895118,320045451,320045451,1000000272,320044004,320044004,27,320041743,320041743,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,12,0,1000000000,4,4000000000,940649978,428558453,4,4,0,0,12000000004,1340715020,428577354,428577354,6000000685,428576328,428576328,922853536,428575167,428575167,1000000272,428573661,428573661,27,428571331,428571331,,,,,,,,,,,,,,,
add_latency,warm,none,12,0,1000000000,1,1000000000,717754008,327007674,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,expanded,12,0,1000000000,1,1000000000,713527132,325081722,4,4,0,0,3000000001,497253382,325133534,160475502,1784095264,325132333,193473240,483629586,325130850,226467921,699022125,325128963,227482057,237,325126363,228474202,1410097523,325123088,229139222,1410418661,325119091,229117835,132726312,325114364,129655093,131971468,325109321,128657628,131570455,325104721,127985551
add_throughput_2,warm,basic,12,0,1000000000,2,2000000000,705972552,321639861,4,4,0,0,6000000002,1005629849,321658649,321658649,4000000681,321657956,321657956,692325216,321656921,321656921,1000000272,321655350,321655350,25,321653112,321653112,,,,,,,,,,,,,,,
empty,warm,basic,12,0,10000000,0,0,7157262,3260904,4,4,0,0,0,10047403,3278901,3278901,20000674,3278372,3278372,6931584,3277278,3277278,10000272,3275661,3275661,23,3273436,3273436,,,,,,,,,,,,,,,
page_state_probe,warm,basic,12,0,1,0,0,54306,24928,4,4,3,0,130560,50829,55331,55331,6842,54305,54305,38522,52898,52898,1305,51188,51188,62,48787,48787,,,,,,,,,,,,,,,
imul_latency,warm,basic,12,0,1000000000,1,1000000000,2233704463,1017671934,4,4,0,0,9215150800219179009,3004892227,1017697188,1017697188,3000000674,1017697158,1017697158,2210334632,1017697205,1017697205,1000000272,1017695959,1017695959,26,1017693541,1017693541,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,13,0,1000000000,1,1000000000,899479562,409801628,4,4,0,0,3000000001,1195704036,409829171,409829171,3000000676,409828261,409828261,897474314,409827228,409827228,1000000272,409825771,409825771,34,409822830,409822830,,,,,,,,,,,,,,,
timer_only,warm,none,13,0,1,0,0,61,172,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_state_probe,warm,basic,13,0,1,0,0,30300,14014,4,4,3,0,130560,45392,51214,51214,6842,47956,47956,35728,46104,46104,1305,43918,43918,58,41061,41061,,,,,,,,,,,,,,,
shift_throughput,warm,basic,13,0,1000000000,8,8000000000,3220236250,1467133894,4,4,0,0,0,4515426196,1467161517,1467161517,10000000702,1467159722,1467159722,3144428210,1467158809,1467158809,1000000272,1467157278,1467157278,28,1467154151,1467154151,,,,,,,,,,,,,,,
empty,warm,basic,13,0,10000000,0,0,7093548,3231885,4,4,0,0,0,10036049,3250247,3250247,20000674,3249537,3249537,6917790,3248537,3248537,10000272,3246935,3246935,24,3244712,3244712,,,,,,,,,,,,,,,
add_latency,warm,expanded,13,0,1000000000,1,1000000000,718195312,327208796,4,4,0,0,3000000001,500025829,327262499,162261671,1786268702,327262286,195263711,484977592,327261462,228268861,696860385,327260214,228255194,237,327257895,228400943,1403951896,327254756,229385917,1408326251,327250762,230385840,133930302,327245955,131878464,133147850,327241283,130857476,132591939,327236937,129877197
add_latency,warm,basic,13,0,1000,1,1000,732,382,4,4,0,0,3001,2426,18166,18166,3674,17299,17299,2090,16223,16223,1272,14672,14672,20,12448,12448,,,,,,,,,,,,,,,
empty,warm,basic,13,0,100000,0,0,68868,31424,4,4,0,0,0,101479,49183,49183,200674,48422,48422,70224,47317,47317,100272,45714,45714,25,43469,43469,,,,,,,,,,,,,,,
