mode,state,perf_profile,round,repetition,iterations,target_instructions_per_iteration,dynamic_target_instructions,tsc_ticks,wall_ns,cpu_before,cpu_after,minor_faults,major_faults,checksum,cycles,cycles_enabled,cycles_running,instructions,instructions_enabled,instructions_running,ref_cycles,ref_cycles_enabled,ref_cycles_running,branches,branches_enabled,branches_running,branch_misses,branch_misses_enabled,branch_misses_running,uops_issued_any,uops_issued_any_enabled,uops_issued_any_running,uops_retired_all,uops_retired_all_enabled,uops_retired_all_running,port0_active_cycles,port0_active_cycles_enabled,port0_active_cycles_running,port1_active_cycles,port1_active_cycles_enabled,port1_active_cycles_running,port5_active_cycles,port5_active_cycles_enabled,port5_active_cycles_running
and_zero_control,warm,basic,3,0,1000000000,3,3000000000,3550130054,1617432966,4,4,0,0,1,5016442565,1617455786,1617455786,5000000676,1617455876,1617455876,3469210272,1617455503,1617455503,1000000272,1617454262,1617454262,26,1617452260,1617452260,,,,,,,,,,,,,,,
shift_latency,warm,basic,4,0,1000000000,1,1000000000,707084140,322146367,4,4,0,0,0,1003285276,322168425,322168425,3000000676,322167642,322167642,691140054,322166941,322166941,1000000272,322165945,322165945,29,322163900,322163900,,,,,,,,,,,,,,,
xor_break,warm,basic,4,0,1000000000,3,3000000000,707607894,322385104,4,4,0,0,1,1003366805,322407378,322407378,5000000674,322407565,322407565,691267016,322406835,322406835,1000000272,322405753,322405753,22,322403788,322403788,,,,,,,,,,,,,,,
empty,warm,basic,4,0,1000000000,0,0,726015038,330771464,4,4,0,0,0,1013013601,330795004,330795004,2000000674,330794974,330794974,709855762,330794617,330794617,1000000272,330793398,330793398,35,330791503,330791503,,,,,,,,,,,,,,,
and_zero_control,warm,basic,4,0,1000000000,3,3000000000,3548802664,1616828163,4,4,0,0,1,5016149154,1616850834,1616850834,5000000676,1616850862,1616850862,3469309690,1616850252,1616850252,1000000272,1616849045,1616849045,27,1616847130,1616847130,,,,,,,,,,,,,,,
add_latency,warm,none,4,0,1000000000,1,1000000000,705935992,321623254,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,warm,basic,4,0,1000,0,0,762,399,4,4,0,0,0,2519,18289,18289,2674,17577,17577,2178,16467,16467,1272,14844,14844,20,12579,12579,,,,,,,,,,,,,,,
imul_latency,warm,basic,4,0,1000000000,1,1000000000,2121712784,966648695,4,4,0,0,9215150800219179009,3009839050,966671312,966671312,3000000674,966671737,966671737,2073524508,966671139,966671139,1000000272,966669802,966669802,23,966667606,966667606,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,4,0,1000000000,8,8000000000,5684924520,2590041273,4,4,0,0,18380974180624777224,8025994429,2590064263,2590064263,10000000702,2590064411,2590064411,5556723876,2590064041,2590064041,1000000272,2590063236,2590063236,25,2590061249,2590061249,,,,,,,,,,,,,,,
xor_throughput,warm,basic,4,0,1000000000,8,8000000000,1655095858,754058974,4,4,0,0,0,2341403195,754082258,754082258,10000000703,754091929,754091929,1615635538,754091906,754091906,1000000272,754090938,754090938,26,754089232,754089232,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,4,0,1000000000,2,2000000000,720042744,328050516,4,4,0,0,6000000002,1007839609,328073610,328073610,4000000681,328073576,328073576,703621138,328072929,328072929,1000000272,328071704,328071704,24,328069740,328069740,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,1000,1,1000,774,401,4,4,0,0,3001,2327,18252,18252,3674,17410,17410,2046,16302,16302,1272,14678,14678,22,12480,12480,,,,,,,,,,,,,,,
add_latency,warm,expanded,4,0,1000000000,1,1000000000,717733594,326998299,4,4,0,0,3000000001,499563880,327050455,162050167,1785470486,327049682,195051525,484639254,327048649,228047205,696729665,327046970,228048395,230,327044648,228466950,1403939354,327041339,229464878,1411185781,327037145,230456437,133972568,327032241,131580856,132965129,327027491,130583536,132297819,327022793,129584565
empty,warm,basic,4,0,100000,0,0,68878,31441,4,4,0,0,0,101480,49530,49530,200674,48712,48712,70158,47479,47479,100272,45850,45850,25,43581,43581,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,1000000000,1,1000000000,1071108020,487995144,4,4,0,0,3000000001,1505551314,488017902,488017902,3000000674,488017592,488017592,1040213196,488017233,488017233,1000000272,488016053,488016053,1576,488014066,488014066,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,4,0,1,0,0,36788,17162,4,4,3,0,130560,61208,57682,57682,6842,54898,54898,43802,52931,52931,1305,50887,50887,61,48164,48164,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,4,0,1000000000,1,1000000000,709689066,323333327,4,4,0,0,3000000001,1003283873,323355894,323355894,3000000676,323354608,323354608,690887736,323353744,323353744,1000000272,323352462,323352462,25,323350185,323350185,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,10000000,1,10000000,7099158,3234448,4,4,0,0,30000001,10036079,3253656,3253656,30000674,3252759,3252759,6919572,3251347,3251347,10000272,3249649,3249649,28,3247391,3247391,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,4,0,1000000000,4,4000000000,949704120,432683688,4,4,0,0,12000000004,1346093059,432706243,432706243,6000000685,432705647,432705647,927703150,432705188,432705188,1000000272,432703991,432703991,30,432702202,432702202,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,4,0,1000000000,8,8000000000,1658809386,755750757,4,4,0,0,24000000008,2340871823,755774554,755774554,10000000702,755774477,755774477,1622085256,755773875,755773875,1000000272,755772645,755772645,24,755770566,755770566,,,,,,,,,,,,,,,
page_state_probe,warm,basic,4,0,1,0,0,29282,13484,4,4,3,0,130560,47458,46866,46866,6842,43611,43611,33858,41851,41851,1305,39863,39863,52,37227,37227,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,100000,1,100000,68846,31408,4,4,0,0,300001,101396,49308,49308,300674,48460,48460,70334,47369,47369,100272,45776,45776,24,43653,43653,,,,,,,,,,,,,,,
shift_throughput,warm,basic,4,0,1000000000,8,8000000000,3187858168,1452382485,4,4,0,0,0,4514585261,1452406022,1452406022,10000000702,1452405956,1452405956,3116095422,1452405386,1452405386,1000000272,1452404144,1452404144,23,1452402110,1452402110,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,4,0,1,0,0,2274376,1036328,4,4,1027,0,0,742284,1069646,1069646,7866,1066061,1066061,513590,1064314,1064314,2329,1062220,1062220,59,1059420,1059420,,,,,,,,,,,,,,,
timer_only,warm,none,4,0,1,0,0,70,136,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,warm,basic,4,0,10000000,0,0,7133770,3250211,4,4,0,0,0,10043643,3268352,3268352,20000674,3267600,3267600,6927096,3266527,3266527,10000272,3264915,3264915,22,3262647,3262647,,,,,,,,,,,,,,,
add_latency,warm,expanded,5,0,1000000000,1,1000000000,720374278,328201679,4,4,0,0,3000000001,502010582,328264664,163265886,1792943308,328265469,196266650,488090856,328264891,229265710,698631362,328263715,229262347,266,328261652,229293410,1397103786,328259005,229258020,1401861000,328255552,230051131,133416323,328250944,132000266,133912082,328246064,131969077,133696306,328241452,131211409
empty,warm,basic,5,0,10000000,0,0,7239994,3298596,4,4,0,0,0,10024760,3318000,3318000,20000674,3317225,3317225,7128770,3316576,3316576,10000272,3314870,3314870,25,3312626,3312626,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,1000000000,1,1000000000,708130200,322623018,4,4,0,0,3000000001,1003396853,322644956,322644956,3000000674,322643688,322643688,691471044,322642737,322642737,1000000272,322641365,322641365,26,322639361,322639361,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,1000,1,1000,782,412,4,4,0,0,3001,2433,18733,18733,3674,17806,17806,2200,16592,16592,1272,15015,15015,25,12787,12787,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,5,0,1000000000,8,8000000000,1656786896,754829383,4,4,0,0,24000000008,2341136565,754851694,754851694,10000000702,754852874,754852874,1618663090,754853291,754853291,1000000272,754852866,754852866,23,754851153,754851153,,,,,,,,,,,,,,,
and_zero_control,warm,basic,5,0,1000000000,3,3000000000,3549119512,1616972548,4,4,0,0,1,5016216840,1616995796,1616995796,5000000676,1616995230,1616995230,3469268396,1616995073,1616995073,1000000272,1616994269,1616994269,25,1616992472,1616992472,,,,,,,,,,,,,,,
add_latency,warm,none,5,0,1000000000,1,1000000000,706583458,321918198,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,5,0,1000000000,1,1000000000,725901420,330719697,4,4,0,0,3000000001,1009683567,330742842,330742842,3000000676,330742590,330742590,708989820,330742180,330742180,1000000272,330741002,330741002,41,330739175,330739175,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,100000,1,100000,68814,31413,4,4,0,0,300001,101339,49386,49386,300674,48537,48537,70136,47390,47390,100272,45776,45776,22,43519,43519,,,,,,,,,,,,,,,
xor_throughput,warm,basic,5,0,1000000000,8,8000000000,1649962136,751719917,4,4,0,0,0,2340909259,751743438,751743438,10000000703,751743700,751743700,1613002402,751743816,751743816,1000000272,751742779,751742779,27,751740663,751740663,,,,,,,,,,,,,,,
page_state_probe,warm,basic,5,0,1,0,0,28106,12941,4,4,3,0,130560,44874,47357,47357,6842,44178,44178,32934,42028,42028,1305,39931,39931,66,37136,37136,,,,,,,,,,,,,,,
empty,warm,basic,5,0,1000000000,0,0,722155722,329013173,4,4,0,0,0,1006403939,329034924,329034924,2000000674,329035737,329035737,705366882,329035436,329035436,1000000272,329034218,329034218,30,329032434,329032434,,,,,,,,,,,,,,,
imul_latency,warm,basic,5,0,1000000000,1,1000000000,2124274298,967815756,4,4,0,0,9215150800219179009,3009762428,967838441,967838441,3000000674,967838522,967838522,2076235260,967838224,967838224,1000000272,967837166,967837166,26,967835315,967835315,,,,,,,,,,,,,,,
xor_break,warm,basic,5,0,1000000000,3,3000000000,707320118,322253875,4,4,0,0,1,1003337192,322275750,322275750,5000000674,322274077,322274077,690968740,322273154,322273154,1000000272,322271680,322271680,31,322269651,322269651,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,5,0,1000000000,8,8000000000,5685451845,2590281560,4,4,0,0,18380974180624777224,8026373546,2590305741,2590305741,10000000702,2590306715,2590306715,5555319396,2590306793,2590306793,1000000272,2590306148,2590306148,24,2590304454,2590304454,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,10000000,1,10000000,7777378,3543851,4,4,0,0,30000001,10177963,3567848,3567848,30000674,3567534,3567534,7495730,3567044,3567044,10000272,3575818,3575818,26,3573441,3573441,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,5,0,1000000000,2,2000000000,710471826,323689991,4,4,0,0,6000000002,1006211165,323712495,323712495,4000000681,323712292,323712292,694804352,323711860,323711860,1000000272,323710809,323710809,29,323709325,323709325,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,5,0,1,0,0,37340,17289,4,4,3,0,130560,60377,57526,57526,6842,54898,54898,45386,53090,53090,1305,50987,50987,58,48302,48302,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,5,0,1,0,0,2338438,1065572,4,4,1027,0,0,742843,1099173,1099173,7866,1096814,1096814,530046,1095126,1095126,2329,1093095,1093095,61,1090995,1090995,,,,,,,,,,,,,,,
empty,warm,basic,5,0,100000,0,0,71062,32408,4,4,0,0,0,101647,51369,51369,200674,50476,50476,72688,49223,49223,100272,47548,47548,19,45182,45182,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,5,0,1000000000,4,4000000000,946290400,431128349,4,4,0,0,12000000004,1345741602,431150946,431150946,6000000685,431149888,431149888,926626932,431149126,431149126,1000000272,431147934,431147934,25,431145928,431145928,,,,,,,,,,,,,,,
shift_latency,warm,basic,5,0,1000000000,1,1000000000,706596888,321924495,4,4,0,0,0,1003239254,321945355,321945355,3000000676,321946781,321946781,691141682,321946466,321946466,1000000272,321945370,321945370,20,321943591,321943591,,,,,,,,,,,,,,,
timer_only,warm,none,5,0,1,0,0,76,130,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift_throughput,warm,basic,5,0,1000000000,8,8000000000,3185675796,1451388194,4,4,0,0,0,4513536827,1451410879,1451410879,10000000702,1451411205,1451411205,3119300932,1451410859,1451410859,1000000272,1451409823,1451409823,22,1451407903,1451407903,,,,,,,,,,,,,,,
empty,warm,basic,5,0,1000,0,0,804,428,4,4,0,0,0,2397,18855,18855,2674,18021,18021,2266,16891,16891,1272,15242,15242,25,12904,12904,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,100000,1,100000,71074,32418,4,4,0,0,300001,101407,50828,50828,300674,50056,50056,72446,48885,48885,100272,47196,47196,20,44905,44905,,,,,,,,,,,,,,,
timer_only,warm,none,6,0,1,0,0,72,128,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,6,0,1000000000,8,8000000000,1643182640,748631133,4,4,0,0,24000000008,2339852239,748652479,748652479,10000000702,748650660,748650660,1611162476,748649720,748649720,1000000272,748648359,748648359,24,748646113,748646113,,,,,,,,,,,,,,,
add_latency,warm,none,6,0,1000000000,1,1000000000,723529128,329639063,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imul_latency,warm,basic,6,0,1000000000,1,1000000000,2110722814,961641482,4,4,0,0,9215150800219179009,3008074085,961663258,961663258,3000000674,961661144,961661144,2070948506,961660197,961660197,1000000272,961658718,961658718,24,961656502,961656502,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,6,0,1000000000,8,8000000000,5977830426,2723488725,4,4,0,0,18380974180624777224,8009822081,2723514519,2723514519,10000000702,2723514675,2723514675,5931122208,2723513928,2723513928,1000000272,2723512703,2723512703,28,2723510475,2723510475,,,,,,,,,,,,,,,
empty,warm,basic,6,0,10000000,0,0,7617789,3470905,4,4,0,0,0,10076250,3497165,3497165,20000674,3496290,3496290,7546792,3495799,3495799,10000272,3494276,3494276,25,3491811,3491811,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,6,0,1000000000,2,2000000000,725379278,330481790,4,4,0,0,6000000002,1020031863,330507074,330507074,4000000681,330507393,330507393,710325704,330506630,330506630,1000000272,330504965,330504965,31,330501969,330501969,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,6,0,1000000000,1,1000000000,715663620,326055430,4,4,0,0,3000000001,1005402817,326090317,326090317,3000000676,326089923,326089923,699629568,326089140,326089140,1000000272,326087578,326087578,34,326085204,326085204,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,1000000000,1,1000000000,708133500,322624579,4,4,0,0,3000000001,1003416167,322647578,322647578,3000000674,322647343,322647343,691617586,322646700,322646700,1000000272,322645474,322645474,30,322643640,322643640,,,,,,,,,,,,,,,
xor_break,warm,basic,6,0,1000000000,3,3000000000,708100550,322609662,4,4,0,0,1,1003354582,322631948,322631948,5000000674,322632659,322632659,691944572,322632237,322632237,1000000272,322631165,322631165,30,322629351,322629351,,,,,,,,,,,,,,,
add_latency,warm,expanded,6,0,1000000000,1,1000000000,718652100,327416725,4,4,0,0,3000000001,499999965,327470769,162476281,1788682163,327470659,195479876,485461812,327469794,228473612,697983386,327468349,228482125,237,327466072,228935119,1405394990,327462970,229919812,1410821480,327459066,230900558,133452431,327454662,131538930,132830667,327449468,130531670,132192598,327444954,129566392
empty,warm,basic,6,0,100000,0,0,68826,31414,4,4,0,0,0,101592,49387,49387,200674,48532,48532,70378,47376,47376,100272,45792,45792,24,43582,43582,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,6,0,1,0,0,2303644,1049663,4,4,1027,0,0,742444,1080515,1080515,7866,1078781,1078781,513700,1077132,1077132,2329,1075188,1075188,53,1072488,1072488,,,,,,,,,,,,,,,
page_state_probe,warm,basic,6,0,1,0,0,28240,13014,4,4,3,0,130560,45838,43141,43141,6842,41228,41228,32516,39598,39598,1305,37730,37730,59,35175,35175,,,,,,,,,,,,,,,
shift_throughput,warm,basic,6,0,1000000000,8,8000000000,3199588842,1457726948,4,4,0,0,0,4515050259,1457759919,1457759919,10000000702,1457760018,1457760018,3125569106,1457759770,1457759770,1000000272,1457758673,1457758673,27,1457756875,1457756875,,,,,,,,,,,,,,,
empty,warm,basic,6,0,1000,0,0,778,390,4,4,0,0,0,2413,18543,18543,2674,17518,17518,2112,16362,16362,1272,14714,14714,24,12488,12488,,,,,,,,,,,,,,,
empty,warm,basic,6,0,1000000000,0,0,706528126,321892966,4,4,0,0,0,1003211036,321914877,321914877,2000000674,321913876,321913876,690843868,321913036,321913036,1000000272,321911561,321911561,25,321909465,321909465,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,1000,1,1000,802,417,4,4,0,0,3001,2588,18495,18495,3674,17525,17525,2156,16393,16393,1272,14850,14850,17,12709,12709,,,,,,,,,,,,,,,
shift_latency,warm,basic,6,0,1000000000,1,1000000000,708222196,322664979,4,4,0,0,0,1003447629,322687033,322687033,3000000676,322686496,322686496,691596554,322685836,322685836,1000000272,322684632,322684632,23,322682981,322682981,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,6,0,1000000000,4,4000000000,950498886,433045867,4,4,0,0,12000000004,1345738529,433068519,433068519,6000000685,433068651,433068651,927947680,433068158,433068158,1000000272,433067200,433067200,28,433065308,433065308,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,10000000,1,10000000,7162962,3263508,4,4,0,0,30000001,10047752,3281702,3281702,30000674,3280988,3280988,6934488,3279995,3279995,10000272,3278394,3278394,22,3276160,3276160,,,,,,,,,,,,,,,
xor_throughput,warm,basic,6,0,1000000000,8,8000000000,1651643024,752485802,4,4,0,0,0,2341081647,752508457,752508457,10000000703,752508469,752508469,1613870962,752508024,752508024,1000000272,752506886,752506886,25,752505331,752505331,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,6,0,1,0,0,38284,18246,4,4,3,0,130560,65132,58170,58170,6842,55304,55304,48114,53313,53313,1305,51141,51141,55,48477,48477,,,,,,,,,,,,,,,
and_zero_control,warm,basic,6,0,1000000000,3,3000000000,3549483548,1617138412,4,4,0,0,1,5016256923,1617162317,1617162317,5000000676,1617162182,1617162182,3469510506,1617161767,1617161767,1000000272,1617160448,1617160448,25,1617158188,1617158188,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,7,0,1000000000,8,8000000000,5669212720,2582883040,4,4,0,0,18380974180624777224,8025961247,2582905621,2582905621,10000000702,2582906272,2582906272,5541333028,2582905879,2582905879,1000000272,2582904835,2582904835,23,2582902591,2582902591,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,7,0,1,0,0,37186,17190,4,4,3,0,130560,60313,57876,57876,6842,55187,55187,42680,53074,53074,1305,51423,51423,53,48538,48538,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,7,0,1000000000,2,2000000000,717926008,327086233,4,4,0,0,6000000002,1012574878,327109734,327109734,4000000681,327109537,327109537,701408884,327109143,327109143,1000000272,327107965,327107965,21,327105916,327105916,,,,,,,,,,,,,,,
empty,warm,basic,7,0,100000,0,0,68854,31419,4,4,0,0,0,101703,49465,49465,200674,48616,48616,70488,47451,47451,100272,45777,45777,24,43621,43621,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,10000000,1,10000000,7142158,3254018,4,4,0,0,30000001,10043613,3272126,3272126,30000674,3271459,3271459,6930572,3270387,3270387,10000272,3268966,3268966,20,3266706,3266706,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,7,0,1000000000,4,4000000000,947743948,431790634,4,4,0,0,12000000004,1344915334,431811480,431811480,6000000685,431811799,431811799,926248070,431811435,431811435,1000000272,431810128,431810128,25,431808245,431808245,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,7,0,1000000000,1,1000000000,709292828,323152841,4,4,0,0,3000000001,1003508313,323175752,323175752,3000000676,323175539,323175539,692334918,323175242,323175242,1000000272,323174069,323174069,30,323172240,323172240,,,,,,,,,,,,,,,
add_latency,warm,none,7,0,1000000000,1,1000000000,710336638,323628384,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,7,0,1000000000,8,8000000000,1655334348,754167625,4,4,0,0,24000000008,2341203599,754190172,754190172,10000000702,754189776,754189776,1613432282,754189522,754189522,1000000272,754188227,754188227,28,754186266,754186266,,,,,,,,,,,,,,,
xor_break,warm,basic,7,0,1000000000,3,3000000000,710412180,323662884,4,4,0,0,1,1003301226,323686005,323686005,5000000674,323685918,323685918,694446126,323685411,323685411,1000000272,323684446,323684446,25,323682324,323682324,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,100000,1,100000,68838,31413,4,4,0,0,300001,101584,49467,49467,300674,48599,48599,70224,47419,47419,100272,45865,45865,24,43633,43633,,,,,,,,,,,,,,,
empty,warm,basic,7,0,1000000000,0,0,709092446,323061532,4,4,0,0,0,1003589152,323083375,323083375,2000000674,323083208,323083208,691800450,323082792,323082792,1000000272,323081599,323081599,31,323079758,323079758,,,,,,,,,,,,,,,
shift_latency,warm,basic,7,0,1000000000,1,1000000000,709229514,323123795,4,4,0,0,0,1004441547,323144555,323144555,3000000676,323145228,323145228,692313204,323144619,323144619,1000000272,323143364,323143364,34,323141497,323141497,,,,,,,,,,,,,,,
imul_latency,warm,basic,7,0,1000000000,1,1000000000,2122054638,966804480,4,4,0,0,9215150800219179009,3009799876,966827620,966827620,3000000674,966827048,966827048,2073941210,966826751,966826751,1000000272,966825581,966825581,23,966823651,966823651,,,,,,,,,,,,,,,
empty,warm,basic,7,0,1000,0,0,770,404,4,4,0,0,0,2416,18243,18243,2674,17479,17479,2156,16343,16343,1272,14776,14776,24,12550,12550,,,,,,,,,,,,,,,
shift_throughput,warm,basic,7,0,1000000000,8,8000000000,3191429218,1454009481,4,4,0,0,0,4514749314,1454033003,1454033003,10000000702,1454032667,1454032667,3118949262,1454032849,1454032849,1000000272,1454031876,1454031876,23,1454030571,1454030571,,,,,,,,,,,,,,,
empty,warm,basic,7,0,10000000,0,0,7238574,3297978,4,4,0,0,0,10025628,3316948,3316948,20000674,3316345,3316345,7127120,3315400,3315400,10000272,3313902,3313902,26,3311795,3311795,,,,,,,,,,,,,,,
page_state_probe,warm,basic,7,0,1,0,0,27242,12574,4,4,3,0,130560,43359,46096,46096,6842,43075,43075,31790,41158,41158,1305,39259,39259,57,36608,36608,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,1000000000,1,1000000000,709238870,323128125,4,4,0,0,3000000001,1003564650,323150605,323150605,3000000674,323150447,323150447,691972424,323150085,323150085,1000000272,323149045,323149045,22,323147141,323147141,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,1000,1,1000,740,390,4,4,0,0,3001,2503,18559,18559,3674,17829,17829,2134,16635,16635,1272,15087,15087,23,12785,12785,,,,,,,,,,,,,,,
timer_only,warm,none,7,0,1,0,0,78,148,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,7,0,1,0,0,2233050,1017499,4,4,1027,0,0,742086,1047702,1047702,7866,1045972,1045972,512512,1044247,1044247,2329,1042250,1042250,56,1039682,1039682,,,,,,,,,,,,,,,
and_zero_control,warm,basic,7,0,1000000000,3,3000000000,3537320748,1611597055,4,4,0,0,1,5016421627,1611619863,1611619863,5000000676,1611620068,1611620068,3456508528,1611619518,1611619518,1000000272,1611618259,1611618259,23,1611616393,1611616393,,,,,,,,,,,,,,,
add_latency,warm,expanded,7,0,1000000000,1,1000000000,737619040,336058238,4,4,0,0,3000000001,505225045,336113141,166108948,1792382299,336112937,200113649,497343066,336111934,234110150,698061037,336110423,234306324,221,336108000,235308439,1402670475,336104670,236294932,1408219888,336100611,237097569,132453574,336095842,134814023,132805545,336090925,133804617,133342915,336086355,132820766
xor_throughput,warm,basic,7,0,1000000000,8,8000000000,1652394346,752828195,4,4,0,0,0,2341210468,752851079,752851079,10000000703,752851341,752851341,1613772798,752850646,752850646,1000000272,752849557,752849557,29,752847622,752847622,,,,,,,,,,,,,,,
xor_break,warm,basic,8,0,1000000000,3,3000000000,718215784,327218145,4,4,0,0,1,1003440173,327240967,327240967,5000000674,327241073,327241073,701602198,327240435,327240435,1000000272,327239433,327239433,27,327237436,327237436,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,8,0,1,0,0,2236844,1019230,4,4,1027,0,0,745834,1052846,1052846,7866,1049579,1049579,515262,1047840,1047840,2329,1045905,1045905,55,1043288,1043288,,,,,,,,,,,,,,,
empty,warm,basic,8,0,1000000000,0,0,706917488,322070496,4,4,0,0,0,1003220803,322092429,322092429,2000000674,322090507,322090507,691045718,322089490,322089490,1000000272,322088009,322088009,27,322085660,322085660,,,,,,,,,,,,,,,
add_latency,warm,expanded,8,0,1000000000,1,1000000000,716876404,326607768,4,4,0,0,3000000001,499979501,326661194,161644906,1788321185,326661045,194645710,484401236,326660151,227657628,696455907,326658629,227659268,236,326656656,228547866,1406229877,326653622,229577714,1411748744,326649721,230554773,133526134,326645278,131112546,132791272,326640859,130099820,132209827,326636413,129085422
and_zero_control,warm,basic,8,0,1000000000,3,3000000000,3547433542,1616204408,4,4,0,0,1,5016095387,1616227689,1616227689,5000000676,1616227432,1616227432,3468203156,1616227135,1616227135,1000000272,1616225927,1616225927,30,1616223902,1616223902,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,8,0,1000000000,1,1000000000,709436222,323218087,4,4,0,0,3000000001,1003640586,323239384,323239384,3000000676,323240460,323240460,691995656,323239929,323239929,1000000272,323238695,323238695,26,323236956,323236956,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,10000000,1,10000000,7153496,3259207,4,4,0,0,30000001,10043677,3277210,3277210,30000674,3276552,3276552,6936930,3275467,3275467,10000272,3273847,3273847,20,3271614,3271614,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,8,0,1000000000,8,8000000000,1660152876,756362876,4,4,0,0,24000000008,2340530324,756385536,756385536,10000000702,756385679,756385679,1625068214,756385324,756385324,1000000272,756384238,756384238,23,756382342,756382342,,,,,,,,,,,,,,,
shift_latency,warm,basic,8,0,1000000000,1,1000000000,706332068,321803879,4,4,0,0,0,1003116402,321826416,321826416,3000000676,321826306,321826306,691398070,321826166,321826166,1000000272,321824942,321824942,26,321823007,321823007,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,8,0,1000000000,8,8000000000,5667405566,2582059675,4,4,0,0,18380974180624777224,8025507500,2582082892,2582082892,10000000702,2582082253,2582082253,5541774898,2582082249,2582082249,1000000272,2582081065,2582081065,31,2582079432,2582079432,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,1000000000,1,1000000000,706496350,321878559,4,4,0,0,3000000001,1004010404,321899573,321899573,3000000674,321897699,321897699,691211510,321896584,321896584,1000000272,321895113,321895113,27,321892955,321892955,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,8,0,1000000000,2,2000000000,710264124,323595281,4,4,0,0,6000000002,1006297282,323626118,323626118,4000000681,323616750,323616750,693323906,323616140,323616140,1000000272,323615227,323615227,29,323613302,323613302,,,,,,,,,,,,,,,
shift_throughput,warm,basic,8,0,1000000000,8,8000000000,3182179742,1449795419,4,4,0,0,0,4514585076,1449817701,1449817701,10000000702,1449817950,1449817950,3110427034,1449817539,1449817539,1000000272,1449816298,1449816298,26,1449814362,1449814362,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,100000,1,100000,68848,31414,4,4,0,0,300001,101392,49348,49348,300674,48501,48501,70202,47378,47378,100272,45861,45861,25,43587,43587,,,,,,,,,,,,,,,
empty,warm,basic,8,0,1000,0,0,784,406,4,4,0,0,0,2673,18493,18493,2674,17733,17733,2244,16585,16585,1272,14983,14983,25,12715,12715,,,,,,,,,,,,,,,
