build_id,mode,implementation,state,perf_profile,footprint_bytes,event,accepted_rows,median_per_operation,p05_per_operation,p95_per_operation
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l2_miss,6291456,mem_load_uops_retired_l2_miss,6,0.962652715047,0.962564849854,0.962734985352
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l2_miss,8388608,cycles,6,115.797349453,100.744352818,149.044677019
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l2_miss,8388608,mem_load_uops_retired_l2_miss,6,0.97264623642,0.972503662109,0.973788499832
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l2_miss,536870912,cycles,6,214.647220045,214.47700128,232.63387154
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l2_miss,536870912,mem_load_uops_retired_l2_miss,6,0.99976567179,0.999756924808,0.999767564237
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,32768,cycles,6,5.04807475707,5.04539931638,5.05740316585
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,32768,mem_load_uops_retired_l3_miss,6,1.97777823568e-06,8.09082435791e-07,8.07811467771e-05
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,36864,cycles,6,5.96869245086,5.96695077893,5.97629926474
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,36864,mem_load_uops_retired_l3_miss,6,6.52869701832e-08,1.0873528855e-08,1.12177208449e-06
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,262144,cycles,6,14.3674246525,13.6385243817,14.4053304613
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,262144,mem_load_uops_retired_l3_miss,6,7.3409981744e-07,1.53354663945e-07,2.48642360367e-06
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,1048576,cycles,6,35.7949144396,35.7795222654,35.8681505494
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,1048576,mem_load_uops_retired_l3_miss,6,3.06468898967e-05,5.17247086864e-07,8.68328547074e-05
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,6291456,cycles,6,77.3053545634,65.7373429404,170.366747962
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,6291456,mem_load_uops_retired_l3_miss,6,0.240986378988,0.151299052768,0.91857571072
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,8388608,cycles,6,94.639664491,88.6680148443,108.179034074
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,8388608,mem_load_uops_retired_l3_miss,6,0.359233379364,0.312891483307,0.465150197347
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,536870912,cycles,6,214.665356517,214.092256472,230.912246726
index-cycle-gcc13-raw,dependent_index_cycle,scalar,warm,l3_miss,536870912,mem_load_uops_retired_l3_miss,6,0.995465613902,0.995328098536,0.996636532247
