sample_id,round,language,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r02-o11-rust-536870912,2,rust,536870912,3,25165824,310643549,54016160691990295,54016160691990295,681841869,198181212,681841864,310678060,310678060,1
r02-o12-rust-1048576,2,rust,1048576,15259,250003456,621062921,540782577536582989,540782577536582989,1363186016,1968777564,1363186022,621092453,621092453,1
r02-o13-c-36864,2,c,36864,607639,350000064,326918158,774878977565100034,774878977565100034,717562864,2187500737,717562868,326947107,326947107,1
r02-o14-cpp-36864,2,cpp,36864,607639,350000064,410553560,774878977565100034,774878977565100034,901135245,2712500815,901135268,410583126,410583126,1
r02-o15-rust-6291456,2,rust,6291456,1221,120029184,732014134,257963754663396029,257963754663396029,1606715118,945230172,1606715088,732049804,732049804,1
r02-o16-cpp-262144,2,cpp,262144,85450,350003200,543275246,756379970254730359,756379970254730359,1192449050,2712525119,1192449104,543304263,543304263,1
r02-o17-cpp-32768,2,cpp,32768,683594,350000128,339345656,774447998133594241,774447998133594241,744839252,2712501311,744839282,339372313,339372313,1
r02-o18-go-536870912,2,go,536870912,3,25165824,323167441,54016160691990295,54016160691990295,707573024,569408712,707573020,322914486,322914486,true
r02-o19-c-6291456,2,c,6291456,1221,120029184,671960541,257963754663396029,257963754663396029,1474902122,750182737,1474902132,671993818,671993818,1
r02-o20-cpp-536870912,2,cpp,536870912,3,25165824,419377485,54016160691990295,54016160691990295,920503503,195035455,920503496,419411467,419411467,1
r02-o21-c-536870912,2,c,536870912,3,25165824,394639684,54016160691990295,54016160691990295,866157385,157286739,866157402,394676531,394676531,1
r02-o22-rust-36864,2,rust,36864,607639,350000064,301607015,774878977565100034,774878977565100034,662006684,2756250852,662006664,301637952,301637952,1
r02-o23-rust-8388608,2,rust,8388608,916,120061952,1252709768,257992015106286337,257992015106286337,2749598765,945488220,2749598764,1252744911,1252744911,1
r02-o24-rust-262144,2,rust,262144,85450,350003200,590749429,756379970254730359,756379970254730359,1296650279,2756275548,1296650278,590780371,590780371,1
r02-o25-c-8388608,2,c,8388608,916,120061952,906488420,257992015106286337,257992015106286337,1989671031,750387537,1989671024,906520035,906520035,1
r02-o26-cpp-6291456,2,cpp,6291456,1221,120029184,711628289,257963754663396029,257963754663396029,1561969087,930226495,1561969112,711660025,711660025,1
r02-o27-go-32768,2,go,32768,683594,350000128,1018158383,774447998133594241,774447998133594241,2230780712,7918859634,2230781344,1017498244,1017498244,true
r02-o28-c-262144,2,c,262144,85450,350003200,436449875,756379970254730359,756379970254730359,957975889,2187520337,957975876,436477913,436477913,1
r03-o01-c-8388608,3,c,8388608,916,120061952,789114589,257992015106286337,257992015106286337,1732045706,750387537,1732045722,789148836,789148836,1
r03-o02-rust-262144,3,rust,262144,85450,350003200,445309362,756379970254730359,756379970254730359,977421396,2756275548,977421390,445340873,445340873,1
r03-o03-cpp-6291456,3,cpp,6291456,1221,120029184,992161765,257963754663396029,257963754663396029,2177717432,930226495,2177717454,992194137,992194137,1
r03-o04-cpp-8388608,3,cpp,8388608,916,120061952,884139832,257992015106286337,257992015106286337,1940617565,930480447,1940617558,884172739,884172739,1
r03-o05-go-262144,3,go,262144,85450,350003200,1023858802,756379970254730359,756379970254730359,2242699634,7918927343,2242700504,1023126800,1023126800,true
r03-o06-go-8388608,3,go,8388608,916,120061952,874719816,257992015106286337,257992015106286337,1912978281,2716481126,1912977726,873720271,873720271,true
r03-o07-rust-32768,3,rust,32768,683594,350000128,299572428,774447998133594241,774447998133594241,657540194,2756251356,657540180,299601140,299601140,1
r03-o08-go-36864,3,go,36864,607639,350000064,1019196878,774878977565100034,774878977565100034,2231652730,7918857566,2231654766,1018541056,1018541056,true
r03-o09-rust-8388608,3,rust,8388608,916,120061952,801587615,257992015106286337,257992015106286337,1759423652,945488220,1759423644,801621756,801621756,1
r03-o10-c-536870912,3,c,536870912,3,25165824,310858238,54016160691990295,54016160691990295,682312703,157286737,682312708,310891410,310891410,1
r03-o11-go-1048576,3,go,1048576,15259,250003456,772321667,540782577536582989,540782577536582989,1691484111,5656405018,1691484542,771722281,771722281,true
r03-o12-cpp-1048576,3,cpp,1048576,15259,250003456,691357674,540782577536582989,540782577536582989,1517476907,1937527103,1517476928,691387560,691387560,1
r03-o13-c-1048576,3,c,1048576,15259,250003456,620189046,540782577536582989,540782577536582989,1361267723,1562521937,1361267710,620219064,620219064,1
r03-o14-rust-1048576,3,rust,1048576,15259,250003456,622382704,540782577536582989,540782577536582989,1366082735,1968777564,1366082740,622414283,622414283,1
r03-o15-cpp-36864,3,cpp,36864,607639,350000064,409250989,774878977565100034,774878977565100034,898275651,2712500815,898275620,409278860,409278860,1
r03-o16-c-36864,3,c,36864,607639,350000064,326285770,774878977565100034,774878977565100034,716175308,2187500737,716175328,326317638,326317638,1
r03-o17-c-32768,3,c,32768,683594,350000128,281142251,774447998133594241,774447998133594241,617087296,2187501137,617087328,281169848,281169848,1
r03-o18-go-32768,3,go,32768,683594,350000128,1018379636,774447998133594241,774447998133594241,2231005356,7918860356,2231006206,1017687939,1017687939,true
r03-o19-rust-36864,3,rust,36864,607639,350000064,312682702,774878977565100034,774878977565100034,686317030,2756250852,686317016,312711013,312711013,1
r03-o20-go-6291456,3,go,6291456,1221,120029184,689183682,257963754663396029,257963754663396029,1506178135,2715725813,1506177486,688420714,688420714,true
r03-o21-c-6291456,3,c,6291456,1221,120029184,758169457,257963754663396029,257963754663396029,1664123625,750182737,1664123626,758202128,758202128,1
r03-o22-rust-536870912,3,rust,536870912,3,25165824,310744766,54016160691990295,54016160691990295,682064494,198181212,682064504,310779269,310779269,1
r03-o23-go-536870912,3,go,536870912,3,25165824,323344385,54016160691990295,54016160691990295,708025733,569406589,708025648,323077907,323077907,true
r03-o24-cpp-262144,3,cpp,262144,85450,350003200,682924405,756379970254730359,756379970254730359,1498966718,2712525119,1498966722,682954205,682954205,1
r03-o25-c-262144,3,c,262144,85450,350003200,367992239,756379970254730359,756379970254730359,807716006,2187520337,807715986,368020294,368020294,1
r03-o26-rust-6291456,3,rust,6291456,1221,120029184,720483062,257963754663396029,257963754663396029,1581405298,945230172,1581405320,720517152,720517152,1
r03-o27-cpp-32768,3,cpp,32768,683594,350000128,338926744,774447998133594241,774447998133594241,743919902,2712501311,743919902,338954525,338954525,1
r03-o28-cpp-536870912,3,cpp,536870912,3,25165824,325843517,54016160691990295,54016160691990295,715204017,195035455,715204006,325876661,325876661,1
r04-o01-go-8388608,4,go,8388608,916,120061952,879114799,257992015106286337,257992015106286337,1924264348,2716483777,1924264232,878103196,878103196,true
r04-o02-go-32768,4,go,32768,683594,350000128,1023135138,774447998133594241,774447998133594241,2241651638,7918861613,2241651852,1022479810,1022479810,true
r04-o03-cpp-262144,4,cpp,262144,85450,350003200,709218201,756379970254730359,756379970254730359,1556679111,2712525119,1556679124,709246798,709246798,1
r04-o04-c-536870912,4,c,536870912,3,25165824,318889937,54016160691990295,54016160691990295,699941918,157286737,699941902,318924076,318924076,1
r04-o05-go-262144,4,go,262144,85450,350003200,1024075708,756379970254730359,756379970254730359,2243314085,7918925662,2243314832,1023342748,1023342748,true
r04-o06-go-36864,4,go,36864,607639,350000064,1018494408,774878977565100034,774878977565100034,2231400269,7918856462,2231401106,1017836339,1017836339,true
r04-o07-rust-32768,4,rust,32768,683594,350000128,300230774,774447998133594241,774447998133594241,658985982,2756251356,658985954,300259672,300259672,1
r04-o08-cpp-32768,4,cpp,32768,683594,350000128,338876023,774447998133594241,774447998133594241,743808186,2712501311,743808186,338903177,338903177,1
r04-o09-c-8388608,4,c,8388608,916,120061952,879213625,257992015106286337,257992015106286337,1929805243,750387537,1929805218,879246417,879246417,1
r04-o10-rust-262144,4,rust,262144,85450,350003200,457829585,756379970254730359,756379970254730359,1004901929,2756275548,1004901920,457859351,457859351,1
r04-o11-rust-6291456,4,rust,6291456,1221,120029184,932101116,257963754663396029,257963754663396029,2045889522,945230172,2045889516,932136099,932136099,1
r04-o12-cpp-6291456,4,cpp,6291456,1221,120029184,984189011,257963754663396029,257963754663396029,2160217900,930226495,2160217928,984221989,984221989,1
r04-o13-cpp-536870912,4,cpp,536870912,3,25165824,316898410,54016160691990295,54016160691990295,695570382,195035455,695570370,316931631,316931631,1
r04-o14-rust-36864,4,rust,36864,607639,350000064,302633206,774878977565100034,774878977565100034,664259401,2756250852,664259398,302664269,302664269,1
r04-o15-cpp-36864,4,cpp,36864,607639,350000064,410407415,774878977565100034,774878977565100034,900815188,2712500815,900815190,410436335,410436335,1
r04-o16-c-36864,4,c,36864,607639,350000064,327051131,774878977565100034,774878977565100034,717853346,2187500737,717853356,327074888,327074888,1
r04-o17-rust-1048576,4,rust,1048576,15259,250003456,621442849,540782577536582989,540782577536582989,1364020399,1968777564,1364020394,621473794,621473794,1
r04-o18-cpp-1048576,4,cpp,1048576,15259,250003456,693092872,540782577536582989,540782577536582989,1521285059,1937527103,1521285040,693121223,693121223,1
r04-o19-go-1048576,4,go,1048576,15259,250003456,789144644,540782577536582989,540782577536582989,1725584390,5656409348,1725585730,788342442,788342442,true
r04-o20-c-6291456,4,c,6291456,1221,120029184,1201805008,257963754663396029,257963754663396029,2637867964,750182737,2637867958,1201842730,1201842730,1
r04-o21-rust-8388608,4,rust,8388608,916,120061952,965025924,257992015106286337,257992015106286337,2118156912,945488220,2118156920,965061401,965061401,1
r04-o22-c-262144,4,c,262144,85450,350003200,587309601,756379970254730359,756379970254730359,1289099874,2187520337,1289099856,587339527,587339527,1
r04-o23-c-1048576,4,c,1048576,15259,250003456,620718779,540782577536582989,540782577536582989,1362430553,1562521937,1362430586,620748963,620748963,1
r04-o24-rust-536870912,4,rust,536870912,3,25165824,310646747,54016160691990295,54016160691990295,681849465,198181212,681849454,310680086,310680086,1
r04-o25-go-6291456,4,go,6291456,1221,120029184,878046211,257963754663396029,257963754663396029,1918656032,2715742414,1918655090,877015158,877015158,true
r04-o26-c-32768,4,c,32768,683594,350000128,278271517,774447998133594241,774447998133594241,610787118,2187501137,610787122,278300067,278300067,1
r04-o27-go-536870912,4,go,536870912,3,25165824,329615305,54016160691990295,54016160691990295,721374953,569410529,721374874,329246972,329246972,true
r04-o28-cpp-8388608,4,cpp,8388608,916,120061952,928032505,257992015106286337,257992015106286337,2015819379,930480605,2015819102,919534808,919534808,1
r05-o01-rust-536870912,5,rust,536870912,3,25165824,310926236,54016160691990295,54016160691990295,682462356,198181212,682462396,310960039,310960039,1
r05-o02-go-6291456,5,go,6291456,1221,120029184,977976349,257963754663396029,257963754663396029,2137588773,2715746304,2137588464,976738345,976738345,true
r05-o03-go-536870912,5,go,536870912,3,25165824,325867617,54016160691990295,54016160691990295,712074461,569409251,712074506,325310045,325310045,true
r05-o04-c-1048576,5,c,1048576,15259,250003456,621231274,540782577536582989,540782577536582989,1363555364,1562521937,1363555336,621260692,621260692,1
r05-o05-c-32768,5,c,32768,683594,350000128,278412696,774447998133594241,774447998133594241,611096868,2187501137,611096904,278441441,278441441,1
r05-o06-rust-8388608,5,rust,8388608,916,120061952,821389946,257992015106286337,257992015106286337,1802887618,945488220,1802887636,821425167,821425167,1
r05-o07-go-36864,5,go,36864,607639,350000064,1018408749,774878977565100034,774878977565100034,2231345764,7918856245,2231346436,1017756737,1017756737,true
r05-o08-go-262144,5,go,262144,85450,350003200,1020924969,756379970254730359,756379970254730359,2236361600,7918929449,2236362304,1020196664,1020196664,true
r05-o09-rust-32768,5,rust,32768,683594,350000128,299044274,774447998133594241,774447998133594241,656381226,2756251356,656381198,299073031,299073031,1
r05-o10-rust-36864,5,rust,36864,607639,350000064,303430733,774878977565100034,774878977565100034,666009582,2756250852,666009608,303461142,303461142,1
r05-o11-cpp-262144,5,cpp,262144,85450,350003200,538748770,756379970254730359,756379970254730359,1182512679,2712525119,1182512672,538777980,538777980,1
r05-o12-c-8388608,5,c,8388608,916,120061952,880400449,257992015106286337,257992015106286337,1932410169,750387537,1932410150,880432175,880432175,1
r05-o13-cpp-36864,5,cpp,36864,607639,350000064,407752889,774878977565100034,774878977565100034,894987442,2712500815,894987478,407781717,407781717,1
r05-o14-cpp-6291456,5,cpp,6291456,1221,120029184,640573030,257963754663396029,257963754663396029,1406009412,930226495,1406009396,640606565,640606565,1
r05-o15-c-36864,5,c,36864,607639,350000064,329072949,774878977565100034,774878977565100034,722292270,2187500737,722292252,329101652,329101652,1
r05-o16-rust-262144,5,rust,262144,85450,350003200,582241769,756379970254730359,756379970254730359,1277977199,2756275548,1277977206,582273263,582273263,1
r05-o17-c-6291456,5,c,6291456,1221,120029184,620098733,257963754663396029,257963754663396029,1361069567,750182737,1361069578,620130679,620130679,1
r05-o18-rust-1048576,5,rust,1048576,15259,250003456,621186754,540782577536582989,540782577536582989,1363458071,1968777564,1363458096,621217243,621217243,1
