build_id,mode,implementation,state,perf_profile,footprint_bytes,accepted_rows,median_ns_per_operation,p05_ns_per_operation,p95_ns_per_operation,median_tsc_ticks_per_operation,p05_tsc_ticks_per_operation,p95_tsc_ticks_per_operation
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,32768,15,0.60320537732,0.597463656673,0.612953175605,1.32398525655,1.31138274457,1.34538092514
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,262144,15,1.61779024158,1.33597128329,1.87999934066,3.55091401052,2.93234516845,4.12644123131
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,1048576,15,2.1453039072,2.14464439022,2.14702595359,4.70876233849,4.70731485116,4.71254205388
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,6291456,15,2.62236566183,2.41959952583,3.22404002297,5.75587296633,5.31081820683,7.07649806627
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,8388608,15,3.18749950326,3.0635194855,3.41979064394,6.99629463616,6.72416865807,7.50615383135
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,33554432,15,4.66770660993,4.56193693252,4.96467944273,10.245224962,10.0130687169,10.8970554784
stride16-clang18-auto,stride16_scan,auto,cache_evicted,basic,536870912,15,4.68422746658,4.66947732653,4.7641486781,10.2814873968,10.2491112437,10.4569078173
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,32768,15,0.600222251394,0.597292547091,0.605638929484,1.31743747826,1.31100708593,1.32932671213
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,262144,15,1.54408441997,1.24525187204,1.76867809847,3.3891357848,2.73322326791,3.88210033297
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,1048576,15,2.14527403747,2.14474232956,2.14791163553,4.70869674693,4.7075298253,4.7144863185
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,6291456,15,2.62190983828,2.3643793723,3.54289911495,5.75487236731,5.1896146753,7.77636667746
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,8388608,15,3.18164648692,3.0891463147,4.21060921709,6.98344731649,6.78041728492,9.2419345342
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,33554432,15,4.65445829595,4.56740179516,4.80964866638,10.216145858,10.0250643776,10.5567759705
stride16-clang18-auto,stride16_scan,auto,cache_evicted,branch,536870912,15,4.67699463027,4.66387185029,4.78597065381,10.265611921,10.2368081638,10.5048052924
stride16-clang18-auto,stride16_scan,auto,warm,basic,8192,15,0.801769780514,0.79752565593,0.811755458525,1.75981752033,1.75050207066,1.78173520856
stride16-clang18-auto,stride16_scan,auto,warm,basic,16384,15,0.658628188854,0.652153138867,0.662163976991,1.44563368377,1.43142149002,1.45339445281
stride16-clang18-auto,stride16_scan,auto,warm,basic,24576,15,0.607856398383,0.60755237593,0.61303392919,1.3341939309,1.33352655428,1.34555795694
stride16-clang18-auto,stride16_scan,auto,warm,basic,28672,15,0.598286666355,0.596071715639,0.61396572809,1.31318916804,1.30832746482,1.3476033072
stride16-clang18-auto,stride16_scan,auto,warm,basic,32768,15,0.602130824227,0.596670075159,0.613004699223,1.32162678169,1.3096406944,1.34549398263
stride16-clang18-auto,stride16_scan,auto,warm,basic,36864,15,1.21602426995,1.16388271752,1.2371173696,2.66907137638,2.55462510197,2.71536902729
stride16-clang18-auto,stride16_scan,auto,warm,basic,49152,15,1.19566742581,1.17145790524,1.2111301129,2.6243898094,2.57125192381,2.65832910892
stride16-clang18-auto,stride16_scan,auto,warm,basic,65536,15,1.18109285936,1.16246845074,1.19129289159,2.5923998542,2.5515208931,2.61478808911
stride16-clang18-auto,stride16_scan,auto,warm,basic,98304,15,1.16025564199,1.11396961397,1.17289307568,2.5466639823,2.44507001194,2.57440203008
stride16-clang18-auto,stride16_scan,auto,warm,basic,131072,15,1.12770960075,1.10057091698,1.40799805904,2.47522807719,2.41566108446,3.09043774348
stride16-clang18-auto,stride16_scan,auto,warm,basic,196608,15,1.23764211926,1.04697697941,1.44803642956,2.71652046818,2.29802680494,3.17831880772
stride16-clang18-auto,stride16_scan,auto,warm,basic,229376,15,1.37411542479,1.10380362777,1.64389090228,3.0160683594,2.42275651894,3.60820287908
stride16-clang18-auto,stride16_scan,auto,warm,basic,262144,15,1.57551800792,1.37240545828,1.73281571325,3.45813017271,3.01231495509,3.8033846219
stride16-clang18-auto,stride16_scan,auto,warm,basic,294912,15,1.79315842915,1.56640692668,1.97758224775,3.93583251623,3.43813201943,4.34062734139
stride16-clang18-auto,stride16_scan,auto,warm,basic,393216,15,2.15461050293,1.97710719105,2.1599096687,4.72918972856,4.33958461131,4.74082072374
stride16-clang18-auto,stride16_scan,auto,warm,basic,524288,15,2.15111145678,2.15063174634,2.15649957479,4.72150938965,4.72045655862,4.73333612575
stride16-clang18-auto,stride16_scan,auto,warm,basic,1048576,15,2.14540160807,2.14480372501,2.14623670618,4.70897689255,4.70766471171,4.71080983265
stride16-clang18-auto,stride16_scan,auto,warm,basic,2097152,15,2.14336189527,2.14206570899,2.14962082554,4.70449976546,4.70165474156,4.71823782048
stride16-clang18-auto,stride16_scan,auto,warm,basic,4194304,15,2.20270829939,2.14677625838,2.44711929135,4.83476038838,4.7119942291,5.37122208434
stride16-clang18-auto,stride16_scan,auto,warm,basic,5242880,15,2.36501705959,2.19721557529,2.89156547315,5.1910140743,4.82270398837,6.34674400561
stride16-clang18-auto,stride16_scan,auto,warm,basic,6291456,15,2.67732762387,2.3607591524,3.27644892119,5.87651007401,5.18166878346,7.19153083399
stride16-clang18-auto,stride16_scan,auto,warm,basic,7340032,15,2.96185755285,2.80269967709,3.69632722056,6.50102916267,6.15169090022,8.11312844043
stride16-clang18-auto,stride16_scan,auto,warm,basic,8388608,15,3.17058055029,3.09137249766,3.42316837379,6.95915850769,6.78530394123,7.51356654013
stride16-clang18-auto,stride16_scan,auto,warm,basic,12582912,15,4.03263525017,3.89075792723,4.82523937418,8.85129634036,8.53988756341,10.590996251
stride16-clang18-auto,stride16_scan,auto,warm,basic,33554432,15,4.62168363424,4.5478578295,4.83141361583,10.144208688,9.98216668992,10.6045482135
stride16-clang18-auto,stride16_scan,auto,warm,basic,134217728,15,4.62952879759,4.60398109143,5.00532537699,10.1614278647,10.1053527685,10.9862693151
stride16-clang18-auto,stride16_scan,auto,warm,basic,536870912,15,4.68156775406,4.66303595475,4.95690005166,10.2756495476,10.2349734988,10.8799806322
stride16-clang18-auto,stride16_scan,auto,warm,branch,8192,15,0.802759248471,0.800098404981,0.843051801691,1.76198931974,1.75614894958,1.85042805969
stride16-clang18-auto,stride16_scan,auto,warm,branch,16384,15,0.658670808639,0.658570329143,0.661408822084,1.44572723576,1.44550675708,1.45173694243
stride16-clang18-auto,stride16_scan,auto,warm,branch,24576,15,0.607846146449,0.607544227061,0.644938013267,1.33417138238,1.33350874342,1.41558493649
stride16-clang18-auto,stride16_scan,auto,warm,branch,28672,15,0.598685005075,0.59571485312,0.606922959326,1.31406342892,1.30754421208,1.33214504983
stride16-clang18-auto,stride16_scan,auto,warm,branch,32768,15,0.601252321505,0.595599805196,0.608307204849,1.31969854033,1.30729173655,1.33518340385
stride16-clang18-auto,stride16_scan,auto,warm,branch,36864,15,1.21911499788,1.18318934689,1.23650999858,2.67585527583,2.59700161913,2.71403598779
stride16-clang18-auto,stride16_scan,auto,warm,branch,49152,15,1.19702753712,1.10257219476,1.20979935845,2.6273752001,2.42005346463,2.65540811796
stride16-clang18-auto,stride16_scan,auto,warm,branch,65536,15,1.18108472671,1.17072391604,1.19037471134,2.59238200275,2.56964103162,2.61277274194
stride16-clang18-auto,stride16_scan,auto,warm,branch,98304,15,1.1530926195,1.02582768375,1.16610871291,2.53094172934,2.25160586694,2.55951092505
stride16-clang18-auto,stride16_scan,auto,warm,branch,131072,15,1.12871457196,1.10895076691,1.15172927641,2.47743390257,2.43405405925,2.52794939215
stride16-clang18-auto,stride16_scan,auto,warm,branch,196608,15,1.28086662565,1.05649029099,1.53267385707,2.81139490145,2.31890765843,3.36409069623
stride16-clang18-auto,stride16_scan,auto,warm,branch,229376,15,1.37358210381,1.03395406287,1.80856171756,3.01489775034,2.26944257837,3.96964138139
stride16-clang18-auto,stride16_scan,auto,warm,branch,262144,15,1.49662206883,1.21932132623,1.73464985769,3.28496003713,2.67630812983,3.80741116739
stride16-clang18-auto,stride16_scan,auto,warm,branch,294912,15,1.7487161871,1.59070248415,1.86493160586,3.83828557279,3.49145876295,4.09336860697
stride16-clang18-auto,stride16_scan,auto,warm,branch,393216,15,2.15344428639,1.90947576481,2.15890184283,4.72662985745,4.19113929542,4.73860870517
stride16-clang18-auto,stride16_scan,auto,warm,branch,524288,15,2.15084313429,2.09727503193,2.15305900883,4.72092044096,4.6033429549,4.72578410907
stride16-clang18-auto,stride16_scan,auto,warm,branch,1048576,15,2.14557203158,2.14466508127,2.14596776918,4.70935082623,4.70736028225,4.71021966957
stride16-clang18-auto,stride16_scan,auto,warm,branch,2097152,15,2.14307493335,2.14178931027,2.15009589691,4.70386989972,4.70104809166,4.71928034718
stride16-clang18-auto,stride16_scan,auto,warm,branch,4194304,15,2.21970185019,2.14872343905,2.55236186662,4.87205966064,4.71626814421,5.60222041408
stride16-clang18-auto,stride16_scan,auto,warm,branch,5242880,15,2.46736490162,2.1891008012,2.74122001059,5.41565930205,4.80489292815,6.01674835369
stride16-clang18-auto,stride16_scan,auto,warm,branch,6291456,15,2.65676661142,2.41299962545,3.54987190846,5.83137935885,5.29633224651,7.79167137696
stride16-clang18-auto,stride16_scan,auto,warm,branch,7340032,15,2.90033084208,2.81666818973,3.70326039353,6.36598321515,6.18235092191,8.128346201
stride16-clang18-auto,stride16_scan,auto,warm,branch,8388608,15,3.18111813863,3.08847387863,3.62118906676,6.98228729248,6.77894162669,7.94820443141
stride16-clang18-auto,stride16_scan,auto,warm,branch,12582912,15,4.00271652829,3.94587953172,4.70722835677,8.785627705,8.66087538145,10.3319720166
stride16-clang18-auto,stride16_scan,auto,warm,branch,33554432,15,4.65028248018,4.55928740728,5.09059337859,10.2069805108,10.007253665,11.1734258773
stride16-clang18-auto,stride16_scan,auto,warm,branch,134217728,15,4.62410286757,4.59731125832,4.74089448269,10.1495183798,10.0907129875,10.4058662561
stride16-clang18-auto,stride16_scan,auto,warm,branch,536870912,14,4.68990370205,4.66512961047,5.10305813948,10.2939455169,10.2395689147,11.2007852395
