round,sample_id,variant,implementation,value_type,footprint_bytes,passes,shuffle_key
9,r09-o146-rust-scalar-string16-262144,rust,scalar,string16,262144,8192,1010265095
9,r09-o147-cpp_unroll-u1-float-262144,cpp_unroll,u1,float,262144,8192,1026296926
9,r09-o148-c-avx2-double-32768,c,avx2,double,32768,65536,1027663103
9,r09-o149-cpp_native-scalar-float-262144,cpp_native,scalar,float,262144,8192,1031516080
9,r09-o150-rust_unroll-u1-float-67108864,rust_unroll,u1,float,67108864,32,1039903597
9,r09-o151-cpp_native-scalar-string16-67108864,cpp_native,scalar,string16,67108864,32,1043039489
9,r09-o152-go-scalar-string16-262144,go,scalar,string16,262144,8192,1045818089
9,r09-o153-clangpp-scalar-double-1048576,clangpp,scalar,double,1048576,2048,1068485450
9,r09-o154-rust-scalar-double-262144,rust,scalar,double,262144,8192,1071466386
9,r09-o155-c-avx2-float-67108864,c,avx2,float,67108864,32,1074126254
9,r09-o156-rust-scalar-float-1048576,rust,scalar,float,1048576,2048,1077510398
9,r09-o157-cpp-avx2-string16-1048576,cpp,avx2,string16,1048576,2048,1086399373
9,r09-o158-go-scalar-string16-67108864,go,scalar,string16,67108864,32,1091422350
9,r09-o159-rust_unroll-u8-float-1048576,rust_unroll,u8,float,1048576,2048,1098727447
9,r09-o160-cpp-scalar-double-262144,cpp,scalar,double,262144,8192,1121652536
9,r09-o161-rust-avx2-float-8388608,rust,avx2,float,8388608,256,1153231287
9,r09-o162-rust-avx2-string16-32768,rust,avx2,string16,32768,65536,1154385618
9,r09-o163-clangpp-scalar-short-8388608,clangpp,scalar,short,8388608,256,1162634853
9,r09-o164-c-avx2-double-1048576,c,avx2,double,1048576,2048,1164981412
9,r09-o165-rust-avx2-short-67108864,rust,avx2,short,67108864,32,1175366511
9,r09-o166-rust_unroll-u1-double-67108864,rust_unroll,u1,double,67108864,32,1190244383
9,r09-o167-c-scalar-double-1048576,c,scalar,double,1048576,2048,1213898879
9,r09-o168-c-avx2-string16-1048576,c,avx2,string16,1048576,2048,1220300901
9,r09-o169-c-avx2-int-1048576,c,avx2,int,1048576,2048,1228066745
9,r09-o170-cpp-avx2-string16-262144,cpp,avx2,string16,262144,8192,1240082981
9,r09-o171-c-scalar-int-1048576,c,scalar,int,1048576,2048,1272799435
9,r09-o172-go-scalar-int-8388608,go,scalar,int,8388608,256,1273268615
9,r09-o173-rust-avx2-short-8388608,rust,avx2,short,8388608,256,1274785519
9,r09-o174-cpp-scalar-int-32768,cpp,scalar,int,32768,65536,1308743078
9,r09-o175-c-scalar-short-32768,c,scalar,short,32768,65536,1310484398
9,r09-o176-go-scalar-double-262144,go,scalar,double,262144,8192,1311855278
9,r09-o177-cpp_native-scalar-float-8388608,cpp_native,scalar,float,8388608,256,1317030834
9,r09-o178-cpp_native-scalar-int-67108864,cpp_native,scalar,int,67108864,32,1318392431
9,r09-o179-cpp_unroll-u1-double-32768,cpp_unroll,u1,double,32768,65536,1325805725
9,r09-o180-cpp_unroll-u1-double-67108864,cpp_unroll,u1,double,67108864,32,1333584080
9,r09-o181-cpp-avx2-double-1048576,cpp,avx2,double,1048576,2048,1336072677
9,r09-o182-rust-scalar-short-32768,rust,scalar,short,32768,65536,1351854206
9,r09-o183-clangpp-scalar-short-67108864,clangpp,scalar,short,67108864,32,1356842112
9,r09-o184-cpp_unroll-u8-double-67108864,cpp_unroll,u8,double,67108864,32,1376996384
9,r09-o185-cpp-avx2-short-262144,cpp,avx2,short,262144,8192,1379813470
9,r09-o186-cpp-scalar-int-8388608,cpp,scalar,int,8388608,256,1388211935
9,r09-o187-cpp-avx2-float-8388608,cpp,avx2,float,8388608,256,1392937656
9,r09-o188-rust-scalar-float-32768,rust,scalar,float,32768,65536,1404295980
9,r09-o189-cpp_unroll-u2-double-8388608,cpp_unroll,u2,double,8388608,256,1408950172
9,r09-o190-cpp_native-scalar-int-1048576,cpp_native,scalar,int,1048576,2048,1424198113
9,r09-o191-c-avx2-double-67108864,c,avx2,double,67108864,32,1436664494
9,r09-o192-rust-avx2-int-67108864,rust,avx2,int,67108864,32,1436692657
9,r09-o193-c-scalar-float-8388608,c,scalar,float,8388608,256,1444141531
9,r09-o194-clangpp-scalar-double-32768,clangpp,scalar,double,32768,65536,1445696481
9,r09-o195-rust-scalar-string16-1048576,rust,scalar,string16,1048576,2048,1447744669
9,r09-o196-go-scalar-string16-32768,go,scalar,string16,32768,65536,1447752453
9,r09-o197-rust-scalar-float-262144,rust,scalar,float,262144,8192,1449933025
9,r09-o198-rust-avx2-float-1048576,rust,avx2,float,1048576,2048,1450779867
9,r09-o199-rust_unroll-u2-double-1048576,rust_unroll,u2,double,1048576,2048,1463451018
9,r09-o200-rust_unroll-u8-double-8388608,rust_unroll,u8,double,8388608,256,1467355511
9,r09-o201-clangpp-scalar-double-67108864,clangpp,scalar,double,67108864,32,1476786002
9,r09-o202-c-scalar-short-67108864,c,scalar,short,67108864,32,1477554977
9,r09-o203-c-scalar-double-67108864,c,scalar,double,67108864,32,1490149208
9,r09-o204-cpp_unroll-u8-double-262144,cpp_unroll,u8,double,262144,8192,1491693560
9,r09-o205-c-avx2-int-262144,c,avx2,int,262144,8192,1505546232
9,r09-o206-cpp-avx2-string16-32768,cpp,avx2,string16,32768,65536,1524542887
9,r09-o207-cpp_native-scalar-int-262144,cpp_native,scalar,int,262144,8192,1526949057
9,r09-o208-cpp_native-scalar-string16-1048576,cpp_native,scalar,string16,1048576,2048,1527906144
9,r09-o209-cpp-avx2-short-8388608,cpp,avx2,short,8388608,256,1536041234
9,r09-o210-cpp_unroll-u2-float-1048576,cpp_unroll,u2,float,1048576,2048,1543838695
9,r09-o211-rust_unroll-u1-double-8388608,rust_unroll,u1,double,8388608,256,1547586675
9,r09-o212-rust_unroll-u2-float-262144,rust_unroll,u2,float,262144,8192,1559143815
9,r09-o213-go-scalar-int-262144,go,scalar,int,262144,8192,1568491875
9,r09-o214-rust-scalar-double-67108864,rust,scalar,double,67108864,32,1570107002
9,r09-o215-c-avx2-float-1048576,c,avx2,float,1048576,2048,1572803769
9,r09-o216-clangpp-scalar-short-262144,clangpp,scalar,short,262144,8192,1573712305
9,r09-o217-clangpp-scalar-int-32768,clangpp,scalar,int,32768,65536,1590641603
9,r09-o218-c-avx2-double-262144,c,avx2,double,262144,8192,1600882860
9,r09-o219-cpp_unroll-u8-float-1048576,cpp_unroll,u8,float,1048576,2048,1603029346
9,r09-o220-rust-scalar-int-32768,rust,scalar,int,32768,65536,1612732554
9,r09-o221-rust-scalar-double-32768,rust,scalar,double,32768,65536,1622546613
9,r09-o222-cpp-scalar-string16-262144,cpp,scalar,string16,262144,8192,1625115469
9,r09-o223-clangpp-scalar-string16-67108864,clangpp,scalar,string16,67108864,32,1625535109
9,r09-o224-rust_unroll-u8-float-67108864,rust_unroll,u8,float,67108864,32,1631190123
9,r09-o225-cpp-avx2-short-32768,cpp,avx2,short,32768,65536,1634030923
9,r09-o226-c-scalar-double-32768,c,scalar,double,32768,65536,1637471118
9,r09-o227-cpp-avx2-int-32768,cpp,avx2,int,32768,65536,1639111570
9,r09-o228-rust-avx2-double-32768,rust,avx2,double,32768,65536,1642223618
9,r09-o229-go-scalar-float-67108864,go,scalar,float,67108864,32,1667397483
9,r09-o230-cpp_unroll-u8-double-8388608,cpp_unroll,u8,double,8388608,256,1671534308
9,r09-o231-cpp-scalar-double-67108864,cpp,scalar,double,67108864,32,1684676818
9,r09-o232-rust_unroll-u1-double-32768,rust_unroll,u1,double,32768,65536,1690510078
9,r09-o233-rust-scalar-short-8388608,rust,scalar,short,8388608,256,1690948460
9,r09-o234-cpp_unroll-u8-float-8388608,cpp_unroll,u8,float,8388608,256,1698792062
9,r09-o235-rust-avx2-double-262144,rust,avx2,double,262144,8192,1712402767
9,r09-o236-go-scalar-double-1048576,go,scalar,double,1048576,2048,1715825249
9,r09-o237-clangpp-scalar-short-1048576,clangpp,scalar,short,1048576,2048,1727629324
9,r09-o238-cpp_native-scalar-double-262144,cpp_native,scalar,double,262144,8192,1729560394
9,r09-o239-c-scalar-int-32768,c,scalar,int,32768,65536,1746382388
9,r09-o240-clangpp-scalar-string16-8388608,clangpp,scalar,string16,8388608,256,1776531303
9,r09-o241-go-scalar-string16-1048576,go,scalar,string16,1048576,2048,1786884090
9,r09-o242-cpp-scalar-int-262144,cpp,scalar,int,262144,8192,1810674339
9,r09-o243-cpp-avx2-int-262144,cpp,avx2,int,262144,8192,1814589049
9,r09-o244-c-avx2-string16-8388608,c,avx2,string16,8388608,256,1815838608
9,r09-o245-cpp_unroll-u8-double-32768,cpp_unroll,u8,double,32768,65536,1817413067
9,r09-o246-cpp_unroll-u2-float-32768,cpp_unroll,u2,float,32768,65536,1823896798
9,r09-o247-cpp-avx2-double-262144,cpp,avx2,double,262144,8192,1824928327
9,r09-o248-clangpp-scalar-float-1048576,clangpp,scalar,float,1048576,2048,1825987937
9,r09-o249-cpp-scalar-short-1048576,cpp,scalar,short,1048576,2048,1832163107
9,r09-o250-cpp_unroll-u1-double-8388608,cpp_unroll,u1,double,8388608,256,1875822628
9,r09-o251-rust-avx2-short-262144,rust,avx2,short,262144,8192,1886511693
9,r09-o252-rust-scalar-int-1048576,rust,scalar,int,1048576,2048,1889898970
9,r09-o253-go-scalar-short-262144,go,scalar,short,262144,8192,1899198199
9,r09-o254-cpp_unroll-u1-double-1048576,cpp_unroll,u1,double,1048576,2048,1900969621
9,r09-o255-c-scalar-float-32768,c,scalar,float,32768,65536,1901833476
9,r09-o256-rust_unroll-u2-float-32768,rust_unroll,u2,float,32768,65536,1903765809
9,r09-o257-rust-avx2-short-1048576,rust,avx2,short,1048576,2048,1909365415
9,r09-o258-rust-scalar-short-262144,rust,scalar,short,262144,8192,1916280084
9,r09-o259-rust-scalar-int-262144,rust,scalar,int,262144,8192,1930910384
9,r09-o260-c-scalar-int-8388608,c,scalar,int,8388608,256,1941869862
9,r09-o261-cpp_native-scalar-short-8388608,cpp_native,scalar,short,8388608,256,1955570704
9,r09-o262-cpp-avx2-float-262144,cpp,avx2,float,262144,8192,1961882250
9,r09-o263-cpp_unroll-u2-double-1048576,cpp_unroll,u2,double,1048576,2048,1971028660
9,r09-o264-c-avx2-short-1048576,c,avx2,short,1048576,2048,1972823124
9,r09-o265-rust_unroll-u8-float-262144,rust_unroll,u8,float,262144,8192,1975248600
9,r09-o266-rust-scalar-string16-32768,rust,scalar,string16,32768,65536,1979428646
9,r09-o267-rust-avx2-string16-8388608,rust,avx2,string16,8388608,256,1986975242
9,r09-o268-c-scalar-short-1048576,c,scalar,short,1048576,2048,1989149053
9,r09-o269-rust-avx2-short-32768,rust,avx2,short,32768,65536,1995462504
9,r09-o270-rust-scalar-string16-67108864,rust,scalar,string16,67108864,32,2017557908
9,r09-o271-cpp_native-scalar-short-262144,cpp_native,scalar,short,262144,8192,2020527465
9,r09-o272-c-scalar-double-8388608,c,scalar,double,8388608,256,2021479814
9,r09-o273-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,2035518002
9,r09-o274-c-scalar-string16-32768,c,scalar,string16,32768,65536,2044733380
9,r09-o275-cpp-avx2-double-67108864,cpp,avx2,double,67108864,32,2059450981
9,r09-o276-c-avx2-short-67108864,c,avx2,short,67108864,32,2062931749
9,r09-o277-c-scalar-short-8388608,c,scalar,short,8388608,256,2072596346
9,r09-o278-rust_unroll-u2-double-262144,rust_unroll,u2,double,262144,8192,2073975184
9,r09-o279-c-scalar-double-262144,c,scalar,double,262144,8192,2085225496
9,r09-o280-rust-scalar-double-8388608,rust,scalar,double,8388608,256,2097022214
9,r09-o281-go-scalar-short-67108864,go,scalar,short,67108864,32,2110542066
9,r09-o282-c-scalar-short-262144,c,scalar,short,262144,8192,2114069826
9,r09-o283-cpp_native-scalar-double-67108864,cpp_native,scalar,double,67108864,32,2116816828
9,r09-o284-c-avx2-short-8388608,c,avx2,short,8388608,256,2130176036
9,r09-o285-rust_unroll-u1-float-262144,rust_unroll,u1,float,262144,8192,2132981918
10,r10-o001-rust-avx2-int-1048576,rust,avx2,int,1048576,2048,0016698579
10,r10-o002-cpp_unroll-u1-double-67108864,cpp_unroll,u1,double,67108864,32,0021167400
10,r10-o003-cpp-avx2-float-262144,cpp,avx2,float,262144,8192,0023054029
10,r10-o004-rust-scalar-short-8388608,rust,scalar,short,8388608,256,0028730322
10,r10-o005-rust_unroll-u2-double-1048576,rust_unroll,u2,double,1048576,2048,0045692931
10,r10-o006-c-scalar-double-1048576,c,scalar,double,1048576,2048,0051078588
10,r10-o007-go-scalar-float-67108864,go,scalar,float,67108864,32,0053179950
10,r10-o008-rust-scalar-string16-8388608,rust,scalar,string16,8388608,256,0065921574
10,r10-o009-go-scalar-float-1048576,go,scalar,float,1048576,2048,0066171539
10,r10-o010-cpp-scalar-string16-262144,cpp,scalar,string16,262144,8192,0075929302
10,r10-o011-cpp_unroll-u2-float-1048576,cpp_unroll,u2,float,1048576,2048,0085508050
10,r10-o012-clangpp-scalar-double-67108864,clangpp,scalar,double,67108864,32,0088878352
10,r10-o013-cpp_unroll-u2-float-8388608,cpp_unroll,u2,float,8388608,256,0095512016
10,r10-o014-go-scalar-string16-32768,go,scalar,string16,32768,65536,0141654296
10,r10-o015-rust-avx2-int-67108864,rust,avx2,int,67108864,32,0149434839
10,r10-o016-c-avx2-double-262144,c,avx2,double,262144,8192,0167253041
10,r10-o017-rust_unroll-u2-double-8388608,rust_unroll,u2,double,8388608,256,0177766832
10,r10-o018-c-avx2-int-32768,c,avx2,int,32768,65536,0184785253
10,r10-o019-rust-scalar-string16-262144,rust,scalar,string16,262144,8192,0185641131
10,r10-o020-rust-avx2-short-1048576,rust,avx2,short,1048576,2048,0191565601
10,r10-o021-cpp_unroll-u1-float-8388608,cpp_unroll,u1,float,8388608,256,0200593377
10,r10-o022-go-scalar-string16-262144,go,scalar,string16,262144,8192,0206590168
10,r10-o023-rust_unroll-u8-double-1048576,rust_unroll,u8,double,1048576,2048,0217219920
10,r10-o024-go-scalar-float-32768,go,scalar,float,32768,65536,0217629190
10,r10-o025-rust_unroll-u8-double-32768,rust_unroll,u8,double,32768,65536,0217838605
10,r10-o026-cpp_native-scalar-string16-8388608,cpp_native,scalar,string16,8388608,256,0225033162
10,r10-o027-cpp-avx2-string16-67108864,cpp,avx2,string16,67108864,32,0225849657
10,r10-o028-rust_unroll-u1-double-67108864,rust_unroll,u1,double,67108864,32,0233282257
10,r10-o029-cpp-scalar-short-262144,cpp,scalar,short,262144,8192,0236506893
10,r10-o030-c-scalar-string16-8388608,c,scalar,string16,8388608,256,0257628902
10,r10-o031-cpp_unroll-u2-float-32768,cpp_unroll,u2,float,32768,65536,0275464276
10,r10-o032-rust-scalar-float-8388608,rust,scalar,float,8388608,256,0288408729
10,r10-o033-cpp-scalar-string16-32768,cpp,scalar,string16,32768,65536,0293800790
10,r10-o034-cpp_unroll-u2-double-1048576,cpp_unroll,u2,double,1048576,2048,0295914463
10,r10-o035-c-scalar-double-8388608,c,scalar,double,8388608,256,0303294592
10,r10-o036-c-scalar-int-8388608,c,scalar,int,8388608,256,0308046838
10,r10-o037-cpp-avx2-short-8388608,cpp,avx2,short,8388608,256,0309159969
10,r10-o038-c-scalar-int-262144,c,scalar,int,262144,8192,0324931487
10,r10-o039-clangpp-scalar-string16-67108864,clangpp,scalar,string16,67108864,32,0328814263
10,r10-o040-cpp_unroll-u1-double-32768,cpp_unroll,u1,double,32768,65536,0338222363
10,r10-o041-cpp_unroll-u1-double-8388608,cpp_unroll,u1,double,8388608,256,0357906965
10,r10-o042-rust-scalar-short-1048576,rust,scalar,short,1048576,2048,0359375228
10,r10-o043-rust_unroll-u1-float-8388608,rust_unroll,u1,float,8388608,256,0377735213
10,r10-o044-go-scalar-int-32768,go,scalar,int,32768,65536,0383880734
10,r10-o045-rust-avx2-float-1048576,rust,avx2,float,1048576,2048,0393752048
10,r10-o046-cpp-scalar-double-1048576,cpp,scalar,double,1048576,2048,0396283426
10,r10-o047-cpp-scalar-short-1048576,cpp,scalar,short,1048576,2048,0401164551
10,r10-o048-rust-avx2-double-32768,rust,avx2,double,32768,65536,0416377466
10,r10-o049-rust-scalar-int-8388608,rust,scalar,int,8388608,256,0419423126
10,r10-o050-go-scalar-short-262144,go,scalar,short,262144,8192,0421899085
10,r10-o051-rust_unroll-u1-double-1048576,rust_unroll,u1,double,1048576,2048,0432008433
10,r10-o052-rust-avx2-double-67108864,rust,avx2,double,67108864,32,0441605774
10,r10-o053-cpp-avx2-float-1048576,cpp,avx2,float,1048576,2048,0444504713
10,r10-o054-clangpp-scalar-int-262144,clangpp,scalar,int,262144,8192,0478956947
10,r10-o055-rust-avx2-short-67108864,rust,avx2,short,67108864,32,0482484270
10,r10-o056-clangpp-scalar-int-8388608,clangpp,scalar,int,8388608,256,0510452264
10,r10-o057-cpp_native-scalar-float-32768,cpp_native,scalar,float,32768,65536,0512005369
10,r10-o058-cpp_unroll-u1-float-1048576,cpp_unroll,u1,float,1048576,2048,0517088998
10,r10-o059-rust_unroll-u8-float-8388608,rust_unroll,u8,float,8388608,256,0529490405
10,r10-o060-c-scalar-int-32768,c,scalar,int,32768,65536,0538045455
10,r10-o061-clangpp-scalar-string16-262144,clangpp,scalar,string16,262144,8192,0540127666
10,r10-o062-clangpp-scalar-float-67108864,clangpp,scalar,float,67108864,32,0544938883
10,r10-o063-c-scalar-int-67108864,c,scalar,int,67108864,32,0552145270
10,r10-o064-rust_unroll-u2-float-8388608,rust_unroll,u2,float,8388608,256,0554115142
10,r10-o065-cpp_unroll-u8-double-262144,cpp_unroll,u8,double,262144,8192,0559382147
10,r10-o066-clangpp-scalar-int-32768,clangpp,scalar,int,32768,65536,0559625360
10,r10-o067-cpp-scalar-double-67108864,cpp,scalar,double,67108864,32,0574993594
10,r10-o068-rust-avx2-string16-262144,rust,avx2,string16,262144,8192,0583095394
10,r10-o069-cpp-avx2-int-262144,cpp,avx2,int,262144,8192,0590075634
10,r10-o070-cpp_unroll-u8-double-32768,cpp_unroll,u8,double,32768,65536,0593037567
10,r10-o071-c-avx2-short-67108864,c,avx2,short,67108864,32,0593056952
10,r10-o072-cpp-avx2-short-67108864,cpp,avx2,short,67108864,32,0597000596
10,r10-o073-cpp_native-scalar-string16-67108864,cpp_native,scalar,string16,67108864,32,0603476376
10,r10-o074-cpp-scalar-short-67108864,cpp,scalar,short,67108864,32,0603609906
10,r10-o075-cpp-scalar-int-32768,cpp,scalar,int,32768,65536,0603946840
10,r10-o076-rust_unroll-u8-float-262144,rust_unroll,u8,float,262144,8192,0617467964
10,r10-o077-rust_unroll-u2-float-32768,rust_unroll,u2,float,32768,65536,0620895872
10,r10-o078-clangpp-scalar-string16-8388608,clangpp,scalar,string16,8388608,256,0623062238
10,r10-o079-cpp-scalar-int-67108864,cpp,scalar,int,67108864,32,0639937069
10,r10-o080-rust-avx2-double-262144,rust,avx2,double,262144,8192,0657209013
10,r10-o081-rust-scalar-double-32768,rust,scalar,double,32768,65536,0668236258
10,r10-o082-c-avx2-int-8388608,c,avx2,int,8388608,256,0678149987
10,r10-o083-c-avx2-string16-1048576,c,avx2,string16,1048576,2048,0695200976
10,r10-o084-rust-avx2-string16-67108864,rust,avx2,string16,67108864,32,0709713786
10,r10-o085-cpp-avx2-int-8388608,cpp,avx2,int,8388608,256,0727817724
10,r10-o086-cpp_native-scalar-short-32768,cpp_native,scalar,short,32768,65536,0732710423
10,r10-o087-c-avx2-short-262144,c,avx2,short,262144,8192,0733472110
10,r10-o088-c-scalar-float-262144,c,scalar,float,262144,8192,0746321096
10,r10-o089-c-scalar-short-262144,c,scalar,short,262144,8192,0746909470
10,r10-o090-rust-avx2-int-8388608,rust,avx2,int,8388608,256,0750739284
10,r10-o091-cpp-scalar-short-8388608,cpp,scalar,short,8388608,256,0753996322
10,r10-o092-rust-scalar-int-32768,rust,scalar,int,32768,65536,0754955479
10,r10-o093-clangpp-scalar-float-32768,clangpp,scalar,float,32768,65536,0778613277
10,r10-o094-rust_unroll-u2-float-67108864,rust_unroll,u2,float,67108864,32,0783196097
10,r10-o095-c-scalar-double-262144,c,scalar,double,262144,8192,0790909974
10,r10-o096-c-avx2-float-262144,c,avx2,float,262144,8192,0801782216
10,r10-o097-rust-scalar-int-1048576,rust,scalar,int,1048576,2048,0802440015
10,r10-o098-cpp_native-scalar-int-1048576,cpp_native,scalar,int,1048576,2048,0802473158
10,r10-o099-rust-scalar-float-32768,rust,scalar,float,32768,65536,0806408285
10,r10-o100-clangpp-scalar-double-1048576,clangpp,scalar,double,1048576,2048,0809306150
10,r10-o101-rust-scalar-double-67108864,rust,scalar,double,67108864,32,0823349345
10,r10-o102-c-scalar-string16-32768,c,scalar,string16,32768,65536,0829636632
10,r10-o103-rust-scalar-float-262144,rust,scalar,float,262144,8192,0845739713
10,r10-o104-go-scalar-float-8388608,go,scalar,float,8388608,256,0858175980
10,r10-o105-cpp-avx2-float-67108864,cpp,avx2,float,67108864,32,0863746494
10,r10-o106-rust_unroll-u8-float-1048576,rust_unroll,u8,float,1048576,2048,0870553531
10,r10-o107-c-avx2-short-32768,c,avx2,short,32768,65536,0872604208
10,r10-o108-c-avx2-float-1048576,c,avx2,float,1048576,2048,0879062302
10,r10-o109-c-avx2-int-67108864,c,avx2,int,67108864,32,0884791256
10,r10-o110-cpp_unroll-u1-float-262144,cpp_unroll,u1,float,262144,8192,0890083537
10,r10-o111-go-scalar-short-1048576,go,scalar,short,1048576,2048,0903307534
10,r10-o112-c-avx2-string16-262144,c,avx2,string16,262144,8192,0907882455
10,r10-o113-rust-avx2-string16-8388608,rust,avx2,string16,8388608,256,0936533073
10,r10-o114-c-scalar-double-67108864,c,scalar,double,67108864,32,0937228833
10,r10-o115-rust_unroll-u2-float-262144,rust_unroll,u2,float,262144,8192,0982859780
10,r10-o116-rust_unroll-u1-float-32768,rust_unroll,u1,float,32768,65536,0987402429
10,r10-o117-cpp-avx2-int-32768,cpp,avx2,int,32768,65536,0997479251
10,r10-o118-clangpp-scalar-short-8388608,clangpp,scalar,short,8388608,256,1000523197
10,r10-o119-cpp_unroll-u8-double-67108864,cpp_unroll,u8,double,67108864,32,1001802825
10,r10-o120-cpp-scalar-float-67108864,cpp,scalar,float,67108864,32,1002891671
10,r10-o121-cpp_native-scalar-string16-262144,cpp_native,scalar,string16,262144,8192,1015602455
10,r10-o122-cpp-scalar-int-262144,cpp,scalar,int,262144,8192,1027405615
10,r10-o123-cpp-scalar-double-32768,cpp,scalar,double,32768,65536,1032377158
10,r10-o124-c-scalar-float-67108864,c,scalar,float,67108864,32,1037128711
10,r10-o125-rust-scalar-float-1048576,rust,scalar,float,1048576,2048,1037556753
10,r10-o126-go-scalar-int-67108864,go,scalar,int,67108864,32,1044417581
10,r10-o127-cpp-scalar-float-8388608,cpp,scalar,float,8388608,256,1046736097
10,r10-o128-c-avx2-float-67108864,c,avx2,float,67108864,32,1049631248
10,r10-o129-go-scalar-short-8388608,go,scalar,short,8388608,256,1050005026
10,r10-o130-cpp_unroll-u8-float-8388608,cpp_unroll,u8,float,8388608,256,1060440856
10,r10-o131-cpp_native-scalar-float-1048576,cpp_native,scalar,float,1048576,2048,1075213696
10,r10-o132-c-avx2-double-1048576,c,avx2,double,1048576,2048,1080513038
10,r10-o133-c-avx2-float-8388608,c,avx2,float,8388608,256,1086998769
10,r10-o134-c-avx2-string16-32768,c,avx2,string16,32768,65536,1089220236
10,r10-o135-cpp-scalar-string16-8388608,cpp,scalar,string16,8388608,256,1096968050
10,r10-o136-c-avx2-float-32768,c,avx2,float,32768,65536,1101229817
10,r10-o137-c-scalar-string16-262144,c,scalar,string16,262144,8192,1114814016
10,r10-o138-rust-scalar-string16-32768,rust,scalar,string16,32768,65536,1120302435
10,r10-o139-cpp_unroll-u8-float-67108864,cpp_unroll,u8,float,67108864,32,1120350084
10,r10-o140-go-scalar-int-8388608,go,scalar,int,8388608,256,1121121011
10,r10-o141-c-scalar-short-8388608,c,scalar,short,8388608,256,1122199153
10,r10-o142-cpp_native-scalar-int-262144,cpp_native,scalar,int,262144,8192,1124408116
10,r10-o143-cpp_unroll-u2-double-67108864,cpp_unroll,u2,double,67108864,32,1129297465
10,r10-o144-go-scalar-double-1048576,go,scalar,double,1048576,2048,1141427356
10,r10-o145-clangpp-scalar-double-8388608,clangpp,scalar,double,8388608,256,1142144073
10,r10-o146-rust_unroll-u1-double-262144,rust_unroll,u1,double,262144,8192,1153896032
10,r10-o147-cpp-avx2-double-262144,cpp,avx2,double,262144,8192,1158860525
10,r10-o148-cpp_unroll-u1-double-262144,cpp_unroll,u1,double,262144,8192,1160999879
10,r10-o149-cpp-scalar-float-32768,cpp,scalar,float,32768,65536,1168288537
10,r10-o150-cpp_unroll-u2-double-8388608,cpp_unroll,u2,double,8388608,256,1173307276
10,r10-o151-cpp-avx2-float-8388608,cpp,avx2,float,8388608,256,1177884046
10,r10-o152-rust-avx2-int-262144,rust,avx2,int,262144,8192,1182137353
10,r10-o153-cpp_unroll-u8-float-1048576,cpp_unroll,u8,float,1048576,2048,1206449462
10,r10-o154-rust_unroll-u8-double-262144,rust_unroll,u8,double,262144,8192,1207366243
10,r10-o155-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,1214789339
10,r10-o156-cpp-avx2-short-1048576,cpp,avx2,short,1048576,2048,1220848033
10,r10-o157-rust-scalar-double-262144,rust,scalar,double,262144,8192,1228031978
10,r10-o158-cpp-scalar-string16-67108864,cpp,scalar,string16,67108864,32,1240457471
10,r10-o159-rust-avx2-float-262144,rust,avx2,float,262144,8192,1246474914
10,r10-o160-rust-avx2-float-32768,rust,avx2,float,32768,65536,1248183126
10,r10-o161-cpp_native-scalar-float-8388608,cpp_native,scalar,float,8388608,256,1255538920
10,r10-o162-c-avx2-int-262144,c,avx2,int,262144,8192,1269361572
10,r10-o163-go-scalar-double-67108864,go,scalar,double,67108864,32,1288610803
10,r10-o164-cpp_native-scalar-int-32768,cpp_native,scalar,int,32768,65536,1292268275
10,r10-o165-cpp-scalar-float-1048576,cpp,scalar,float,1048576,2048,1304322933
10,r10-o166-clangpp-scalar-float-262144,clangpp,scalar,float,262144,8192,1330187920
10,r10-o167-rust-scalar-double-1048576,rust,scalar,double,1048576,2048,1340501897
10,r10-o168-c-avx2-int-1048576,c,avx2,int,1048576,2048,1349025808
10,r10-o169-rust-avx2-int-32768,rust,avx2,int,32768,65536,1355487019
10,r10-o170-rust_unroll-u8-float-32768,rust_unroll,u8,float,32768,65536,1356676499
10,r10-o171-cpp-scalar-double-8388608,cpp,scalar,double,8388608,256,1360412617
10,r10-o172-cpp_native-scalar-string16-32768,cpp_native,scalar,string16,32768,65536,1361800875
10,r10-o173-cpp-avx2-short-262144,cpp,avx2,short,262144,8192,1362472448
10,r10-o174-c-avx2-string16-67108864,c,avx2,string16,67108864,32,1366279217
10,r10-o175-c-scalar-float-8388608,c,scalar,float,8388608,256,1375103254
10,r10-o176-cpp_unroll-u8-float-32768,cpp_unroll,u8,float,32768,65536,1381072564
10,r10-o177-rust-avx2-short-32768,rust,avx2,short,32768,65536,1383711845
10,r10-o178-cpp_native-scalar-string16-1048576,cpp_native,scalar,string16,1048576,2048,1389411589
10,r10-o179-cpp_native-scalar-double-32768,cpp_native,scalar,double,32768,65536,1390294961
10,r10-o180-rust_unroll-u2-double-262144,rust_unroll,u2,double,262144,8192,1405379091
10,r10-o181-rust_unroll-u8-double-8388608,rust_unroll,u8,double,8388608,256,1407593666
10,r10-o182-cpp-avx2-double-8388608,cpp,avx2,double,8388608,256,1409733894
10,r10-o183-rust_unroll-u1-double-8388608,rust_unroll,u1,double,8388608,256,1412856973
