sample_id,event,value,unit,time_enabled,time_running
r01-o186-cpp-avx2-string16-262144,instructions,469950853,count,75684659,75684659
r01-o186-cpp-avx2-string16-262144,ref-cycles,166061852,count,75684659,75684659
r01-o187-rust_unroll-u2-float-32768,cycles,1611823385,count,734396622,734396622
r01-o187-rust_unroll-u2-float-32768,instructions,3221881112,count,734396622,734396622
r01-o187-rust_unroll-u2-float-32768,ref-cycles,1611823400,count,734396622,734396622
r01-o188-cpp_native-scalar-short-8388608,cycles,1459556457,count,665029877,665029877
r01-o188-cpp_native-scalar-short-8388608,instructions,4294969362,count,665029877,665029877
r01-o188-cpp_native-scalar-short-8388608,ref-cycles,1459556428,count,665029877,665029877
r01-o189-cpp-avx2-short-1048576,cycles,168634717,count,76856965,76856965
r01-o189-cpp-avx2-short-1048576,instructions,268523894,count,76856965,76856965
r01-o189-cpp-avx2-short-1048576,ref-cycles,168634730,count,76856965,76856965
r01-o190-rust-avx2-string16-262144,cycles,189853457,count,86523707,86523707
r01-o190-rust-avx2-string16-262144,instructions,537035032,count,86523707,86523707
r01-o190-rust-avx2-string16-262144,ref-cycles,189853444,count,86523707,86523707
r01-o191-cpp_unroll-u8-double-1048576,cycles,805394038,count,366962978,366962978
r01-o191-cpp_unroll-u8-double-1048576,instructions,369117468,count,366962978,366962978
r01-o191-cpp_unroll-u8-double-1048576,ref-cycles,805394018,count,366962978,366962978
r01-o192-cpp-scalar-float-1048576,cycles,1610877900,count,733969374,733969374
r01-o192-cpp-scalar-float-1048576,instructions,2147498342,count,733969374,733969374
r01-o192-cpp-scalar-float-1048576,ref-cycles,1610877928,count,733969374,733969374
r01-o193-cpp_native-scalar-double-32768,cycles,805346345,count,366941277,366941277
r01-o193-cpp_native-scalar-double-32768,instructions,671744273,count,366941277,366941277
r01-o193-cpp_native-scalar-double-32768,ref-cycles,805346322,count,366941277,366941277
r01-o194-rust-scalar-int-8388608,cycles,779250732,count,355084193,355084193
r01-o194-rust-scalar-int-8388608,instructions,2147485214,count,355084193,355084193
r01-o194-rust-scalar-int-8388608,ref-cycles,779250736,count,355084193,355084193
r01-o195-clangpp-scalar-float-8388608,cycles,1636162299,count,745462629,745462629
r01-o195-clangpp-scalar-float-8388608,instructions,738200993,count,745462629,745462629
r01-o195-clangpp-scalar-float-8388608,ref-cycles,1636162308,count,745462629,745462629
r01-o196-cpp-scalar-string16-32768,cycles,2015222534,count,918183808,918183808
r01-o196-cpp-scalar-string16-32768,instructions,4832362880,count,918183808,918183808
r01-o196-cpp-scalar-string16-32768,ref-cycles,2015222528,count,918183808,918183808
r01-o197-rust_unroll-u1-float-67108864,cycles,1680152523,count,765533831,765533831
r01-o197-rust_unroll-u1-float-67108864,instructions,2147484096,count,765533831,765533831
r01-o197-rust_unroll-u1-float-67108864,ref-cycles,1680152518,count,765533831,765533831
r01-o198-clangpp-scalar-double-32768,cycles,805318734,count,366928750,366928750
r01-o198-clangpp-scalar-double-32768,instructions,369689786,count,366928750,366928750
r01-o198-clangpp-scalar-double-32768,ref-cycles,805318734,count,366928750,366928750
r01-o199-rust_unroll-u8-double-67108864,cycles,863159912,count,393317252,393317252
r01-o199-rust_unroll-u8-double-67108864,instructions,1207960121,count,393317252,393317252
r01-o199-rust_unroll-u8-double-67108864,ref-cycles,863159902,count,393317252,393317252
r01-o200-rust_unroll-u2-double-67108864,cycles,881847760,count,401802002,401802002
r01-o200-rust_unroll-u2-double-67108864,instructions,1610613333,count,401802002,401802002
r01-o200-rust_unroll-u2-double-67108864,ref-cycles,881847758,count,401802002,401802002
r01-o201-cpp-avx2-short-262144,cycles,142187701,count,64806427,64806427
r01-o201-cpp-avx2-short-262144,instructions,268788086,count,64806427,64806427
r01-o201-cpp-avx2-short-262144,ref-cycles,142187694,count,64806427,64806427
r01-o202-cpp_unroll-u8-float-32768,cycles,1610633414,count,733849816,733849816
r01-o202-cpp_unroll-u8-float-32768,instructions,873136404,count,733849816,733849816
r01-o202-cpp_unroll-u8-float-32768,ref-cycles,1610633398,count,733849816,733849816
r01-o203-clangpp-scalar-string16-262144,cycles,1466147774,count,668030253,668030253
r01-o203-clangpp-scalar-string16-262144,instructions,4697670839,count,668030253,668030253
r01-o203-clangpp-scalar-string16-262144,ref-cycles,1466147760,count,668030253,668030253
r01-o204-cpp-scalar-short-67108864,cycles,1482038691,count,675274450,675274450
r01-o204-cpp-scalar-short-67108864,instructions,4294967759,count,675274450,675274450
r01-o204-cpp-scalar-short-67108864,ref-cycles,1482038646,count,675274450,675274450
r01-o205-cpp-scalar-float-8388608,cycles,1649907042,count,751727552,751727552
r01-o205-cpp-scalar-float-8388608,instructions,2147485796,count,751727552,751727552
r01-o205-cpp-scalar-float-8388608,ref-cycles,1649907072,count,751727552,751727552
r01-o206-cpp_unroll-u1-float-32768,cycles,1610634290,count,733850170,733850170
r01-o206-cpp_unroll-u1-float-32768,instructions,2147942675,count,733850170,733850170
r01-o206-cpp_unroll-u1-float-32768,ref-cycles,1610634234,count,733850170,733850170
r01-o207-go-scalar-string16-1048576,cycles,4967963556,count,2267200762,2267200762
r01-o207-go-scalar-string16-1048576,instructions,12616663494,count,2267200762,2267200762
r01-o207-go-scalar-string16-1048576,ref-cycles,4967965310,count,2267200762,2267200762
r01-o208-rust-avx2-double-262144,cycles,220598605,count,100541948,100541948
r01-o208-rust-avx2-double-262144,instructions,402792725,count,100541948,100541948
r01-o208-rust-avx2-double-262144,ref-cycles,220598598,count,100541948,100541948
r01-o209-rust-avx2-string16-32768,cycles,139586082,count,63620485,63620485
r01-o209-rust-avx2-string16-32768,instructions,538181912,count,63620485,63620485
r01-o209-rust-avx2-string16-32768,ref-cycles,139586040,count,63620485,63620485
r01-o210-cpp_native-scalar-float-262144,cycles,1610695780,count,733883401,733883401
r01-o210-cpp_native-scalar-float-262144,instructions,1342259475,count,733883401,733883401
r01-o210-cpp_native-scalar-float-262144,ref-cycles,1610695790,count,733883401,733883401
r01-o211-cpp_unroll-u8-float-262144,cycles,1610846589,count,733957897,733957897
r01-o211-cpp_unroll-u8-float-262144,instructions,872505620,count,733957897,733957897
r01-o211-cpp_unroll-u8-float-262144,ref-cycles,1610846578,count,733957897,733957897
r01-o212-rust_unroll-u2-float-1048576,cycles,1614467351,count,735604676,735604676
r01-o212-rust_unroll-u2-float-1048576,instructions,3221246232,count,735604676,735604676
r01-o212-rust_unroll-u2-float-1048576,ref-cycles,1614467404,count,735604676,735604676
r01-o213-cpp_unroll-u1-float-8388608,cycles,1685401146,count,767901008,767901008
r01-o213-cpp_unroll-u1-float-8388608,instructions,2147485713,count,767901008,767901008
r01-o213-cpp_unroll-u1-float-8388608,ref-cycles,1685401168,count,767901008,767901008
r01-o214-rust-avx2-int-8388608,cycles,326852713,count,148979017,148979017
r01-o214-rust-avx2-int-8388608,instructions,402660379,count,148979017,148979017
r01-o214-rust-avx2-int-8388608,ref-cycles,326852724,count,148979017,148979017
r01-o215-cpp_native-scalar-string16-8388608,cycles,1570423795,count,715514933,715514933
r01-o215-cpp_native-scalar-string16-8388608,instructions,4697622543,count,715514933,715514933
r01-o215-cpp_native-scalar-string16-8388608,ref-cycles,1570423800,count,715514933,715514933
r01-o216-c-scalar-double-67108864,cycles,878591945,count,400350908,400350908
r01-o216-c-scalar-double-67108864,instructions,1073742433,count,400350908,400350908
r01-o216-c-scalar-double-67108864,ref-cycles,878591956,count,400350908,400350908
r01-o217-c-avx2-short-1048576,cycles,168711667,count,76893828,76893828
r01-o217-c-avx2-short-1048576,instructions,268523894,count,76893828,76893828
r01-o217-c-avx2-short-1048576,ref-cycles,168711642,count,76893828,76893828
r01-o218-cpp-scalar-int-262144,cycles,693983482,count,316206401,316206401
r01-o218-cpp-scalar-int-262144,instructions,2147524937,count,316206401,316206401
r01-o218-cpp-scalar-int-262144,ref-cycles,693983466,count,316206401,316206401
r01-o219-c-avx2-double-8388608,cycles,323886957,count,147604077,147604077
r01-o219-c-avx2-double-8388608,instructions,268441217,count,147604077,147604077
r01-o219-c-avx2-double-8388608,ref-cycles,323886970,count,147604077,147604077
r01-o220-c-scalar-short-32768,cycles,1369804959,count,624133665,624133665
r01-o220-c-scalar-short-32768,instructions,4295295279,count,624133665,624133665
r01-o220-c-scalar-short-32768,ref-cycles,1369804986,count,624133665,624133665
r01-o221-cpp-avx2-string16-1048576,cycles,190817778,count,86965598,86965598
r01-o221-cpp-avx2-string16-1048576,instructions,469809541,count,86965598,86965598
r01-o221-cpp-avx2-string16-1048576,ref-cycles,190817770,count,86965598,86965598
r01-o222-cpp_native-scalar-int-8388608,cycles,808020982,count,368166293,368166293
r01-o222-cpp_native-scalar-int-8388608,instructions,2147485712,count,368166293,368166293
r01-o222-cpp_native-scalar-int-8388608,ref-cycles,808020994,count,368166293,368166293
r01-o223-rust_unroll-u1-float-8388608,cycles,1681842263,count,766279069,766279069
r01-o223-rust_unroll-u1-float-8388608,instructions,2147485214,count,766279069,766279069
r01-o223-rust_unroll-u1-float-8388608,ref-cycles,1681842272,count,766279069,766279069
r01-o224-go-scalar-float-67108864,cycles,1689506308,count,772246801,772246801
r01-o224-go-scalar-float-67108864,instructions,2684422313,count,772246801,772246801
r01-o224-go-scalar-float-67108864,ref-cycles,1689506214,count,772246801,772246801
r01-o225-rust_unroll-u1-float-262144,cycles,1610677317,count,733877132,733877132
r01-o225-rust_unroll-u1-float-262144,instructions,2147524896,count,733877132,733877132
r01-o225-rust_unroll-u1-float-262144,ref-cycles,1610677310,count,733877132,733877132
r01-o226-clangpp-scalar-string16-1048576,cycles,1480148758,count,674408688,674408688
r01-o226-clangpp-scalar-string16-1048576,instructions,4697633975,count,674408688,674408688
r01-o226-clangpp-scalar-string16-1048576,ref-cycles,1480148758,count,674408688,674408688
r01-o227-c-scalar-double-262144,cycles,805393607,count,366963383,366963383
r01-o227-c-scalar-double-262144,instructions,1073799551,count,366963383,366963383
r01-o227-c-scalar-double-262144,ref-cycles,805393600,count,366963383,366963383
r01-o228-c-avx2-short-8388608,cycles,304748010,count,138872812,138872812
r01-o228-c-avx2-short-8388608,instructions,268446838,count,138872812,138872812
r01-o228-c-avx2-short-8388608,ref-cycles,304748026,count,138872812,138872812
r01-o229-go-scalar-int-262144,cycles,1020583623,count,466125956,466125956
r01-o229-go-scalar-int-262144,instructions,2684458595,count,466125956,466125956
r01-o229-go-scalar-int-262144,ref-cycles,1020584312,count,466125956,466125956
r01-o230-clangpp-scalar-float-32768,cycles,1610792281,count,733901067,733901067
r01-o230-clangpp-scalar-float-32768,instructions,738788513,count,733901067,733901067
r01-o230-clangpp-scalar-float-32768,ref-cycles,1610792304,count,733901067,733901067
r01-o231-rust-scalar-float-8388608,cycles,1675123382,count,763245706,763245706
r01-o231-rust-scalar-float-8388608,instructions,2147485221,count,763245706,763245706
r01-o231-rust-scalar-float-8388608,ref-cycles,1675123406,count,763245706,763245706
r01-o232-cpp_native-scalar-float-67108864,cycles,1653333741,count,753319163,753319163
r01-o232-cpp_native-scalar-float-67108864,instructions,1342177875,count,753319163,753319163
r01-o232-cpp_native-scalar-float-67108864,ref-cycles,1653333748,count,753319163,753319163
r01-o233-cpp-avx2-float-32768,cycles,201685552,count,91922009,91922009
r01-o233-cpp-avx2-float-32768,instructions,271581543,count,91922009,91922009
r01-o233-cpp-avx2-float-32768,ref-cycles,201685550,count,91922009,91922009
r01-o234-clangpp-scalar-float-262144,cycles,1610679351,count,733875636,733875636
r01-o234-clangpp-scalar-float-262144,instructions,738272419,count,733875636,733875636
r01-o234-clangpp-scalar-float-262144,ref-cycles,1610679378,count,733875636,733875636
r01-o235-rust-avx2-string16-8388608,cycles,301121703,count,137220935,137220935
r01-o235-rust-avx2-string16-8388608,instructions,536876312,count,137220935,137220935
r01-o235-rust-avx2-string16-8388608,ref-cycles,301121700,count,137220935,137220935
r01-o236-c-scalar-float-262144,cycles,1610710811,count,733890718,733890718
r01-o236-c-scalar-float-262144,instructions,2147541350,count,733890718,733890718
r01-o236-c-scalar-float-262144,ref-cycles,1610710816,count,733890718,733890718
r01-o237-cpp_native-scalar-float-8388608,cycles,1645546765,count,749741256,749741256
r01-o237-cpp_native-scalar-float-8388608,instructions,1342180113,count,749741256,749741256
r01-o237-cpp_native-scalar-float-8388608,ref-cycles,1645546760,count,749741256,749741256
r01-o238-rust-scalar-short-1048576,cycles,1393113892,count,634753014,634753014
r01-o238-rust-scalar-short-1048576,instructions,4294977822,count,634753014,634753014
r01-o238-rust-scalar-short-1048576,ref-cycles,1393113854,count,634753014,634753014
r01-o239-c-avx2-double-1048576,cycles,204810017,count,93345309,93345309
r01-o239-c-avx2-double-1048576,instructions,268478849,count,93345309,93345309
r01-o239-c-avx2-double-1048576,ref-cycles,204809990,count,93345309,93345309
r01-o240-clangpp-scalar-double-67108864,cycles,855065131,count,389598141,389598141
r01-o240-clangpp-scalar-double-67108864,instructions,369100250,count,389598141,389598141
r01-o240-clangpp-scalar-double-67108864,ref-cycles,855065156,count,389598141,389598141
r01-o241-c-avx2-int-32768,cycles,79315302,count,36173095,36173095
r01-o241-c-avx2-int-32768,instructions,270205299,count,36173095,36173095
r01-o241-c-avx2-int-32768,ref-cycles,79315302,count,36173095,36173095
r01-o242-cpp-scalar-int-67108864,cycles,786087870,count,358174934,358174934
r01-o242-cpp-scalar-int-67108864,instructions,2147484137,count,358174934,358174934
r01-o242-cpp-scalar-int-67108864,ref-cycles,786087852,count,358174934,358174934
r01-o243-clangpp-scalar-int-67108864,cycles,664395256,count,302731323,302731323
r01-o243-clangpp-scalar-int-67108864,instructions,738198951,count,302731323,302731323
r01-o243-clangpp-scalar-int-67108864,ref-cycles,664395270,count,302731323,302731323
r01-o244-rust_unroll-u2-float-262144,cycles,1610646622,count,733859273,733859273
r01-o244-rust_unroll-u2-float-262144,instructions,3221307672,count,733859273,733859273
r01-o244-rust_unroll-u2-float-262144,ref-cycles,1610646642,count,733859273,733859273
r01-o245-clangpp-scalar-double-8388608,cycles,843021625,count,384112602,384112602
r01-o245-clangpp-scalar-double-8388608,instructions,369102266,count,384112602,384112602
r01-o245-clangpp-scalar-double-8388608,ref-cycles,843021630,count,384112602,384112602
r01-o246-go-scalar-float-1048576,cycles,1611507120,count,735728731,735728731
r01-o246-go-scalar-float-1048576,instructions,2684435185,count,735728731,735728731
r01-o246-go-scalar-float-1048576,ref-cycles,1611507832,count,735728731,735728731
r01-o247-rust-scalar-short-32768,cycles,1369004697,count,623768176,623768176
r01-o247-rust-scalar-short-32768,instructions,4295295262,count,623768176,623768176
r01-o247-rust-scalar-short-32768,ref-cycles,1369004692,count,623768176,623768176
r01-o248-cpp_unroll-u8-float-67108864,cycles,1639817437,count,747161304,747161304
r01-o248-cpp_unroll-u8-float-67108864,instructions,872415860,count,747161304,747161304
r01-o248-cpp_unroll-u8-float-67108864,ref-cycles,1639817432,count,747161304,747161304
r01-o249-rust-scalar-float-32768,cycles,1611181476,count,734078473,734078473
r01-o249-rust-scalar-float-32768,instructions,2147811612,count,734078473,734078473
r01-o249-rust-scalar-float-32768,ref-cycles,1611181506,count,734078473,734078473
r01-o250-cpp-scalar-float-262144,cycles,1610633976,count,733852993,733852993
r01-o250-cpp-scalar-float-262144,instructions,2147541350,count,733852993,733852993
r01-o250-cpp-scalar-float-262144,ref-cycles,1610633948,count,733852993,733852993
r01-o251-c-scalar-float-1048576,cycles,1610922263,count,733987354,733987354
r01-o251-c-scalar-float-1048576,instructions,2147498342,count,733987354,733987354
r01-o251-c-scalar-float-1048576,ref-cycles,1610922258,count,733987354,733987354
r01-o252-rust-scalar-short-67108864,cycles,1480610140,count,674622339,674622339
r01-o252-rust-scalar-short-67108864,instructions,4294967742,count,674622339,674622339
r01-o252-rust-scalar-short-67108864,ref-cycles,1480610164,count,674622339,674622339
r01-o253-c-scalar-double-1048576,cycles,805355232,count,366946019,366946019
r01-o253-c-scalar-double-1048576,instructions,1073756543,count,366946019,366946019
r01-o253-c-scalar-double-1048576,ref-cycles,805355210,count,366946019,366946019
r01-o254-rust-avx2-double-1048576,cycles,223846453,count,102019087,102019087
r01-o254-rust-avx2-double-1048576,instructions,402688277,count,102019087,102019087
r01-o254-rust-avx2-double-1048576,ref-cycles,223846458,count,102019087,102019087
r01-o255-rust_unroll-u8-double-8388608,cycles,844304917,count,384695762,384695762
r01-o255-rust_unroll-u8-double-8388608,instructions,1207962135,count,384695762,384695762
r01-o255-rust_unroll-u8-double-8388608,ref-cycles,844304912,count,384695762,384695762
r01-o256-clangpp-scalar-int-8388608,cycles,616336265,count,280860898,280860898
r01-o256-clangpp-scalar-int-8388608,instructions,738200969,count,280860898,280860898
r01-o256-clangpp-scalar-int-8388608,ref-cycles,616336248,count,280860898,280860898
r01-o257-rust-scalar-double-262144,cycles,805377663,count,366956679,366956679
r01-o257-rust-scalar-double-262144,instructions,1073783067,count,366956679,366956679
r01-o257-rust-scalar-double-262144,ref-cycles,805377672,count,366956679,366956679
r01-o258-cpp-avx2-float-1048576,cycles,205267200,count,93555478,93555478
r01-o258-cpp-avx2-float-1048576,instructions,268534119,count,93555478,93555478
r01-o258-cpp-avx2-float-1048576,ref-cycles,205267172,count,93555478,93555478
r01-o259-cpp-scalar-double-67108864,cycles,880413666,count,401174679,401174679
r01-o259-cpp-scalar-double-67108864,instructions,1073742433,count,401174679,401174679
r01-o259-cpp-scalar-double-67108864,ref-cycles,880413644,count,401174679,401174679
r01-o260-cpp-scalar-float-32768,cycles,1611255903,count,734113151,734113151
r01-o260-cpp-scalar-float-32768,instructions,2147942756,count,734113151,734113151
r01-o260-cpp-scalar-float-32768,ref-cycles,1611255910,count,734113151,734113151
r01-o261-cpp_unroll-u1-double-1048576,cycles,805492237,count,367037551,367037551
r01-o261-cpp_unroll-u1-double-1048576,instructions,1073756435,count,367037551,367037551
r01-o261-cpp_unroll-u1-double-1048576,ref-cycles,805492248,count,367037551,367037551
r01-o262-cpp_native-scalar-short-67108864,cycles,1481381354,count,674947512,674947512
r01-o262-cpp_native-scalar-short-67108864,instructions,4294967792,count,674947512,674947512
r01-o262-cpp_native-scalar-short-67108864,ref-cycles,1481381374,count,674947512,674947512
r01-o263-cpp_native-scalar-short-262144,cycles,1390493092,count,633534090,633534090
r01-o263-cpp_native-scalar-short-262144,instructions,4295024912,count,633534090,633534090
r01-o263-cpp_native-scalar-short-262144,ref-cycles,1390493126,count,633534090,633534090
r01-o264-rust-scalar-float-262144,cycles,1610668169,count,733871209,733871209
r01-o264-rust-scalar-float-262144,instructions,2147524894,count,733871209,733871209
r01-o264-rust-scalar-float-262144,ref-cycles,1610668158,count,733871209,733871209
r01-o265-go-scalar-double-262144,cycles,805503127,count,367936211,367936211
r01-o265-go-scalar-double-262144,instructions,1342275748,count,367936211,367936211
r01-o265-go-scalar-double-262144,ref-cycles,805503600,count,367936211,367936211
r01-o266-go-scalar-float-32768,cycles,1611602362,count,735634939,735634939
r01-o266-go-scalar-float-32768,instructions,2684943543,count,735634939,735634939
r01-o266-go-scalar-float-32768,ref-cycles,1611602938,count,735634939,735634939
r01-o267-c-scalar-float-8388608,cycles,1670779797,count,761260662,761260662
r01-o267-c-scalar-float-8388608,instructions,2147485798,count,761260662,761260662
r01-o267-c-scalar-float-8388608,ref-cycles,1670779792,count,761260662,761260662
r01-o268-rust-scalar-int-1048576,cycles,699743872,count,318829880,318829880
r01-o268-rust-scalar-int-1048576,instructions,2147494172,count,318829880,318829880
r01-o268-rust-scalar-int-1048576,ref-cycles,699743858,count,318829880,318829880
r01-o269-go-scalar-double-1048576,cycles,805519924,count,367961382,367961382
r01-o269-go-scalar-double-1048576,instructions,1342227913,count,367961382,367961382
r01-o269-go-scalar-double-1048576,ref-cycles,805520540,count,367961382,367961382
r01-o270-rust-avx2-string16-1048576,cycles,201354423,count,91786904,91786904
r01-o270-rust-avx2-string16-1048576,instructions,536912154,count,91786904,91786904
r01-o270-rust-avx2-string16-1048576,ref-cycles,201354428,count,91786904,91786904
r01-o271-go-scalar-float-8388608,cycles,1671084402,count,764162695,764162695
r01-o271-go-scalar-float-8388608,instructions,2684824404,count,764162695,764162695
r01-o271-go-scalar-float-8388608,ref-cycles,1671084932,count,764162695,764162695
r01-o272-rust-scalar-int-32768,cycles,685486218,count,312356780,312356780
r01-o272-rust-scalar-int-32768,instructions,2147811614,count,312356780,312356780
r01-o272-rust-scalar-int-32768,ref-cycles,685486208,count,312356780,312356780
r01-o273-rust-avx2-double-67108864,cycles,364035396,count,165893258,165893258
r01-o273-rust-avx2-double-67108864,instructions,402654005,count,165893258,165893258
r01-o273-rust-avx2-double-67108864,ref-cycles,364035408,count,165893258,165893258
r01-o274-cpp-scalar-double-8388608,cycles,863724268,count,393541235,393541235
r01-o274-cpp-scalar-double-8388608,instructions,1073743999,count,393541235,393541235
r01-o274-cpp-scalar-double-8388608,ref-cycles,863724268,count,393541235,393541235
r01-o275-rust_unroll-u2-double-1048576,cycles,805621973,count,367092041,367092041
r01-o275-rust_unroll-u2-double-1048576,instructions,1610633495,count,367092041,367092041
r01-o275-rust_unroll-u2-double-1048576,ref-cycles,805621982,count,367092041,367092041
r01-o276-rust-avx2-float-8388608,cycles,294998869,count,134438338,134438338
r01-o276-rust-avx2-float-8388608,instructions,402659864,count,134438338,134438338
r01-o276-rust-avx2-float-8388608,ref-cycles,294998858,count,134438338,134438338
r01-o277-clangpp-scalar-short-262144,cycles,1074414012,count,489529842,489529842
r01-o277-clangpp-scalar-short-262144,instructions,1476469869,count,489529842,489529842
r01-o277-clangpp-scalar-short-262144,ref-cycles,1074414000,count,489529842,489529842
r01-o278-cpp_unroll-u2-float-262144,cycles,1610662442,count,733869545,733869545
r01-o278-cpp_unroll-u2-float-262144,instructions,1610694932,count,733869545,733869545
r01-o278-cpp_unroll-u2-float-262144,ref-cycles,1610662460,count,733869545,733869545
r01-o279-rust_unroll-u8-float-262144,cycles,1610692207,count,733883278,733883278
r01-o279-rust_unroll-u8-float-262144,instructions,2415993114,count,733883278,733883278
r01-o279-rust_unroll-u8-float-262144,ref-cycles,1610692248,count,733883278,733883278
r01-o280-cpp_native-scalar-int-1048576,cycles,701447122,count,319605393,319605393
r01-o280-cpp_native-scalar-int-1048576,instructions,2147498256,count,319605393,319605393
r01-o280-cpp_native-scalar-int-1048576,ref-cycles,701447142,count,319605393,319605393
r01-o281-rust-scalar-short-8388608,cycles,1473540098,count,671401140,671401140
r01-o281-rust-scalar-short-8388608,instructions,4294968862,count,671401140,671401140
r01-o281-rust-scalar-short-8388608,ref-cycles,1473540112,count,671401140,671401140
r01-o282-c-scalar-int-67108864,cycles,785532659,count,357920342,357920342
r01-o282-c-scalar-int-67108864,instructions,2147484137,count,357920342,357920342
r01-o282-c-scalar-int-67108864,ref-cycles,785532660,count,357920342,357920342
r01-o283-cpp_unroll-u1-float-262144,cycles,1610689069,count,733883228,733883228
r01-o283-cpp_unroll-u1-float-262144,instructions,2147541267,count,733883228,733883228
r01-o283-cpp_unroll-u1-float-262144,ref-cycles,1610689058,count,733883228,733883228
r01-o284-rust-avx2-double-8388608,cycles,291562865,count,132874158,132874158
r01-o284-rust-avx2-double-8388608,instructions,402657813,count,132874158,132874158
r01-o284-rust-avx2-double-8388608,ref-cycles,291562876,count,132874158,132874158
r01-o285-c-scalar-int-8388608,cycles,768153228,count,349999731,349999731
r01-o285-c-scalar-int-8388608,instructions,2147485257,count,349999731,349999731
r01-o285-c-scalar-int-8388608,ref-cycles,768153232,count,349999731,349999731
r02-o001-c-scalar-string16-67108864,cycles,2096101769,count,955041082,955041082
r02-o001-c-scalar-string16-67108864,instructions,4831838848,count,955041082,955041082
r02-o001-c-scalar-string16-67108864,ref-cycles,2096101788,count,955041082,955041082
r02-o002-cpp-scalar-float-1048576,cycles,1610918486,count,733984806,733984806
r02-o002-cpp-scalar-float-1048576,instructions,2147498342,count,733984806,733984806
r02-o002-cpp-scalar-float-1048576,ref-cycles,1610918430,count,733984806,733984806
r02-o003-c-scalar-int-67108864,cycles,785550472,count,357957045,357957045
r02-o003-c-scalar-int-67108864,instructions,2147484139,count,357957045,357957045
r02-o003-c-scalar-int-67108864,ref-cycles,785550436,count,357957045,357957045
r02-o004-go-scalar-short-32768,cycles,1534306018,count,700369768,700369768
r02-o004-go-scalar-short-32768,instructions,5369290909,count,700369768,700369768
r02-o004-go-scalar-short-32768,ref-cycles,1534306928,count,700369768,700369768
r02-o005-cpp-avx2-double-262144,cycles,202657970,count,92364222,92364222
r02-o005-cpp-avx2-double-262144,instructions,268607873,count,92364222,92364222
r02-o005-cpp-avx2-double-262144,ref-cycles,202657972,count,92364222,92364222
r02-o006-cpp_native-scalar-int-262144,cycles,695295993,count,316826743,316826743
r02-o006-cpp_native-scalar-int-262144,instructions,2147541266,count,316826743,316826743
r02-o006-cpp_native-scalar-int-262144,ref-cycles,695295964,count,316826743,316826743
r02-o007-cpp-scalar-int-67108864,cycles,785802208,count,358041515,358041515
r02-o007-cpp-scalar-int-67108864,instructions,2147484137,count,358041515,358041515
r02-o007-cpp-scalar-int-67108864,ref-cycles,785802204,count,358041515,358041515
r02-o008-c-avx2-int-8388608,cycles,260785632,count,118844151,118844151
r02-o008-c-avx2-int-8388608,instructions,268442737,count,118844151,118844151
r02-o008-c-avx2-int-8388608,ref-cycles,260785624,count,118844151,118844151
r02-o009-go-scalar-float-67108864,cycles,1690112790,count,772769711,772769711
r02-o009-go-scalar-float-67108864,instructions,2684422651,count,772769711,772769711
r02-o009-go-scalar-float-67108864,ref-cycles,1690112534,count,772769711,772769711
r02-o010-cpp_unroll-u8-float-1048576,cycles,1610766600,count,733918423,733918423
r02-o010-cpp_unroll-u8-float-1048576,instructions,872438036,count,733918423,733918423
r02-o010-cpp_unroll-u8-float-1048576,ref-cycles,1610766652,count,733918423,733918423
r02-o011-c-avx2-double-32768,cycles,198246312,count,90354493,90354493
r02-o011-c-avx2-double-32768,instructions,269812097,count,90354493,90354493
r02-o011-c-avx2-double-32768,ref-cycles,198246290,count,90354493,90354493
r02-o012-rust-scalar-string16-67108864,cycles,1558074379,count,709918604,709918604
r02-o012-rust-scalar-string16-67108864,instructions,4697621015,count,709918604,709918604
r02-o012-rust-scalar-string16-67108864,ref-cycles,1558074364,count,709918604,709918604
r02-o013-go-scalar-string16-8388608,cycles,5043382758,count,2304921715,2304921715
r02-o013-go-scalar-string16-8388608,instructions,12617046983,count,2304921715,2304921715
r02-o013-go-scalar-string16-8388608,ref-cycles,5043385138,count,2304921715,2304921715
r02-o014-clangpp-scalar-double-8388608,cycles,840107990,count,382781789,382781789
r02-o014-clangpp-scalar-double-8388608,instructions,369102266,count,382781789,382781789
r02-o014-clangpp-scalar-double-8388608,ref-cycles,840107972,count,382781789,382781789
r02-o015-clangpp-scalar-int-8388608,cycles,632318305,count,288143730,288143730
r02-o015-clangpp-scalar-int-8388608,instructions,738200969,count,288143730,288143730
r02-o015-clangpp-scalar-int-8388608,ref-cycles,632318324,count,288143730,288143730
r02-o016-go-scalar-int-32768,cycles,992021256,count,452960205,452960205
r02-o016-go-scalar-int-32768,instructions,2684917386,count,452960205,452960205
r02-o016-go-scalar-int-32768,ref-cycles,992022086,count,452960205,452960205
r02-o017-rust-scalar-int-67108864,cycles,785936093,count,358130449,358130449
r02-o017-rust-scalar-int-67108864,instructions,2147484094,count,358130449,358130449
r02-o017-rust-scalar-int-67108864,ref-cycles,785936118,count,358130449,358130449
r02-o018-cpp-avx2-float-1048576,cycles,205263266,count,93553243,93553243
r02-o018-cpp-avx2-float-1048576,instructions,268534119,count,93553243,93553243
r02-o018-cpp-avx2-float-1048576,ref-cycles,205263256,count,93553243,93553243
r02-o019-cpp_unroll-u8-float-67108864,cycles,1639700132,count,747079735,747079735
r02-o019-cpp_unroll-u8-float-67108864,instructions,872415858,count,747079735,747079735
