sample_id,event,value,unit,time_enabled,time_running
r07-o212-rust_unroll-u8-double-67108864,cycles,863654669,count,393512512,393512512
r07-o212-rust_unroll-u8-double-67108864,instructions,1207960119,count,393512512,393512512
r07-o212-rust_unroll-u8-double-67108864,ref-cycles,863654660,count,393512512,393512512
r07-o213-cpp-scalar-float-262144,cycles,1610774871,count,733926015,733926015
r07-o213-cpp-scalar-float-262144,instructions,2147541351,count,733926015,733926015
r07-o213-cpp-scalar-float-262144,ref-cycles,1610774924,count,733926015,733926015
r07-o214-cpp-avx2-float-1048576,cycles,204932677,count,93403870,93403870
r07-o214-cpp-avx2-float-1048576,instructions,268534119,count,93403870,93403870
r07-o214-cpp-avx2-float-1048576,ref-cycles,204932684,count,93403870,93403870
r07-o215-rust-avx2-double-262144,cycles,223826899,count,102010722,102010722
r07-o215-rust-avx2-double-262144,instructions,402792725,count,102010722,102010722
r07-o215-rust-avx2-double-262144,ref-cycles,223826944,count,102010722,102010722
r07-o216-rust-avx2-short-8388608,cycles,372149402,count,169583980,169583980
r07-o216-rust-avx2-short-8388608,instructions,402664472,count,169583980,169583980
r07-o216-rust-avx2-short-8388608,ref-cycles,372149382,count,169583980,169583980
r07-o217-rust-avx2-float-67108864,cycles,385984436,count,175924387,175924387
r07-o217-rust-avx2-float-67108864,instructions,402654266,count,175924387,175924387
r07-o217-rust-avx2-float-67108864,ref-cycles,385984390,count,175924387,175924387
r07-o218-clangpp-scalar-float-1048576,cycles,1611683470,count,734309419,734309419
r07-o218-clangpp-scalar-float-1048576,instructions,738217121,count,734309419,734309419
r07-o218-clangpp-scalar-float-1048576,ref-cycles,1611683458,count,734309419,734309419
r07-o219-cpp_native-scalar-float-262144,cycles,1610846461,count,733957142,733957142
r07-o219-cpp_native-scalar-float-262144,instructions,1342259475,count,733957142,733957142
r07-o219-cpp_native-scalar-float-262144,ref-cycles,1610846446,count,733957142,733957142
r07-o220-clangpp-scalar-int-8388608,cycles,687467939,count,313243108,313243108
r07-o220-clangpp-scalar-int-8388608,instructions,738200967,count,313243108,313243108
r07-o220-clangpp-scalar-int-8388608,ref-cycles,687467946,count,313243108,313243108
r07-o221-cpp-scalar-double-32768,cycles,810682825,count,369403834,369403834
r07-o221-cpp-scalar-double-32768,instructions,1074200961,count,369403834,369403834
r07-o221-cpp-scalar-double-32768,ref-cycles,810682840,count,369403834,369403834
r07-o222-rust-scalar-double-1048576,cycles,805435974,count,366984331,366984331
r07-o222-rust-scalar-double-1048576,instructions,1073752347,count,366984331,366984331
r07-o222-rust-scalar-double-1048576,ref-cycles,805435972,count,366984331,366984331
r07-o223-c-scalar-short-1048576,cycles,1396286568,count,636201548,636201548
r07-o223-c-scalar-short-1048576,instructions,4294977839,count,636201548,636201548
r07-o223-c-scalar-short-1048576,ref-cycles,1396286562,count,636201548,636201548
r07-o224-cpp_native-scalar-double-8388608,cycles,840144130,count,382802564,382802564
r07-o224-cpp_native-scalar-double-8388608,instructions,671091473,count,382802564,382802564
r07-o224-cpp_native-scalar-double-8388608,ref-cycles,840144118,count,382802564,382802564
r07-o225-cpp-scalar-double-67108864,cycles,879526432,count,400774334,400774334
r07-o225-cpp-scalar-double-67108864,instructions,1073742433,count,400774334,400774334
r07-o225-cpp-scalar-double-67108864,ref-cycles,879526450,count,400774334,400774334
r07-o226-cpp-scalar-int-67108864,cycles,810047478,count,369089525,369089525
r07-o226-cpp-scalar-int-67108864,instructions,2147484137,count,369089525,369089525
r07-o226-cpp-scalar-int-67108864,ref-cycles,810047502,count,369089525,369089525
r07-o227-cpp_unroll-u2-double-67108864,cycles,853470644,count,388905030,388905030
r07-o227-cpp_unroll-u2-double-67108864,instructions,671089214,count,388905030,388905030
r07-o227-cpp_unroll-u2-double-67108864,ref-cycles,853470662,count,388905030,388905030
r07-o228-go-scalar-short-8388608,cycles,1708381733,count,781155877,781155877
r07-o228-go-scalar-short-8388608,instructions,5369175558,count,781155877,781155877
r07-o228-go-scalar-short-8388608,ref-cycles,1708381620,count,781155877,781155877
r07-o229-cpp_unroll-u2-float-8388608,cycles,1672514855,count,762056398,762056398
r07-o229-cpp_unroll-u2-float-8388608,instructions,1610615572,count,762056398,762056398
r07-o229-cpp_unroll-u2-float-8388608,ref-cycles,1672514888,count,762056398,762056398
r07-o230-cpp_native-scalar-int-32768,cycles,685553858,count,312365246,312365246
r07-o230-cpp_native-scalar-int-32768,instructions,2147942672,count,312365246,312365246
r07-o230-cpp_native-scalar-int-32768,ref-cycles,685553880,count,312365246,312365246
r07-o231-cpp-avx2-double-32768,cycles,198237289,count,90351101,90351101
r07-o231-cpp-avx2-double-32768,instructions,269812097,count,90351101,90351101
r07-o231-cpp-avx2-double-32768,ref-cycles,198237314,count,90351101,90351101
r07-o232-rust-avx2-string16-32768,cycles,140885386,count,64236414,64236414
r07-o232-rust-avx2-string16-32768,instructions,538181914,count,64236414,64236414
r07-o232-rust-avx2-string16-32768,ref-cycles,140885382,count,64236414,64236414
r07-o233-cpp_native-scalar-string16-32768,cycles,1221100304,count,556358142,556358142
r07-o233-cpp_native-scalar-string16-32768,instructions,4698079503,count,556358142,556358142
r07-o233-cpp_native-scalar-string16-32768,ref-cycles,1221100320,count,556358142,556358142
r07-o234-cpp_native-scalar-string16-1048576,cycles,1478380237,count,673602802,673602802
r07-o234-cpp_native-scalar-string16-1048576,instructions,4697635089,count,673602802,673602802
r07-o234-cpp_native-scalar-string16-1048576,ref-cycles,1478380244,count,673602802,673602802
r07-o235-cpp_unroll-u1-float-32768,cycles,1611849578,count,734409153,734409153
r07-o235-cpp_unroll-u1-float-32768,instructions,2147942675,count,734409153,734409153
r07-o235-cpp_unroll-u1-float-32768,ref-cycles,1611849602,count,734409153,734409153
r07-o236-cpp_unroll-u1-double-67108864,cycles,850416375,count,387483037,387483037
r07-o236-cpp_unroll-u1-double-67108864,instructions,1073742321,count,387483037,387483037
r07-o236-cpp_unroll-u1-double-67108864,ref-cycles,850416358,count,387483037,387483037
r07-o237-rust_unroll-u8-float-32768,cycles,1610795505,count,733928354,733928354
r07-o237-rust_unroll-u8-float-32768,instructions,2416509210,count,733928354,733928354
r07-o237-rust_unroll-u8-float-32768,ref-cycles,1610795516,count,733928354,733928354
r07-o238-rust_unroll-u1-double-8388608,cycles,864049506,count,393692315,393692315
r07-o238-rust_unroll-u1-double-8388608,instructions,1073743388,count,393692315,393692315
r07-o238-rust_unroll-u1-double-8388608,ref-cycles,864049516,count,393692315,393692315
r07-o239-c-avx2-float-32768,cycles,199112195,count,90748800,90748800
r07-o239-c-avx2-float-32768,instructions,271581543,count,90748800,90748800
r07-o239-c-avx2-float-32768,ref-cycles,199112166,count,90748800,90748800
r07-o240-cpp_native-scalar-int-67108864,cycles,789647261,count,359823045,359823045
r07-o240-cpp_native-scalar-int-67108864,instructions,2147484146,count,359823045,359823045
r07-o240-cpp_native-scalar-int-67108864,ref-cycles,789647276,count,359823045,359823045
r07-o241-cpp-avx2-float-8388608,cycles,284884578,count,129831346,129831346
r07-o241-cpp-avx2-float-8388608,instructions,268448103,count,129831346,129831346
r07-o241-cpp-avx2-float-8388608,ref-cycles,284884578,count,129831346,129831346
r07-o242-c-scalar-short-8388608,cycles,1472161698,count,670745190,670745190
r07-o242-c-scalar-short-8388608,instructions,4294968877,count,670745190,670745190
r07-o242-c-scalar-short-8388608,ref-cycles,1472161658,count,670745190,670745190
r07-o243-cpp-avx2-short-8388608,cycles,309101031,count,140907297,140907297
r07-o243-cpp-avx2-short-8388608,instructions,268446841,count,140907297,140907297
r07-o243-cpp-avx2-short-8388608,ref-cycles,309101012,count,140907297,140907297
r07-o244-rust-avx2-int-67108864,cycles,361842510,count,164889235,164889235
r07-o244-rust-avx2-int-67108864,instructions,402654329,count,164889235,164889235
r07-o244-rust-avx2-int-67108864,ref-cycles,361842492,count,164889235,164889235
r07-o245-rust-scalar-string16-8388608,cycles,1539174694,count,701305022,701305022
r07-o245-rust-scalar-string16-8388608,instructions,4697622807,count,701305022,701305022
r07-o245-rust-scalar-string16-8388608,ref-cycles,1539174714,count,701305022,701305022
r07-o246-cpp_unroll-u2-double-8388608,cycles,844709255,count,384881769,384881769
r07-o246-cpp_unroll-u2-double-8388608,instructions,671091228,count,384881769,384881769
r07-o246-cpp_unroll-u2-double-8388608,ref-cycles,844709250,count,384881769,384881769
r07-o247-c-avx2-short-1048576,cycles,168696822,count,76885757,76885757
r07-o247-c-avx2-short-1048576,instructions,268523894,count,76885757,76885757
r07-o247-c-avx2-short-1048576,ref-cycles,168696836,count,76885757,76885757
r07-o248-cpp-scalar-short-262144,cycles,1390782219,count,633692730,633692730
r07-o248-cpp-scalar-short-262144,instructions,4295008560,count,633692730,633692730
r07-o248-cpp-scalar-short-262144,ref-cycles,1390782228,count,633692730,633692730
r07-o249-rust_unroll-u8-float-8388608,cycles,1643879835,count,748979130,748979130
r07-o249-rust_unroll-u8-float-8388608,instructions,2415921688,count,748979130,748979130
r07-o249-rust_unroll-u8-float-8388608,ref-cycles,1643879842,count,748979130,748979130
r07-o250-go-scalar-int-32768,cycles,995614705,count,454602182,454602182
r07-o250-go-scalar-int-32768,instructions,2684917520,count,454602182,454602182
r07-o250-go-scalar-int-32768,ref-cycles,995615478,count,454602182,454602182
r07-o251-go-scalar-string16-32768,cycles,4969451290,count,2267283016,2267283016
r07-o251-go-scalar-string16-32768,instructions,12617298399,count,2267283016,2267283016
r07-o251-go-scalar-string16-32768,ref-cycles,4969452774,count,2267283016,2267283016
r07-o252-rust-scalar-int-1048576,cycles,700211974,count,319043795,319043795
r07-o252-rust-scalar-int-1048576,instructions,2147494178,count,319043795,319043795
r07-o252-rust-scalar-int-1048576,ref-cycles,700211974,count,319043795,319043795
r07-o253-cpp_unroll-u1-double-1048576,cycles,805367818,count,366976947,366976947
r07-o253-cpp_unroll-u1-double-1048576,instructions,1073756435,count,366976947,366976947
r07-o253-cpp_unroll-u1-double-1048576,ref-cycles,805367816,count,366976947,366976947
r07-o254-cpp_native-scalar-string16-67108864,cycles,1557022433,count,709437859,709437859
r07-o254-cpp_native-scalar-string16-67108864,instructions,4697620977,count,709437859,709437859
r07-o254-cpp_native-scalar-string16-67108864,ref-cycles,1557022412,count,709437859,709437859
r07-o255-clangpp-scalar-string16-8388608,cycles,1549961621,count,706190262,706190262
r07-o255-clangpp-scalar-string16-8388608,instructions,4697623221,count,706190262,706190262
r07-o255-clangpp-scalar-string16-8388608,ref-cycles,1549961644,count,706190262,706190262
r07-o256-c-scalar-short-32768,cycles,1369865130,count,624162503,624162503
r07-o256-c-scalar-short-32768,instructions,4295295279,count,624162503,624162503
r07-o256-c-scalar-short-32768,ref-cycles,1369865112,count,624162503,624162503
r07-o257-rust-avx2-string16-8388608,cycles,300945495,count,137140211,137140211
r07-o257-rust-avx2-string16-8388608,instructions,536876312,count,137140211,137140211
r07-o257-rust-avx2-string16-8388608,ref-cycles,300945502,count,137140211,137140211
r07-o258-rust-avx2-double-32768,cycles,198992311,count,90694933,90694933
r07-o258-rust-avx2-double-32768,instructions,403767573,count,90694933,90694933
r07-o258-rust-avx2-double-32768,ref-cycles,198992288,count,90694933,90694933
r07-o259-rust-avx2-float-262144,cycles,222295675,count,101311475,101311475
r07-o259-rust-avx2-float-262144,instructions,402858264,count,101311475,101311475
r07-o259-rust-avx2-float-262144,ref-cycles,222295634,count,101311475,101311475
r07-o260-cpp-avx2-int-67108864,cycles,353298369,count,161021881,161021881
r07-o260-cpp-avx2-int-67108864,instructions,268436691,count,161021881,161021881
r07-o260-cpp-avx2-int-67108864,ref-cycles,353298330,count,161021881,161021881
r07-o261-rust_unroll-u2-double-8388608,cycles,864640693,count,393959458,393959458
r07-o261-rust_unroll-u2-double-8388608,instructions,1610615573,count,393959458,393959458
r07-o261-rust_unroll-u2-double-8388608,ref-cycles,864640678,count,393959458,393959458
r07-o262-c-scalar-int-262144,cycles,692266873,count,315422498,315422498
r07-o262-c-scalar-int-262144,instructions,2147524937,count,315422498,315422498
r07-o262-c-scalar-int-262144,ref-cycles,692266872,count,315422498,315422498
r07-o263-rust_unroll-u2-float-67108864,cycles,1678795233,count,764918358,764918358
r07-o263-rust_unroll-u2-float-67108864,instructions,3221226072,count,764918358,764918358
r07-o263-rust_unroll-u2-float-67108864,ref-cycles,1678795228,count,764918358,764918358
r07-o264-c-avx2-int-262144,cycles,128810218,count,58711442,58711442
r07-o264-c-avx2-int-262144,instructions,268657009,count,58711442,58711442
r07-o264-c-avx2-int-262144,ref-cycles,128810220,count,58711442,58711442
r07-o265-rust-avx2-int-32768,cycles,136145212,count,62052786,62052786
r07-o265-rust-avx2-int-32768,instructions,404422937,count,62052786,62052786
r07-o265-rust-avx2-int-32768,ref-cycles,136145240,count,62052786,62052786
r07-o266-cpp-scalar-double-1048576,cycles,805686626,count,367123023,367123023
r07-o266-cpp-scalar-double-1048576,instructions,1073756545,count,367123023,367123023
r07-o266-cpp-scalar-double-1048576,ref-cycles,805686662,count,367123023,367123023
r07-o267-c-scalar-int-32768,cycles,684072459,count,311688985,311688985
r07-o267-c-scalar-int-32768,instructions,2147811657,count,311688985,311688985
r07-o267-c-scalar-int-32768,ref-cycles,684072466,count,311688985,311688985
r07-o268-cpp-avx2-short-1048576,cycles,168784609,count,76924553,76924553
r07-o268-cpp-avx2-short-1048576,instructions,268523894,count,76924553,76924553
r07-o268-cpp-avx2-short-1048576,ref-cycles,168784616,count,76924553,76924553
r07-o269-go-scalar-double-262144,cycles,805489499,count,367937512,367937512
r07-o269-go-scalar-double-262144,instructions,1342275519,count,367937512,367937512
r07-o269-go-scalar-double-262144,ref-cycles,805489938,count,367937512,367937512
r07-o270-rust-scalar-short-32768,cycles,1371118585,count,624727991,624727991
r07-o270-rust-scalar-short-32768,instructions,4295295262,count,624727991,624727991
r07-o270-rust-scalar-short-32768,ref-cycles,1371118606,count,624727991,624727991
r07-o271-cpp-scalar-short-32768,cycles,1368800623,count,623678800,623678800
r07-o271-cpp-scalar-short-32768,instructions,4295295280,count,623678800,623678800
r07-o271-cpp-scalar-short-32768,ref-cycles,1368800642,count,623678800,623678800
r07-o272-rust_unroll-u2-float-8388608,cycles,1669844163,count,760807081,760807081
r07-o272-rust_unroll-u2-float-8388608,instructions,3221228310,count,760807081,760807081
r07-o272-rust_unroll-u2-float-8388608,ref-cycles,1669844176,count,760807081,760807081
r07-o273-clangpp-scalar-string16-67108864,cycles,1559393610,count,710518282,710518282
r07-o273-clangpp-scalar-string16-67108864,instructions,4697621879,count,710518282,710518282
r07-o273-clangpp-scalar-string16-67108864,ref-cycles,1559393572,count,710518282,710518282
r07-o274-clangpp-scalar-double-262144,cycles,805378066,count,366956789,366956789
r07-o274-clangpp-scalar-double-262144,instructions,369173690,count,366956789,366956789
r07-o274-clangpp-scalar-double-262144,ref-cycles,805378068,count,366956789,366956789
r07-o275-cpp_unroll-u8-float-67108864,cycles,1639844837,count,747145112,747145112
r07-o275-cpp_unroll-u8-float-67108864,instructions,872415858,count,747145112,747145112
r07-o275-cpp_unroll-u8-float-67108864,ref-cycles,1639844844,count,747145112,747145112
r07-o276-go-scalar-float-1048576,cycles,1611316298,count,735507570,735507570
r07-o276-go-scalar-float-1048576,instructions,2684434957,count,735507570,735507570
r07-o276-go-scalar-float-1048576,ref-cycles,1611316960,count,735507570,735507570
r07-o277-clangpp-scalar-double-8388608,cycles,846292911,count,385599572,385599572
r07-o277-clangpp-scalar-double-8388608,instructions,369102266,count,385599572,385599572
r07-o277-clangpp-scalar-double-8388608,ref-cycles,846292942,count,385599572,385599572
r07-o278-clangpp-scalar-double-67108864,cycles,855344545,count,389752414,389752414
r07-o278-clangpp-scalar-double-67108864,instructions,369100252,count,389752414,389752414
r07-o278-clangpp-scalar-double-67108864,ref-cycles,855344534,count,389752414,389752414
r07-o279-cpp-avx2-int-262144,cycles,142125257,count,64777890,64777890
r07-o279-cpp-avx2-int-262144,instructions,268657009,count,64777890,64777890
r07-o279-cpp-avx2-int-262144,ref-cycles,142125258,count,64777890,64777890
r07-o280-cpp_unroll-u8-double-32768,cycles,805362923,count,366948556,366948556
r07-o280-cpp_unroll-u8-double-32768,instructions,369688860,count,366948556,366948556
r07-o280-cpp_unroll-u8-double-32768,ref-cycles,805362910,count,366948556,366948556
r07-o281-cpp_unroll-u1-float-67108864,cycles,1680608551,count,765745908,765745908
r07-o281-cpp_unroll-u1-float-67108864,instructions,2147484147,count,765745908,765745908
r07-o281-cpp_unroll-u1-float-67108864,ref-cycles,1680608556,count,765745908,765745908
r07-o282-cpp-scalar-string16-32768,cycles,2014868255,count,918024616,918024616
r07-o282-cpp-scalar-string16-32768,instructions,4832362880,count,918024616,918024616
r07-o282-cpp-scalar-string16-32768,ref-cycles,2014868262,count,918024616,918024616
r07-o283-cpp_unroll-u8-double-67108864,cycles,840708458,count,383085504,383085504
r07-o283-cpp_unroll-u8-double-67108864,instructions,369099326,count,383085504,383085504
r07-o283-cpp_unroll-u8-double-67108864,ref-cycles,840708484,count,383085504,383085504
r07-o284-c-scalar-float-67108864,cycles,1680027226,count,765450465,765450465
r07-o284-c-scalar-float-67108864,instructions,2147484228,count,765450465,765450465
r07-o284-c-scalar-float-67108864,ref-cycles,1680027184,count,765450465,765450465
r07-o285-cpp_unroll-u8-float-32768,cycles,1610906672,count,733978554,733978554
r07-o285-cpp_unroll-u8-float-32768,instructions,873136404,count,733978554,733978554
r07-o285-cpp_unroll-u8-float-32768,ref-cycles,1610906682,count,733978554,733978554
r08-o001-cpp_unroll-u2-float-262144,cycles,1610712076,count,733890263,733890263
r08-o001-cpp_unroll-u2-float-262144,instructions,1610694932,count,733890263,733890263
r08-o001-cpp_unroll-u2-float-262144,ref-cycles,1610712048,count,733890263,733890263
r08-o002-rust_unroll-u8-float-8388608,cycles,1648477210,count,751101194,751101194
r08-o002-rust_unroll-u8-float-8388608,instructions,2415921690,count,751101194,751101194
r08-o002-rust_unroll-u8-float-8388608,ref-cycles,1648477204,count,751101194,751101194
r08-o003-cpp_native-scalar-short-8388608,cycles,1466069753,count,667969060,667969060
r08-o003-cpp_native-scalar-short-8388608,instructions,4294969360,count,667969060,667969060
r08-o003-cpp_native-scalar-short-8388608,ref-cycles,1466069792,count,667969060,667969060
r08-o004-c-avx2-string16-8388608,cycles,287381954,count,130962057,130962057
r08-o004-c-avx2-string16-8388608,instructions,469768325,count,130962057,130962057
r08-o004-c-avx2-string16-8388608,ref-cycles,287381952,count,130962057,130962057
r08-o005-cpp-avx2-double-67108864,cycles,359916262,count,164046689,164046689
r08-o005-cpp-avx2-double-67108864,instructions,268436515,count,164046689,164046689
r08-o005-cpp-avx2-double-67108864,ref-cycles,359916238,count,164046689,164046689
r08-o006-go-scalar-float-262144,cycles,1610911613,count,735295478,735295478
r08-o006-go-scalar-float-262144,instructions,2684484325,count,735295478,735295478
r08-o006-go-scalar-float-262144,ref-cycles,1610912424,count,735295478,735295478
r08-o007-rust_unroll-u2-float-1048576,cycles,1610905706,count,733978613,733978613
r08-o007-rust_unroll-u2-float-1048576,instructions,3221246232,count,733978613,733978613
r08-o007-rust_unroll-u2-float-1048576,ref-cycles,1610905758,count,733978613,733978613
r08-o008-go-scalar-short-67108864,cycles,1720453223,count,786507456,786507456
r08-o008-go-scalar-short-67108864,instructions,5368772619,count,786507456,786507456
r08-o008-go-scalar-short-67108864,ref-cycles,1720453108,count,786507456,786507456
r08-o009-cpp-scalar-double-32768,cycles,805806415,count,367151605,367151605
r08-o009-cpp-scalar-double-32768,instructions,1074200959,count,367151605,367151605
r08-o009-cpp-scalar-double-32768,ref-cycles,805806408,count,367151605,367151605
r08-o010-clangpp-scalar-short-32768,cycles,1073844093,count,489293543,489293543
r08-o010-clangpp-scalar-short-32768,instructions,1476985967,count,489293543,489293543
r08-o010-clangpp-scalar-short-32768,ref-cycles,1073844112,count,489293543,489293543
r08-o011-cpp-scalar-string16-32768,cycles,2015184475,count,918168110,918168110
r08-o011-cpp-scalar-string16-32768,instructions,4832362880,count,918168110,918168110
r08-o011-cpp-scalar-string16-32768,ref-cycles,2015184468,count,918168110,918168110
r08-o012-cpp-avx2-string16-1048576,cycles,191058078,count,87073057,87073057
r08-o012-cpp-avx2-string16-1048576,instructions,469809541,count,87073057,87073057
r08-o012-cpp-avx2-string16-1048576,ref-cycles,191058098,count,87073057,87073057
r08-o013-go-scalar-short-8388608,cycles,1700538236,count,777061889,777061889
r08-o013-go-scalar-short-8388608,instructions,5369175494,count,777061889,777061889
r08-o013-go-scalar-short-8388608,ref-cycles,1700538510,count,777061889,777061889
r08-o014-c-avx2-double-8388608,cycles,317785640,count,144822486,144822486
r08-o014-c-avx2-double-8388608,instructions,268441217,count,144822486,144822486
r08-o014-c-avx2-double-8388608,ref-cycles,317785644,count,144822486,144822486
r08-o015-rust_unroll-u2-float-8388608,cycles,1667358226,count,759706434,759706434
r08-o015-rust_unroll-u2-float-8388608,instructions,3221228312,count,759706434,759706434
r08-o015-rust_unroll-u2-float-8388608,ref-cycles,1667358264,count,759706434,759706434
r08-o016-c-avx2-float-1048576,cycles,204802208,count,93342622,93342622
r08-o016-c-avx2-float-1048576,instructions,268534119,count,93342622,93342622
r08-o016-c-avx2-float-1048576,ref-cycles,204802202,count,93342622,93342622
r08-o017-cpp_unroll-u2-double-67108864,cycles,853129423,count,388718894,388718894
r08-o017-cpp_unroll-u2-double-67108864,instructions,671089212,count,388718894,388718894
r08-o017-cpp_unroll-u2-double-67108864,ref-cycles,853129398,count,388718894,388718894
r08-o018-cpp_unroll-u2-double-262144,cycles,805356487,count,366947146,366947146
r08-o018-cpp_unroll-u2-double-262144,instructions,671162652,count,366947146,366947146
r08-o018-cpp_unroll-u2-double-262144,ref-cycles,805356464,count,366947146,366947146
r08-o019-cpp-avx2-int-32768,cycles,79740260,count,36380965,36380965
r08-o019-cpp-avx2-int-32768,instructions,270205299,count,36380965,36380965
r08-o019-cpp-avx2-int-32768,ref-cycles,79740254,count,36380965,36380965
r08-o020-cpp_native-scalar-short-262144,cycles,1390993719,count,633760704,633760704
r08-o020-cpp_native-scalar-short-262144,instructions,4295024912,count,633760704,633760704
r08-o020-cpp_native-scalar-short-262144,ref-cycles,1390993714,count,633760704,633760704
r08-o021-rust_unroll-u2-float-67108864,cycles,1678469329,count,764769340,764769340
r08-o021-rust_unroll-u2-float-67108864,instructions,3221226072,count,764769340,764769340
r08-o021-rust_unroll-u2-float-67108864,ref-cycles,1678469298,count,764769340,764769340
r08-o022-go-scalar-double-1048576,cycles,805889967,count,368170997,368170997
r08-o022-go-scalar-double-1048576,instructions,1342226376,count,368170997,368170997
r08-o022-go-scalar-double-1048576,ref-cycles,805890602,count,368170997,368170997
r08-o023-c-avx2-float-32768,cycles,199173072,count,90775981,90775981
r08-o023-c-avx2-float-32768,instructions,271581543,count,90775981,90775981
r08-o023-c-avx2-float-32768,ref-cycles,199173040,count,90775981,90775981
r08-o024-cpp_unroll-u1-double-32768,cycles,805336800,count,366959018,366959018
r08-o024-cpp_unroll-u1-double-32768,instructions,1074200851,count,366959018,366959018
r08-o024-cpp_unroll-u1-double-32768,ref-cycles,805336840,count,366959018,366959018
r08-o025-rust-scalar-double-67108864,cycles,879842940,count,400887137,400887137
r08-o025-rust-scalar-double-67108864,instructions,1073742267,count,400887137,400887137
r08-o025-rust-scalar-double-67108864,ref-cycles,879842964,count,400887137,400887137
r08-o026-rust-scalar-double-1048576,cycles,805665731,count,367113073,367113073
r08-o026-rust-scalar-double-1048576,instructions,1073752349,count,367113073,367113073
r08-o026-rust-scalar-double-1048576,ref-cycles,805665718,count,367113073,367113073
r08-o027-cpp_unroll-u8-float-8388608,cycles,1633076589,count,744059302,744059302
r08-o027-cpp_unroll-u8-float-8388608,instructions,872418322,count,744059302,744059302
r08-o027-cpp_unroll-u8-float-8388608,ref-cycles,1633076610,count,744059302,744059302
r08-o028-cpp_native-scalar-int-32768,cycles,684434688,count,311877464,311877464
r08-o028-cpp_native-scalar-int-32768,instructions,2147942674,count,311877464,311877464
r08-o028-cpp_native-scalar-int-32768,ref-cycles,684434718,count,311877464,311877464
r08-o029-c-avx2-short-8388608,cycles,259056558,count,118055843,118055843
r08-o029-c-avx2-short-8388608,instructions,268446838,count,118055843,118055843
r08-o029-c-avx2-short-8388608,ref-cycles,259056534,count,118055843,118055843
r08-o030-rust-scalar-string16-67108864,cycles,1557883079,count,709830587,709830587
r08-o030-rust-scalar-string16-67108864,instructions,4697621015,count,709830587,709830587
r08-o030-rust-scalar-string16-67108864,ref-cycles,1557883052,count,709830587,709830587
r08-o031-cpp_native-scalar-string16-32768,cycles,1221204953,count,556408116,556408116
r08-o031-cpp_native-scalar-string16-32768,instructions,4698079503,count,556408116,556408116
r08-o031-cpp_native-scalar-string16-32768,ref-cycles,1221204952,count,556408116,556408116
r08-o032-c-scalar-double-1048576,cycles,805716216,count,367138762,367138762
r08-o032-c-scalar-double-1048576,instructions,1073756545,count,367138762,367138762
r08-o032-c-scalar-double-1048576,ref-cycles,805716208,count,367138762,367138762
r08-o033-clangpp-scalar-int-67108864,cycles,663471085,count,302308221,302308221
r08-o033-clangpp-scalar-int-67108864,instructions,738198951,count,302308221,302308221
r08-o033-clangpp-scalar-int-67108864,ref-cycles,663471094,count,302308221,302308221
r08-o034-cpp_native-scalar-int-8388608,cycles,767364229,count,349639743,349639743
r08-o034-cpp_native-scalar-int-8388608,instructions,2147485712,count,349639743,349639743
r08-o034-cpp_native-scalar-int-8388608,ref-cycles,767364224,count,349639743,349639743
r08-o035-cpp_unroll-u8-double-262144,cycles,805336905,count,366961472,366961472
r08-o035-cpp_unroll-u8-double-262144,instructions,369172766,count,366961472,366961472
r08-o035-cpp_unroll-u8-double-262144,ref-cycles,805336928,count,366961472,366961472
r08-o036-cpp-avx2-float-32768,cycles,199162105,count,90770584,90770584
r08-o036-cpp-avx2-float-32768,instructions,271581543,count,90770584,90770584
r08-o036-cpp-avx2-float-32768,ref-cycles,199162106,count,90770584,90770584
r08-o037-cpp_native-scalar-float-262144,cycles,1610677459,count,733847937,733847937
r08-o037-cpp_native-scalar-float-262144,instructions,1342259473,count,733847937,733847937
r08-o037-cpp_native-scalar-float-262144,ref-cycles,1610677464,count,733847937,733847937
r08-o038-cpp-scalar-short-8388608,cycles,1466023825,count,667977360,667977360
r08-o038-cpp-scalar-short-8388608,instructions,4294968879,count,667977360,667977360
r08-o038-cpp-scalar-short-8388608,ref-cycles,1466023812,count,667977360,667977360
r08-o039-rust-avx2-string16-262144,cycles,190363299,count,86756409,86756409
r08-o039-rust-avx2-string16-262144,instructions,537035032,count,86756409,86756409
r08-o039-rust-avx2-string16-262144,ref-cycles,190363316,count,86756409,86756409
r08-o040-cpp-avx2-short-1048576,cycles,168643376,count,76860466,76860466
r08-o040-cpp-avx2-short-1048576,instructions,268523894,count,76860466,76860466
r08-o040-cpp-avx2-short-1048576,ref-cycles,168643420,count,76860466,76860466
r08-o041-rust-scalar-int-32768,cycles,685638122,count,312424057,312424057
r08-o041-rust-scalar-int-32768,instructions,2147811614,count,312424057,312424057
r08-o041-rust-scalar-int-32768,ref-cycles,685638140,count,312424057,312424057
r08-o042-go-scalar-short-32768,cycles,1533892077,count,700064469,700064469
r08-o042-go-scalar-short-32768,instructions,5369290919,count,700064469,700064469
r08-o042-go-scalar-short-32768,ref-cycles,1533893108,count,700064469,700064469
r08-o043-cpp-avx2-string16-8388608,cycles,283104235,count,129012370,129012370
r08-o043-cpp-avx2-string16-8388608,instructions,469768325,count,129012370,129012370
r08-o043-cpp-avx2-string16-8388608,ref-cycles,283104228,count,129012370,129012370
r08-o044-cpp-scalar-short-67108864,cycles,1481755230,count,675144536,675144536
r08-o044-cpp-scalar-short-67108864,instructions,4294967759,count,675144536,675144536
