mode,state,perf_profile,round,repetition,iterations,target_instructions_per_iteration,dynamic_target_instructions,tsc_ticks,wall_ns,cpu_before,cpu_after,minor_faults,major_faults,checksum,cycles,cycles_enabled,cycles_running,instructions,instructions_enabled,instructions_running,ref_cycles,ref_cycles_enabled,ref_cycles_running,branches,branches_enabled,branches_running,branch_misses,branch_misses_enabled,branch_misses_running,uops_issued_any,uops_issued_any_enabled,uops_issued_any_running,uops_retired_all,uops_retired_all_enabled,uops_retired_all_running,port0_active_cycles,port0_active_cycles_enabled,port0_active_cycles_running,port1_active_cycles,port1_active_cycles_enabled,port1_active_cycles_running,port5_active_cycles,port5_active_cycles_enabled,port5_active_cycles_running
add_latency,warm,none,4,0,12000000,128,1536000000,1096153832,499406005,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,4,0,1,0,0,37994,17457,4,4,3,0,130560,61108,58780,58780,6842,54734,54734,44330,52603,52603,1305,50402,50402,53,47603,47603,,,,,,,,,,,,,,,
shift_latency,warm,basic,4,0,12000000,128,1536000000,1113510514,507313645,4,4,0,0,0,1539795584,507339356,507339356,1560000674,507338025,507338025,1095780444,507337358,507337358,12000272,507335802,507335802,62,507333489,507333489,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,4,0,12000000,128,1536000000,281259840,128141605,4,4,0,0,4608000004,398202966,128162067,128162067,1560000683,128171141,128171141,274575576,128170369,128170369,12000272,128168977,128168977,34,128167351,128167351,,,,,,,,,,,,,,,
empty,warm,basic,4,0,12000000,0,0,8602220,3919224,4,4,0,0,0,12055157,3937302,3937302,24000674,3936627,3936627,8314064,3935664,3935664,12000272,3934135,3934135,18,3931824,3931824,,,,,,,,,,,,,,,
xor_throughput,warm,basic,4,0,12000000,128,1536000000,280431580,127764187,4,4,0,0,0,397442687,127784614,127784614,1560000702,127783297,127783297,273828060,127782386,127782386,12000272,127780933,127780933,85,127778867,127778867,,,,,,,,,,,,,,,
imul_latency,warm,basic,4,0,12000000,128,1536000000,3264063460,1487101523,4,4,0,0,5482421456486662145,4623557035,1487124463,1487124463,1560000674,1487124007,1487124007,3187604156,1487123663,1487123663,12000272,1487122589,1487122589,85,1487120789,1487120789,,,,,,,,,,,,,,,
xor_break,warm,basic,4,0,12000000,384,4608000000,1089712434,496471259,4,4,0,0,1,1541405266,496494093,496494093,4632000674,496494075,496494075,1063516278,496493488,496493488,12000272,496492290,496492290,35,496490345,496490345,,,,,,,,,,,,,,,
empty,warm,basic,4,0,80000,0,0,55088,25139,4,4,0,0,0,81487,43377,43377,160674,42426,42426,56606,41301,41301,80272,39662,39662,21,37384,37384,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,4,0,12000000,128,1536000000,1086507304,495010969,4,4,0,0,4608000001,1541046197,495033241,495033241,1560000676,495033300,495033300,1061872922,495032886,495032886,12000272,495031996,495031996,23,495030241,495030241,,,,,,,,,,,,,,,
and_zero_control,warm,basic,4,0,12000000,384,4608000000,5465913542,2490260299,4,4,0,0,1,7705687956,2490283617,2490283617,4632000674,2490283062,2490283062,5335636130,2490282431,2490282431,12000272,2490281261,2490281261,75,2490279552,2490279552,,,,,,,,,,,,,,,
page_state_probe,warm,basic,4,0,1,0,0,30800,14185,4,4,3,0,130560,49686,47395,47395,6842,44039,44039,35244,42417,42417,1305,51951,51951,59,49491,49491,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,4,0,12000000,128,1536000000,554220028,252501692,4,4,0,0,4608000002,785942465,252522314,252522314,1560000681,252521677,252521677,541663562,252521020,252521020,12000272,252519756,252519756,25,252517608,252517608,,,,,,,,,,,,,,,
timer_only,warm,none,4,0,1,0,0,58,121,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,80000,128,10240000,7262288,3308775,4,4,0,0,30720001,10275954,3327164,3327164,10400674,3326340,3326340,7084132,3325185,3325185,80272,3323612,3323612,25,3321401,3321401,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,4,0,1,0,0,2221632,1012298,4,4,1027,0,0,735404,1042622,1042622,7866,1041220,1041220,508024,1039560,1039560,2329,1037586,1037586,55,1034966,1034966,,,,,,,,,,,,,,,
shift_throughput,warm,basic,4,0,12000000,128,1536000000,547372954,249382188,4,4,0,0,0,776503352,249403348,249403348,1560000702,249402553,249402553,535160912,249401895,249401895,12000272,249400622,249400622,21,249398492,249398492,,,,,,,,,,,,,,,
empty,warm,basic,4,0,8,0,0,110,120,4,4,0,0,0,1568,18109,18109,690,17246,17246,1496,16168,16168,280,14551,14551,25,12282,12282,,,,,,,,,,,,,,,
add_latency,warm,expanded,4,0,12000000,128,1536000000,1110024764,505725612,4,4,0,0,4608000001,763896918,505779130,250791575,929991885,505779807,301793936,745735606,505779155,352784680,8380740,505777747,353789151,16,505775485,354788359,1089433174,505772664,355776696,1090327582,505787179,355781487,147650631,505783126,202025010,149085218,505778745,201004872,155288792,505774843,200026186
add_latency,warm,basic,4,0,8,128,1024,796,415,4,4,0,0,3073,2583,19171,19171,1714,18238,18238,2354,16930,16930,280,15305,15305,19,12947,12947,,,,,,,,,,,,,,,
add_latency,warm,basic,4,0,12000000,128,1536000000,1087531438,495477504,4,4,0,0,4608000001,1541164980,495499881,495499881,1560000674,495499704,495499704,1062233722,495499026,495499026,12000272,495498401,495498401,32,495496527,495496527,,,,,,,,,,,,,,,
empty,warm,basic,5,0,80000,0,0,55044,25131,4,4,0,0,0,81373,43088,43088,160674,42308,42308,56386,41200,41200,80272,39639,39639,22,37374,37374,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,5,0,12000000,128,1536000000,280348810,127726602,4,4,0,0,4608000008,397392290,127747754,127747754,1560000703,127746377,127746377,273799746,127745506,127745506,12000272,127744059,127744059,29,127741855,127741855,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,5,0,12000000,128,1536000000,1097170326,499869113,4,4,0,0,4608000001,1540752216,499891650,499891650,1560000676,499892007,499892007,1074108398,499891699,499891699,12000272,499890614,499890614,28,499889008,499889008,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,5,0,1,0,0,35886,16572,4,4,3,0,130560,59106,56900,56900,6842,54041,54041,41690,52225,52225,1305,50340,50340,64,47550,47550,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,12000000,128,1536000000,1086190526,494866650,4,4,0,0,4608000001,1541030883,494889637,494889637,1560000674,494888696,494888696,1061548400,494888435,494888435,12000272,494887444,494887444,27,494885924,494885924,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,5,0,12000000,128,1536000000,280660022,127868269,4,4,0,0,4608000004,398090451,127888902,127888902,1560000683,127887677,127887677,274196516,127886986,127886986,12000272,127885485,127885485,38,127883338,127883338,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,8,128,1024,714,380,4,4,0,0,3073,2399,18305,18305,1714,17460,17460,2156,16310,16310,280,14764,14764,19,12491,12491,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,5,0,12000000,128,1536000000,556173946,253392087,4,4,0,0,4608000002,786192166,253414573,253414573,1560000681,253414130,253414130,542385646,253413680,253413680,12000272,253412671,253412671,26,253410558,253410558,,,,,,,,,,,,,,,
imul_latency,warm,basic,5,0,12000000,128,1536000000,3269722718,1489679916,4,4,0,0,5482421456486662145,4622887519,1489703382,1489703382,1560000674,1489703647,1489703647,3196576680,1489703012,1489703012,12000272,1489701899,1489701899,75,1489700157,1489700157,,,,,,,,,,,,,,,
xor_throughput,warm,basic,5,0,12000000,128,1536000000,280224376,127669783,4,4,0,0,0,397416737,127689549,127689549,1560000702,127688604,127688604,273751632,127687747,127687747,12000272,127686305,127686305,82,127684285,127684285,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,5,0,12000000,128,1536000000,1086902022,495190797,4,4,0,0,9257036380270100488,1541150818,495212721,495212721,1560000702,495212036,495212036,1061612860,495211166,495211166,12000272,495209881,495209881,49,495208110,495208110,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,800,128,102400,70408,32142,4,4,0,0,307201,103713,50137,50137,104674,49436,49436,71786,48311,48311,1072,46755,46755,23,44449,44449,,,,,,,,,,,,,,,
and_zero_control,warm,basic,5,0,12000000,384,4608000000,5458488950,2486877704,4,4,0,0,1,7705384875,2486901007,2486901007,4632000674,2486900778,2486900778,5333457162,2486900302,2486900302,12000272,2486899167,2486899167,64,2486897218,2486897218,,,,,,,,,,,,,,,
xor_break,warm,basic,5,0,12000000,384,4608000000,1087147968,495302861,4,4,0,0,1,1541181687,495325803,495325803,4632000674,495325202,495325202,1061854178,495324548,495324548,12000272,495323393,495323393,35,495321664,495321664,,,,,,,,,,,,,,,
empty,warm,basic,5,0,8,0,0,74,95,4,4,0,0,0,1451,18304,18304,690,17475,17475,1364,16309,16309,280,14710,14710,23,12388,12388,,,,,,,,,,,,,,,
add_latency,warm,none,5,0,12000000,128,1536000000,1097317128,499935991,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,expanded,5,0,12000000,128,1536000000,1095464836,499092026,4,4,0,0,4608000001,767320292,499145411,249141692,934041513,499146025,299143870,742272806,499145214,349148432,8390192,499143708,349139177,47,499141484,349129326,1084577665,499138559,349140635,1085170808,499134813,349317367,147898388,499129936,200010227,149771523,499124958,200002445,156975726,499120274,199824763
empty,warm,basic,5,0,12000000,0,0,8533362,3887842,4,4,0,0,0,12047440,3906115,3906115,24000674,3905393,3905393,8307024,3904270,3904270,12000272,3902696,3902696,18,3900533,3900533,,,,,,,,,,,,,,,
shift_throughput,warm,basic,5,0,12000000,128,1536000000,548806146,250035296,4,4,0,0,0,776753329,250056789,250056789,1560000702,250056725,250056725,535431116,250056446,250056446,12000272,250055291,250055291,23,250053314,250053314,,,,,,,,,,,,,,,
shift_latency,warm,basic,5,0,12000000,128,1536000000,1097310374,499932917,4,4,0,0,0,1540894932,499956557,499956557,1560000674,499956469,499956469,1073514530,499966174,499966174,12000272,499965168,499965168,84,499963693,499963693,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,5,0,1,0,0,2226178,1014380,4,4,1027,0,0,735760,1046922,1046922,7866,1043471,1043471,508200,1041790,1041790,2329,1039832,1039832,56,1037165,1037165,,,,,,,,,,,,,,,
page_state_probe,warm,basic,5,0,1,0,0,27074,12495,4,4,3,0,130560,44279,42826,42826,6842,40972,40972,31460,39264,39264,1305,37306,37306,62,34787,34787,,,,,,,,,,,,,,,
add_latency,warm,basic,5,0,80000,128,10240000,7335950,3342338,4,4,0,0,30720001,10287668,3360635,3360635,10400674,3359972,3359972,7110510,3358963,3358963,80272,3357457,3357457,22,3355303,3355303,,,,,,,,,,,,,,,
empty,warm,basic,5,0,800,0,0,642,333,4,4,0,0,0,2389,18116,18116,2274,17391,17391,2112,16236,16236,1072,14691,14691,21,12489,12489,,,,,,,,,,,,,,,
timer_only,warm,none,5,0,1,0,0,70,136,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,6,0,1,0,0,60082,27644,4,4,3,0,130560,64613,82109,82109,6842,80133,80133,50776,87449,87449,1305,85508,85508,57,71785,71785,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,8,128,1024,718,369,4,4,0,0,3073,2405,18432,18432,1714,17673,17673,2200,16648,16648,280,15003,15003,23,12745,12745,,,,,,,,,,,,,,,
empty,warm,basic,6,0,12000000,0,0,8623614,3928977,4,4,0,0,0,12063013,3947058,3947058,24000674,3946341,3946341,8321610,3945227,3945227,12000272,3943619,3943619,24,3941351,3941351,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,6,0,12000000,128,1536000000,283193596,129022753,4,4,0,0,4608000008,397627578,129045868,129045868,1560000703,129046099,129046099,275754336,129046063,129046063,12000272,129044874,129044874,28,129042790,129042790,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,80000,128,10240000,7309434,3330255,4,4,0,0,30720001,10283816,3348931,3348931,10400674,3347997,3347997,7090666,3346863,3346863,80272,3345199,3345199,25,3342909,3342909,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,6,0,12000000,128,1536000000,280133224,127628265,4,4,0,0,4608000004,397968417,127647875,127647875,1560000683,127646735,127646735,273998956,127645570,127645570,12000272,127644027,127644027,38,127641733,127641733,,,,,,,,,,,,,,,
xor_throughput,warm,basic,6,0,12000000,128,1536000000,280214198,127665152,4,4,0,0,0,397410946,127684596,127684596,1560000702,127683487,127683487,273732778,127682449,127682449,12000272,127680978,127680978,80,127678973,127678973,,,,,,,,,,,,,,,
timer_only,warm,none,6,0,1,0,0,50,123,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,6,0,12000000,128,1536000000,553654786,252244230,4,4,0,0,4608000002,785877049,252264142,252264142,1560000681,252262933,252262933,541385196,252262021,252262021,12000272,252260628,252260628,26,252258703,252258703,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,800,128,102400,70414,32141,4,4,0,0,307201,103904,50095,50095,104674,49431,49431,71984,48298,48298,1072,46684,46684,22,44388,44388,,,,,,,,,,,,,,,
shift_latency,warm,basic,6,0,12000000,128,1536000000,1088915850,496108382,4,4,0,0,0,1541376131,496141272,496141272,1560000674,496140678,496140678,1062624860,496140246,496140246,12000272,496138921,496138921,70,496127912,496127912,,,,,,,,,,,,,,,
empty,warm,basic,6,0,800,0,0,628,341,4,4,0,0,0,2154,18518,18518,2274,17652,17652,1980,16470,16470,1072,14841,14841,23,12594,12594,,,,,,,,,,,,,,,
xor_break,warm,basic,6,0,12000000,384,4608000000,1085730994,494657216,4,4,0,0,1,1540911728,494679732,494679732,4632000674,494679729,494679729,1061888146,494679406,494679406,12000272,494678388,494678388,30,494676422,494676422,,,,,,,,,,,,,,,
add_latency,warm,basic,6,0,12000000,128,1536000000,1097868408,500187160,4,4,0,0,4608000001,1541170447,500210302,500210302,1560000674,500210071,500210071,1072614466,500209562,500209562,12000272,500208383,500208383,24,500206640,500206640,,,,,,,,,,,,,,,
empty,warm,basic,6,0,8,0,0,52,94,4,4,0,0,0,1361,17985,17985,690,17118,17118,1342,16012,16012,280,14409,14409,23,12192,12192,,,,,,,,,,,,,,,
add_latency,warm,none,6,0,12000000,128,1536000000,1085489668,494547353,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imul_latency,warm,basic,6,0,12000000,128,1536000000,3269805170,1489717430,4,4,0,0,5482421456486662145,4622762243,1489741145,1489741145,1560000674,1489740787,1489740787,3197278788,1489740216,1489740216,12000272,1489739237,1489739237,78,1489737314,1489737314,,,,,,,,,,,,,,,
empty,warm,basic,6,0,80000,0,0,55114,25147,4,4,0,0,0,81342,43390,43390,160674,42341,42341,56364,41185,41185,80272,39552,39552,17,37205,37205,,,,,,,,,,,,,,,
add_latency,warm,expanded,6,0,12000000,128,1536000000,1094945520,498855447,4,4,0,0,4608000001,767566524,498909057,248899404,934378159,498908860,298903991,741275392,498908086,348891569,8390279,498906941,348911050,46,498904760,348903635,1082045567,498901690,348918842,1085851878,498897801,349725142,148107598,498892964,199998973,150455236,498887957,199998806,156861337,498883127,199160071
page_state_probe,page_cold,basic,6,0,1,0,0,2223604,1013211,4,4,1027,0,0,736190,1046440,1046440,7866,1043524,1043524,508640,1041567,1041567,2329,1039418,1039418,57,1036836,1036836,,,,,,,,,,,,,,,
page_state_probe,warm,basic,6,0,1,0,0,24750,11478,4,4,3,0,130560,41320,41825,41825,6842,39957,39957,29348,38231,38231,1305,36266,36266,57,33754,33754,,,,,,,,,,,,,,,
shift_throughput,warm,basic,6,0,12000000,128,1536000000,549252702,250238580,4,4,0,0,0,776772091,250259411,250259411,1560000702,250259245,250259245,535677890,250258790,250258790,12000272,250257526,250257526,26,250255577,250255577,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,6,0,12000000,128,1536000000,1098133744,500308066,4,4,0,0,9257036380270100488,1541063795,500331234,500331234,1560000702,500330792,500330792,1073458342,500330400,500330400,12000272,500329144,500329144,48,500327219,500327219,,,,,,,,,,,,,,,
and_zero_control,warm,basic,6,0,12000000,384,4608000000,5443677230,2480129455,4,4,0,0,1,7704826117,2480152755,2480152755,4632000674,2480151561,2480151561,5321515364,2480151108,2480151108,12000272,2480150073,2480150073,64,2480148208,2480148208,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,6,0,12000000,128,1536000000,1086670464,495085461,4,4,0,0,4608000001,1541032024,495112022,495112022,1560000676,495111166,495111166,1062108520,495110402,495110402,12000272,495108724,495108724,26,495106118,495106118,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,12000000,128,1536000000,1087802684,495601154,4,4,0,0,4608000001,1541241729,495624684,495624684,1560000674,495623465,495623465,1062083594,495623055,495623055,12000272,495621824,495621824,30,495619865,495619865,,,,,,,,,,,,,,,
add_latency,warm,expanded,7,0,12000000,128,1536000000,1092289200,497645070,4,4,0,0,4608000001,765492652,497697664,247676794,932276746,497696639,297686762,740199042,497695445,347673713,8393076,497693611,347692201,48,497691059,347702845,1083963625,497688184,348218103,1085490451,497684096,349187242,148066468,497679244,200000427,149963780,497673866,199481413,156619797,497669417,198484897
add_latency,warm,none,7,0,12000000,128,1536000000,1088049658,495713759,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_zero_control,warm,basic,7,0,12000000,384,4608000000,5443245170,2479932650,4,4,0,0,1,7704839684,2479955620,2479955620,4632000674,2479954690,2479954690,5320843132,2479954255,2479954255,12000272,2479953060,2479953060,74,2479951318,2479951318,,,,,,,,,,,,,,,
shift_throughput,warm,basic,7,0,12000000,128,1536000000,546929524,249180143,4,4,0,0,0,776476055,249199198,249199198,1560000702,249198747,249198747,534768124,249197755,249197755,12000272,249196382,249196382,26,249194462,249194462,,,,,,,,,,,,,,,
empty,warm,basic,7,0,800,0,0,596,313,4,4,0,0,0,2272,18288,18288,2274,17453,17453,1958,16343,16343,1072,14742,14742,19,12482,12482,,,,,,,,,,,,,,,
empty,warm,basic,7,0,80000,0,0,55098,25144,4,4,0,0,0,81296,43056,43056,160674,42267,42267,56386,41074,41074,80272,39453,39453,16,37238,37238,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,8,128,1024,718,370,4,4,0,0,3073,2364,18280,18280,1714,17609,17609,2134,16541,16541,280,14889,14889,19,12590,12590,,,,,,,,,,,,,,,
imul_latency,warm,basic,7,0,12000000,128,1536000000,3270192564,1489893933,4,4,0,0,5482421456486662145,4622705047,1489917384,1489917384,1560000674,1489916533,1489916533,3197932430,1489916394,1489916394,12000272,1489915337,1489915337,84,1489913316,1489913316,,,,,,,,,,,,,,,
xor_break,warm,basic,7,0,12000000,384,4608000000,1085778552,494678860,4,4,0,0,1,1540996844,494699953,494699953,4632000674,494699505,494699505,1061298018,494699160,494699160,12000272,494698256,494698256,41,494696269,494696269,,,,,,,,,,,,,,,
empty,warm,basic,7,0,8,0,0,90,87,4,4,0,0,0,1364,18640,18640,690,26942,26942,1870,25704,25704,280,23980,23980,23,21588,21588,,,,,,,,,,,,,,,
shift_latency,warm,basic,7,0,12000000,128,1536000000,1097395112,499971532,4,4,0,0,0,1540898109,499994131,499994131,1560000674,499993636,499993636,1073528588,499993143,499993143,12000272,499992020,499992020,65,499990270,499990270,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,7,0,12000000,128,1536000000,279566282,127370053,4,4,0,0,4608000008,397284363,127390971,127390971,1560000703,127389157,127389157,273516650,127388000,127388000,12000272,127386491,127386491,27,127384159,127384159,,,,,,,,,,,,,,,
xor_throughput,warm,basic,7,0,12000000,128,1536000000,280155190,127638270,4,4,0,0,0,397358975,127657115,127657115,1560000702,127656764,127656764,273943384,127655742,127655742,12000272,127654195,127654195,68,127652118,127652118,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,80000,128,10240000,7380526,3362644,4,4,0,0,30720001,10294937,3380939,3380939,10400674,3380290,3380290,7106000,3379226,3379226,80272,3377606,3377606,21,3375364,3375364,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,7,0,12000000,128,1536000000,552977858,251935765,4,4,0,0,4608000002,785763759,251955668,251955668,1560000681,251955763,251955763,541267210,251954967,251954967,12000272,251953536,251953536,24,251951677,251951677,,,,,,,,,,,,,,,
page_state_probe,warm,basic,7,0,1,0,0,24844,11578,4,4,3,0,130560,42018,45094,45094,6842,41916,41916,30184,40190,40190,1305,38266,38266,59,35582,35582,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,7,0,12000000,128,1536000000,1097135098,499853108,4,4,0,0,9257036380270100488,1540838196,499875851,499875851,1560000702,499875867,499875867,1073649940,499875636,499875636,12000272,499874406,499874406,51,499872283,499872283,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,7,0,1,0,0,36300,16871,4,4,3,0,130560,60363,57993,57993,6842,55401,55401,43252,53300,53300,1305,51493,51493,64,48928,48928,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,7,0,12000000,128,1536000000,279753890,127455428,4,4,0,0,4608000004,397825029,127474411,127474411,1560000683,127473628,127473628,273876988,127472406,127472406,12000272,127470791,127470791,32,127468500,127468500,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,7,0,12000000,128,1536000000,1083841674,493796473,4,4,0,0,4608000001,1540677897,493816119,493816119,1560000676,493815234,493815234,1060851264,493814320,493814320,12000272,493812890,493812890,28,493810751,493810751,,,,,,,,,,,,,,,
empty,warm,basic,7,0,12000000,0,0,8581578,3909819,4,4,0,0,0,12055330,3928120,3928120,24000674,3927321,3927321,8315846,3926228,3926228,12000272,3924616,3924616,24,3922318,3922318,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,7,0,1,0,0,2228678,1015525,4,4,1027,0,0,735902,1046107,1046107,7866,1044143,1044143,508090,1042424,1042424,2329,1040558,1040558,55,1037972,1037972,,,,,,,,,,,,,,,
add_latency,warm,basic,7,0,800,128,102400,70410,32143,4,4,0,0,307201,103846,50119,50119,104674,49269,49269,71830,48201,48201,1072,46596,46596,21,44401,44401,,,,,,,,,,,,,,,
timer_only,warm,none,7,0,1,0,0,76,142,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_latency,warm,expanded,8,0,12000000,128,1536000000,1111860184,506561790,4,4,0,0,4608000001,762990330,506615504,251597342,929676918,506615906,302599596,752581896,506615198,353595899,8375006,506613777,353886874,16,506611299,354875270,1090257846,506608091,355891388,1091471166,506604101,356598658,147606593,506599504,202739160,148626498,506594432,201741020,155236960,506589913,200727567
add_latency,warm,basic,8,0,8,128,1024,774,405,4,4,0,0,3073,2628,18812,18812,1714,18045,18045,2420,16848,16848,280,15261,15261,22,12967,12967,,,,,,,,,,,,,,,
page_state_probe,warm,basic,8,0,1,0,0,17736,8209,4,4,3,0,130560,31136,41149,41149,6842,39130,39130,22572,37390,37390,1305,35480,35480,55,32957,32957,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,8,0,12000000,128,1536000000,1080777122,492400117,4,4,0,0,9257036380270100488,1540182519,492421101,492421101,1560000702,492418748,492418748,1060188844,492417670,492417670,12000272,492416042,492416042,50,492413657,492413657,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,8,0,1,0,0,2226790,1014655,4,4,1027,0,0,736332,1048422,1048422,7866,1045442,1045442,509124,1043422,1043422,2329,1041511,1041511,55,1038965,1038965,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,800,128,102400,70506,32174,4,4,0,0,307201,103864,50284,50284,104674,49381,49381,71896,48262,48262,1072,46619,46619,22,44376,44376,,,,,,,,,,,,,,,
xor_throughput,warm,basic,8,0,12000000,128,1536000000,279566914,127370252,4,4,0,0,0,397234786,127388969,127388969,1560000702,127388275,127388275,273864866,127387206,127387206,12000272,127385601,127385601,77,127383381,127383381,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,8,0,12000000,128,1536000000,278768428,127006464,4,4,0,0,4608000008,397154279,127024689,127024689,1560000703,127024002,127024002,273312556,127022934,127022934,12000272,127021339,127021339,27,127019113,127019113,,,,,,,,,,,,,,,
empty,warm,basic,8,0,8,0,0,34,66,4,4,0,0,0,1627,18031,18031,690,17178,17178,1650,16073,16073,280,14475,14475,21,12277,12277,,,,,,,,,,,,,,,
empty,warm,basic,8,0,80000,0,0,55084,25158,4,4,0,0,0,81453,43080,43080,160674,42179,42179,56408,41058,41058,80272,39453,39453,21,37199,37199,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,12000000,128,1536000000,1093826220,498345561,4,4,0,0,4608000001,1542030620,498368899,498368899,1560000674,498368426,498368426,1063890058,498368084,498368084,12000272,498366903,498366903,25,498364817,498364817,,,,,,,,,,,,,,,
shift_latency,warm,basic,8,0,12000000,128,1536000000,1080001152,492046582,4,4,0,0,0,1540068467,492067194,492067194,1560000674,492064372,492064372,1059978128,492063287,492063287,12000272,492061761,492061761,54,492059319,492059319,,,,,,,,,,,,,,,
add_latency,warm,none,8,0,12000000,128,1536000000,1082910408,493372314,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and_zero_control,warm,basic,8,0,12000000,384,4608000000,5705005760,2599190337,4,4,0,0,1,7688169601,2599213845,2599213845,4632000674,2599214644,2599214644,5676999966,2599214745,2599214745,12000272,2599213806,2599213806,34,2599212168,2599212168,,,,,,,,,,,,,,,
imul_latency,warm,basic,8,0,12000000,128,1536000000,3266600096,1488257194,4,4,0,0,5482421456486662145,4623771947,1488279538,1488279538,1560000674,1488279705,1488279705,3188885238,1488279287,1488279287,12000272,1488278223,1488278223,74,1488276428,1488276428,,,,,,,,,,,,,,,
add_latency,warm,basic,8,0,80000,128,10240000,7832468,3568542,4,4,0,0,30720001,10325643,3587034,3587034,10400674,3586656,3586656,7418774,3585737,3585737,80272,3584180,3584180,23,3581999,3581999,,,,,,,,,,,,,,,
empty,warm,basic,8,0,12000000,0,0,8533378,3887858,4,4,0,0,0,12047354,3905933,3905933,24000674,3905179,3905179,8307574,3904060,3904060,12000272,3902479,3902479,24,3900282,3900282,,,,,,,,,,,,,,,
empty,warm,basic,8,0,800,0,0,644,353,4,4,0,0,0,2177,18288,18288,2274,17514,17514,2024,16380,16380,1072,14753,14753,27,12474,12474,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,8,0,12000000,128,1536000000,289130666,131727833,4,4,0,0,4608000004,398387407,131751254,131751254,1560000683,131750907,131750907,282715246,131751231,131751231,12000272,131750012,131750012,37,131747984,131747984,,,,,,,,,,,,,,,
xor_break,warm,basic,8,0,12000000,384,4608000000,1086926724,495202056,4,4,0,0,1,1541107618,495224283,495224283,4632000674,495224301,495224301,1062077500,495224071,495224071,12000272,495223153,495223153,41,495221373,495221373,,,,,,,,,,,,,,,
timer_only,warm,none,8,0,1,0,0,82,129,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,8,0,1,0,0,35358,16332,4,4,3,0,130560,59968,57219,57219,6842,54468,54468,42306,52103,52103,1305,50172,50172,60,47487,47487,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,8,0,12000000,128,1536000000,1091156926,497129434,4,4,0,0,4608000001,1541182566,497152462,497152462,1560000676,497152578,497152578,1065875426,497152327,497152327,12000272,497151022,497151022,27,497149335,497149335,,,,,,,,,,,,,,,
shift_throughput,warm,basic,8,0,12000000,128,1536000000,546928878,249179943,4,4,0,0,0,776478297,249201594,249201594,1560000702,249199481,249199481,534738534,249198489,249198489,12000272,249197138,249197138,18,249194637,249194637,,,,,,,,,,,,,,,
