sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r04-o23-clang18_scalar-8388608,4,clang18_scalar,8388608,160,335544320,2378798714,2634976128,2634976128,5221273025,796920356,5221273024,2378833888,2378833888,1
r04-o24-clang18_auto-6291456,4,clang18_auto,6291456,214,336592896,1753580076,196891892,196891892,3848969726,788895887,3848969718,1753616183,1753616183,1
r04-o25-gcc13_scalar-32768,4,gcc13_scalar,32768,40960,335544320,279676738,3633848320,3633848320,613870729,1677926684,613870752,279704171,279704171,1
r04-o26-clang18_scalar-1048576,4,clang18_scalar,1048576,1280,335544320,744659313,2000108288,2000108288,1634471199,796930436,1634471212,744688764,744688764,1
r04-o27-clang18_scalar-36864,4,clang18_scalar,36864,36409,335545344,258013711,3368420452,3368420452,566325013,797249029,566325012,258042167,258042167,1
r04-o28-gcc13_scalar-8388608,4,gcc13_scalar,8388608,160,335544320,2511663648,2634976128,2634976128,5512897287,1677722684,5512897280,2511697699,2511697699,1
r05-o01-clang18_scalar-6291456,5,clang18_scalar,6291456,214,336592896,1891219996,196891892,196891892,4151077414,799411210,4151077458,1891253525,1891253525,1
r05-o02-gcc13_scalar-536870912,5,gcc13_scalar,536870912,3,402653184,10574102256,1543198232,1543198232,23209280284,2013266219,23209280270,10574134952,10574134952,1
r05-o03-clang18_auto-6291456,5,clang18_auto,6291456,214,336592896,1738670208,196891892,196891892,3816243444,788895887,3816243464,1738706581,1738706581,1
r05-o04-clang18_auto-536870912,5,clang18_auto,536870912,3,402653184,10958432534,1543198232,1543198232,24052855668,943719623,24052855706,10958468513,10958468513,1
r05-o05-clang18_auto-1048576,5,clang18_auto,1048576,1280,335544320,711038270,2000108288,2000108288,1560675834,786463871,1560675820,711067531,711067531,1
r05-o06-gcc13_scalar-32768,5,gcc13_scalar,32768,40960,335544320,279684678,3633848320,3633848320,613888622,1677926684,613888638,279712949,279712949,1
r05-o07-gcc13_scalar-8388608,5,gcc13_scalar,8388608,160,335544320,2677827518,2634976128,2634976128,5877613391,1677722684,5877613412,2677860939,2677860939,1
r05-o08-clang18_auto-8388608,5,clang18_auto,8388608,160,335544320,2324860039,2634976128,2634976128,5102881347,786436991,5102881322,2324895608,2324895608,1
r05-o09-gcc13_auto-36864,5,gcc13_auto,36864,36409,335545344,263517393,3368420452,3368420452,578402359,965239303,578402352,263544072,263544072,1
r05-o10-clang18_scalar-8388608,5,clang18_scalar,8388608,160,335544320,2376689735,2634976128,2634976128,5216642622,796920356,5216642662,2376723159,2376723159,1
r05-o11-gcc13_scalar-262144,5,gcc13_scalar,262144,5120,335544320,487538117,1812397056,1812397056,1070109041,1677747484,1070109040,487564966,487564966,1
r05-o12-gcc13_auto-8388608,5,gcc13_auto,8388608,160,335544320,2344367094,2634976128,2634976128,5145695650,964692624,5145695632,2344403076,2344403076,1
r05-o13-clang18_scalar-262144,5,clang18_scalar,262144,5120,335544320,466641638,1812397056,1812397056,1024245674,796964996,1024245684,466671073,466671073,1
r05-o14-gcc13_scalar-1048576,5,gcc13_scalar,1048576,1280,335544320,762757287,2000108288,2000108288,1674192526,1677728284,1674192520,762784546,762784546,1
r05-o15-gcc13_auto-6291456,5,gcc13_auto,6291456,214,336592896,1736347798,196891892,196891892,3810379490,967708099,3810379452,1736152897,1736152897,1
r05-o16-gcc13_auto-32768,5,gcc13_auto,32768,40960,335544320,251954688,3633848320,3633848320,553023366,965304624,553023394,251981625,251981625,1
r05-o17-gcc13_scalar-36864,5,gcc13_scalar,36864,36409,335545344,288005970,3368420452,3368420452,632152725,1677909049,632152708,288032194,288032194,1
r05-o18-gcc13_scalar-6291456,5,gcc13_scalar,6291456,214,336592896,2116144392,196891892,196891892,4644765846,1682965834,4644765840,2116176930,2116176930,1
r05-o19-clang18_scalar-32768,5,clang18_scalar,32768,40960,335544320,250982687,3633848320,3633848320,550891747,797287556,550891748,251009745,251009745,1
